날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"20200318","밥","363.000","밀쌀밥","352.660","밥","363.000","우유(백색우유(200ML,연간)) (2)","122.000",""
"","콩나물무채국 (5)","25.560","호박된장찌개 (5)(6)","57.880","꼬리곰탕 (5)(6)","575.640","세척사과","110.840",""
"","게맛살볶음 (5)(6)","92.030","닭순살양배추볶음 (5)(6)(15)","330.490","두부강정 (5)(6)","461.040","","",""
"","김자반","43.000","깻잎조림 (5)(6)","40.250","오이풋고추&쌈장 (5)(6)","50.470","","",""
"","배추김치 (9)","10.500","배추김치 (9)","10.500","깍두기 (9)","17.100","","",""
"","","534.090","","791.780","","1467.250","","232.840","3025.960"
"20200319","불고기버거 (1)(6)(10)(12)","804.170","찹쌀밥","373.650","찰보리비빔밥 (5)(6)(16)","570.980","우유(백색우유(200ML,연간)) (2)","122.000",""
"","혼합시리얼","167.000","들깨미역국 (5)(16)","28.760","오징어무국 (5)(17)","58.810","딸기,신선형(딸기(34월))","36.000",""
"","","","비엔나소시지떡볶음 (5)(6)(10)","380.570","삶은계란(계란후라이) (1)","98.170","","",""
"","","","감자조림 (5)(6)","52.190","배추김치 (9)","10.500","","",""
"","","","배추김치 (9)","10.500","","","","",""
"","","971.170","","845.670","","738.460","","158.000","2713.300"
"20200320","밥(1/2)","217.800","잡곡밥","373.390","밥","363.000","우유(백색우유(200ML,연간)) (2)","122.000",""
"","떡만둣국 (1)(5)(6)(10)(16)","570.460","버섯된장찌개 (5)(6)","68.950","순두부국 (1)(5)(16)(18)","78.610","방울토마토 (12)","18.000",""
"","배추김치 (9)","10.500","오리불고기 (5)(6)","312.000","돼지갈비찜 (5)(6)(10)","575.300","망고 주스(180㎖/캔)","90.000",""
"","","","양배추쌈 (5)(6)","61.820","시금치무침 (5)(6)","29.160","","",""
"","","","깍두기 (9)","17.100","배추김치 (9)","10.500","","",""
"","","798.760","","833.260","","1056.570","","230.000","2918.590"
"20200321","밥","363.000","핫도그빵 (1)(6)(10)(12)","918.370","현미밥","370.260","우유(백색우유(200ML,연간)) (2)","244.000",""
"","쇠고기미역국 (5)(16)","37.800","혼합시리얼","","무국 (5)(9)","47.470","유산균 발효 음료 (2)","56.000",""
"","계란찜 (1)(9)","108.290","","","닭순살피망볶음 (5)(6)(15)","471.550","","",""
"","오이부추무침 (5)(6)","30.320","","","콩나물무침 (5)(6)","42.280","","",""
"","배추김치 (9)","10.500","","","배추김치 (9)","10.500","","",""
"","","549.910","","918.370","","942.060","","300.000","2710.340"
"20200322","밥","363.000","김치덮밥 (9)(10)","662.400","검은콩밥","372.760","우유(백색우유(200ML,연간)) (2)","122.000",""
"","순두부찌개 (1)(5)(10)(17)(18)","126.690","시금치국 (5)(6)(9)","37.320","계란국 (1)(5)","71.940","한라봉","79.950",""
"","버섯야채볶음 (5)(6)(16)","140.870","오징어채간장볶음 (1)(5)(6)(17)","117.390","꽈리고추멸치볶음","64.080","즉석쌀국수(사골맛)","325.000",""
"","무생채 (5)(6)","30.640","갓김치 (9)","12.800","마파두부 (5)(6)(10)","197.850","","",""
"","배추김치 (9)","10.500","","","배추김치 (9)","10.500","","",""
"","","671.700","","829.910","","717.130","","526.950","2745.690"
"20200323","밥","363.000","밥","363.000","잡곡밥","373.390","우유(백색우유(200ML,연간)) (2)","122.000",""
"","비엔나소시지찌개 (9)(10)","135.490","닭볶음탕 (15)","284.150","감자된장국 (5)(6)","51.990","짜먹는요구르트 (2)","38.400",""
"","호박볶음 (5)(6)(9)(10)","103.620","생선가스 (1)(6)","658.630","돼지불고기 (5)(6)(10)","382.130","포도 주스(180㎖/병)","0.000",""
"","맛김","5.250","오이풋고추&쌈장 (5)(6)","50.470","양배추쌈 (5)(6)","61.820","","",""
"","깍두기 (9)","17.100","배추김치 (9)","10.500","배추김치 (9)","10.500","","",""
"","","624.460","","1366.750","","879.830","","160.400","3031.440"
"20200324","밥","363.000","자장면 (1)(5)(6)(10)","849.520","밀쌀밥","352.660","우유(백색우유(200ML,연간)) (2)","122.000",""
"","쇠고기무국 (5)(16)","68.460","만두튀김(만두강정) (1)(5)(6)(10)","512.030","콩나물국 (5)","29.410","세척사과","110.840",""
"","감자풋고추볶음 (5)(6)","106.870","단무지","12.600","황태찜 (5)(6)","214.920","","",""
"","순두부양념장 (5)(6)","68.220","배추김치 (9)","10.500","미트볼데리야끼조림 (1)(5)(6)(10)","283.150","","",""
"","배추김치 (9)","10.500","","","배추김치 (9)","10.500","","",""
"","","617.050","","1384.650","","890.640","","232.840","3125.180"
"20200325","밥","363.000","흑미밥","370.860","제육덮밥 (5)(6)(10)","834.730","우유(백색우유(200ML,연간)) (2)","122.000",""
"","김치찌개 (5)(9)(10)","160.860","호박된장찌개 (5)(6)","57.880","무두부조개탕 (5)(18)","68.080","방울토마토 (12)","18.000",""
"","소시지케찹볶음 (5)(6)(10)(12)","328.150","갈비맛치킨 (5)(6)(15)","605.440","연근조림 (5)(6)","81.960","","",""
"","맛김","5.250","무생채 (5)(6)","30.640","배추김치 (9)","10.500","","",""
"","깍두기 (9)","17.100","배추김치 (9)","10.500","","","","",""
"","","874.360","","1075.320","","995.270","","140.000","3084.950"
"20200326","밥","363.000","잡곡밥","373.390","햄치즈버거 (1)(2)(6)(10)(12)","1307.480","우유(백색우유(200ML,연간)) (2)","244.000",""
"","쇠고기미역국 (5)(16)","37.800","꽃게탕 (5)(6)","98.870","혼합시리얼","","바나나(육사)","76.800",""
"","매콤새송이버섯볶음 (5)(6)","102.760","잡채 (5)(6)(16)","198.390","감자튀김","","","",""
"","계란찜 (1)(9)","108.290","얼갈이배추된장무침 (5)(6)","42.950","","","","",""
"","배추김치 (9)","10.500","갓김치 (9)","12.800","","","","",""
"","","622.350","","726.400","","1307.480","","320.800","2977.030"
"20200327","밥","363.000","참치야채비빔밥 (6)","599.820","닭죽(닭곰탕) (5)(15)","511.650","우유(백색우유(200ML,연간)) (2)","122.000",""
"","순두부국 (1)(5)(16)(18)","78.610","근대된장국 (5)(6)","54.030","부추겉절이 (5)(6)","31.740","농후 발효유 (2)","96.000",""
"","돼지고기김치볶음 (9)(10)","221.950","삶은계란(계란후라이) (1)","98.170","오징어젓무침 (17)","54.040","토마토  (12)","37.890",""
"","오이무침 (6)","43.080","배추김치 (9)","10.500","배추김치 (9)","10.500","라면(즉석 컵) (6)","365.000",""
"","깍두기 (9)","17.100","","","","","","",""
"","","723.740","","762.520","","607.930","","620.890","2715.080"
"20200328","밥","363.000","현미밥","370.260","밥","363.000","우유(백색우유(200ML,연간)) (2)","122.000",""
"","쇠고기호박찌개 (5)(6)(16)","85.150","생선묵(숙성)김치찌개 (5)(6)(9)","62.990","배추된장국 (5)(6)","51.210","감귤 주스(340㎖/ 페트)","180.000",""
"","맛김","5.250","오징어볶음 (5)(6)(17)","261.290","삼겹살고추장볶음 (5)(6)(10)","618.900","","",""
"","감자조림 (5)(6)","52.190","두부조림 (5)(6)(10)","103.910","시금치무침 (5)(6)","29.160","","",""
"","배추김치 (9)","10.500","갓김치 (9)","12.800","깍두기 (9)","17.100","","",""
"","","516.090","","811.250","","1079.370","","302.000","2708.710"
"20200329","밥","363.000","밥","363.000","잡곡밥","373.390","우유(백색우유(200ML,연간)) (2)","122.000",""
"","두부고추장찌개 (5)(6)(16)","101.490","콩나물국 (5)","29.410","닭곰탕 (5)(15)","194.510","짜먹는요구르트 (2)","38.400",""
"","맛김","5.250","감자조림 (5)(6)","52.230","얼갈이배추된장무침 (5)(6)","42.450","","",""
"","백김치","16.800","김장김치 (9)","10.500","깍두기 (9)","17.100","","",""
"","","696.690","","1133.030","","742.970","","178.000","2750.690"
"20200224","제육덮밥 (5)(6)(10)","867.350","밥","363.000","잡곡밥","373.390","우유(백색우유(200ML,연간)) (2)","122.000",""
"","호박된장찌개 (5)(6)","57.150","쇠고기버섯들깨탕 (5)(16)","97.960","콩나물무채국 (5)","25.590","바나나맛우유 (2)","200.400",""
"","꽈리고추멸치볶음","58.820","갈비맛치킨 (5)(6)(15)","614.970","골뱅이고추장볶음 (5)(6)","127.680","복숭아 주스(340㎖/캔)","188.000",""
"","김장김치 (9)","10.500","과일샐러드 (1)(12)","90.320","양파간장절임 (5)(6)","55.720","","",""
"","","","김장김치 (9)","10.500","김장김치 (9)","10.500","","",""
"","","993.820","","1176.750","","592.880","","510.400","3273.850"
"20200225","밥","363.000","찹쌀밥","373.650","밥","363.000","우유(백색우유(200ML,연간)) (2)","122.000",""
"","김치찌개 (5)(9)(10)","133.180","사골곰탕 (5)(6)","186.140","두부고추장찌개 (5)(6)(16)","105.610","짜먹는요구르트 (2)","38.400",""
"","햄슬라이스야채볶음 (5)(6)(10)","218.780","우엉조림 (5)(6)","81.460","탕수육(완) (5)(6)(10)(12)","572.770","","",""
"","맛김","5.250","오징어젓무침 (17)","60.440","고구마샐러드 (1)","200.040","","",""
"","깍두기 (9)","17.100","깍두기 (9)","17.100","김장김치 (9)","10.500","","",""
"","","737.310","","718.790","","1251.920","","160.400","2868.420"
"20200226","카레밥 (6)(10)","613.800","잡곡밥","373.390","밥","363.000","우유(백색우유(200ML,연간)) (2)","122.000",""
"","조갯살미역국 (5)(18)","12.950","순두부짬뽕찌개 (5)(10)(17)(18)","105.480","강된장찌개 (5)(6)","121.210","곶감, 냉동식","120.910",""
"","단무지","12.600","돼지갈비찜 (5)(6)(10)","568.280","쇠고기불고기 (5)(6)(16)","129.570","오렌지 주스(200㎖/팩)","96.000",""
"","김장김치 (9)","10.500","오이풋고추&쌈장 (5)(6)","47.850","양배추쌈 (5)(6)","59.820","","",""
"","","","김장김치 (9)","10.500","김장김치 (9)","10.500","","",""
"","","649.850","","1105.500","","684.100","","338.910","2778.360"
"20200227","밥(1/2)","217.800","밥","363.000","현미밥","370.260","우유(백색우유(200ML,연간)) (2)","122.000",""
"","떡만둣국 (1)(5)(6)(10)(16)","591.880","생선묵김치찌개 (5)(6)(9)","65.360","버섯매운탕 (5)(6)(16)","73.870","딸기,신선형(딸기(12월))","36.720",""
"","김장김치 (9)","10.500","닭고기튀김(양념vs간장) (1)(5)(6)(15)","922.290","잡채 (5)(6)(16)","200.630","","",""
"","","","두부조림 (5)(6)(10)","100.080","꽁치무조림 (5)(6)","152.300","","",""
"","","","갓김치","12.800","김장김치 (9)","10.500","","",""
"","","820.180","","1463.530","","807.560","","158.720","3249.990"
"20200228","밥","363.000","찰보리비빔밥 (5)(6)(16)","580.120","밥","363.000","우유(백색우유(200ML,연간)) (2)","122.000",""
"","감자양파찌개 (5)(6)","76.580","청국장 (5)(16)","90.600","오징어무국 (5)(17)","58.530","한라봉","79.950",""
"","돈육굴소스양배추볶음 (10)","332.250","삶은계란(계란후라이) (1)","98.270","돈가스 (6)(10)","645.020","","",""
"","김자반","43.000","김장김치 (9)","10.500","브로콜리&초고추장 (6)","61.820","","",""
"","김장김치 (9)","10.500","","","김장김치 (9)","10.500","","",""
"","","825.330","","779.490","","1138.870","","201.950","2945.640"
"20200229","밥","363.000","불고기버거 (1)(6)(10)(12)","807.580","검은콩밥","372.760","우유(백색우유(200ML,연간)) (2)","244.000",""
"","순두부국 (1)(5)(16)(18)","92.820","혼합시리얼","","쇠고기미역국 (5)(16)","37.800","세척사과","110.840",""
"","비엔나소시지케찹볶음 (6)(10)(12)","309.650","","","닭순살피망볶음 (5)(6)(15)","344.130","","",""
"","맛김","5.250","","","시금치무침 (5)(6)","29.200","","",""
"","김장김치 (9)","10.500","","","김장김치 (9)","10.500","","",""
"","","781.220","","807.580","","794.390","","354.840","2738.030"
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"20200301","밥(1/2)","217.800","잡곡밥","373.390","밥","363.000","우유(백색우유(200ML,연간)) (2)","122.000",""
"","떡만둣국 (1)(5)(6)(10)(16)","570.460","돼지고기육개장 (1)(5)(10)","131.610","두부고추장찌개 (5)(6)(16)","101.490","바나나맛우유 (2)","200.400",""
"","배추김치 (9)","10.500","가지굴소스쇠고기볶음 (5)(6)(16)","123.970","오징어삼겹볶음 (5)(6)(10)(17)","562.660","사과 주스(200㎖/팩)","93.000",""
"","","","오이풋고추&쌈장 (5)(6)","50.470","양배추쌈 (5)(6)","61.820","","",""
"","","","깍두기 (9)","17.100","배추김치 (9)","10.500","","",""
"","","798.760","","696.540","","1099.470","","415.400","3010.170"
"20200302","밥","363.000","제육덮밥 (5)(6)(10)","834.730","찰보리밥","367.910","우유(백색우유(200ML,연간)) (2)","122.000",""
"","근대된장국 (5)(6)","54.030","계란국 (1)(5)","71.940","쇠고기무국 (5)(16)","68.460","곶감, 냉동식","120.910",""
"","생선묵볶음 (5)(6)","176.850","우엉조림 (5)(6)","81.460","콩나물매운잡채 (5)(6)(10)","260.620","망고 주스(180㎖/캔)","90.000",""
"","맛김","5.250","배추김치 (9)","10.500","조기튀김 (6)","388.940","","",""
"","배추김치 (9)","10.500","","","배추김치 (9)","10.500","","",""
"","","609.630","","998.630","","1096.430","","332.910","3037.600"
"20200303","밥","363.000","밥","363.000","현미밥","370.260","우유(백색우유(200ML,연간)) (2)","122.000",""
"","조갯살미역국 (5)(18)","12.950","강된장찌개 (5)(6)","123.620","순두부찌개 (1)(5)(10)(17)(18)","126.690","짜먹는요구르트 (2)","38.400",""
"","오징어채버터볶음 (1)(5)(6)(17)","138.350","새송이버섯야채볶음 (5)(6)(10)","119.740","멸치고추장볶음 (6)","78.110","","",""
"","감자조림 (5)(6)","52.190","닭고기튀김(양념vs간장) (1)(5)(6)(15)","787.780","계란장조림(계란찜) (1)(5)(6)(16)","126.910","","",""
"","배추김치 (9)","10.500","배추김치 (9)","10.500","깍두기 (9)","17.100","","",""
"","","576.990","","1404.640","","719.070","","160.400","2861.100"
"20200304","쇠고기야채덮밥 (5)(6)(16)","596.090","잡곡밥","373.390","밥","363.000","우유(백색우유(200ML,연간)) (2)","122.000",""
"","콩나물무채국 (5)","25.560","김치찌개 (5)(9)(10)","160.860","감자양파찌개 (5)(6)","76.860","이온음료","58.800",""
"","오이무침 (6)","43.080","고추잡채 (5)(6)(10)","230.470","돼지불고기 (5)(6)(10)","382.130","","",""
"","배추김치 (9)","10.500","삼치순살튀김 (5)(6)","466.140","양배추쌈 (5)(6)","61.820","","",""
"","","","깍두기 (9)","17.100","배추김치 (9)","10.500","","",""
"","","675.230","","1247.960","","894.310","","180.800","2998.300"
"20200305","밥","363.000","햄치즈버거 (1)(2)(6)(10)(12)","1307.480","찰보리비빔밥 (5)(6)(16)","570.980","우유(백색우유(200ML,연간)) (2)","122.000",""
"","생선묵국 (5)(6)","65.840","혼합시리얼","116.000","시금치국 (5)(6)(9)","37.320","세척사과","110.840",""
"","맛김","5.250","감자튀김","","삶은계란(계란후라이) (1)","98.170","","",""
"","두부조림 (5)(6)(10)","103.910","","","배추김치 (9)","10.500","","",""
"","배추김치 (9)","10.500","","","","","","",""
"","","548.500","","1423.480","","716.970","","232.840","2921.790"
"20200306","밥","363.000","밀쌀밥","352.660","밥","363.000","우유(백색우유(200ML,연간)) (2)","122.000",""
"","북어채국 (1)(5)","70.060","쇠고기육개장 (1)(5)(16)","104.410","아욱고추장찌개 (5)(6)(16)","80.650","한라봉","79.950",""
"","돼지고기청경채볶음 (5)(6)(10)","359.080","꽈리고추조림 (5)(6)","58.620","돈가스 (6)(10)","727.900","복숭아 주스(340㎖/캔)","188.000",""
"","콩나물무침 (5)(6)","42.280","주꾸미미나리초무침 (5)(6)","137.110","양파간장절임 (5)(6)","54.910","","",""
"","배추김치 (9)","10.500","깍두기 (9)","17.100","배추김치 (9)","10.500","","",""
"","","844.920","","669.900","","1236.960","","389.950","3141.730"
"20200307","핫도그빵 (1)(6)(10)(12)","918.370","흑미밥","370.860","밥","363.000","우유(백색우유(200ML,연간)) (2)","244.000",""
"","혼합시리얼","","오징어무국 (5)(17)","58.810","배추된장국 (5)(6)","51.210","딸기,신선형(딸기(34월))","36.000",""
"","","","떡볶이 (1)(5)(6)","475.090","쇠고기불고기 (5)(6)(16)","129.540","","",""
"","","","닭고기야채조림 (5)(6)(15)","297.220","시금치고추장무침 (5)(6)","46.020","","",""
"","","","배추김치 (9)","10.500","깍두기 (9)","17.100","","",""
"","","918.370","","1212.480","","606.870","","280.000","3017.720"
"20200308","밥","363.000","잡곡밥","373.390","자장밥 (1)(5)(6)(10)","854.520","우유(백색우유(200ML,연간)) (2)","122.000",""
"","김치찌개 (5)(9)(10)","160.860","무두부조개탕 (5)(18)","68.080","짬뽕찌개 (5)(9)(10)(17)(18)","112.440","방울토마토 (12)","18.000",""
"","게맛살볶음 (5)(6)","92.030","돼지고기가지볶음 (5)(6)(10)","346.960","무생채 (5)(6)","30.640","","",""
"","순두부양념장 (5)(6)","68.220","오징어젓무침 (17)","54.040","배추김치 (9)","10.500","","",""
"","깍두기 (9)","17.100","배추김치 (9)","10.500","","","","",""
"","","701.210","","852.970","","1008.100","","140.000","2702.280"
"20200309","밥","363.000","밥","363.000","검은콩밥","372.760","우유(백색우유(200ML,연간)) (2)","122.000",""
"","쇠고기미역국 (5)(16)","37.800","콩나물무채국 (5)","25.560","버섯매운탕 (5)(6)(16)","75.670","짜먹는요구르트 (2)","38.400",""
"","감자매운조림 (5)(6)","76.590","치킨너겟(양념vs머스타드) (1)(6)","866.380","멸치볶음","79.210","감귤 주스(180㎖/병)","0.000",""
"","오이무침 (6)","43.080","야채샐러드 (1)(12)","121.030","두부조림 (5)(6)(10)","103.910","","",""
"","배추김치 (9)","10.500","배추김치 (9)","10.500","배추김치 (9)","10.500","","",""
"","","530.970","","1386.470","","642.050","","160.400","2719.890"
"20200310","밥","363.000","밥","363.000","잡곡밥","373.390","우유(백색우유(200ML,연간)) (2)","122.000",""
"","계란국 (1)(5)","71.940","호박된장찌개 (5)(6)","57.880","순두부찌개 (1)(5)(10)(17)(18)","126.690","사과(후지, 상품)","63.950",""
"","비엔나소시지야채볶음 (5)(6)(10)","285.910","삼겹살고추장볶음 (5)(6)(10)","618.900","깻잎쇠고기볶음 (5)(6)(16)","136.170","","",""
"","맛김","5.250","양배추쌈 (5)(6)","61.820","콩나물매운무침 (5)(6)","49.690","","",""
"","배추김치 (9)","10.500","깍두기 (9)","17.100","배추김치 (9)","10.500","","",""
"","","736.600","","1118.700","","696.440","","185.940","2737.680"
"20200311","밥","363.000","찹쌀밥","373.650","불닭덮밥 (1)(5)(6)(15)","952.750","우유(백색우유(200ML,연간)) (2)","122.000",""
"","북어채국 (1)(5)","70.060","감자양파찌개 (5)(6)","76.860","무국 (5)(9)","47.470","곶감, 냉동식","120.910",""
"","돼지고기김치볶음 (9)(10)","221.950","고등어순살카레튀김 (5)(6)(7)","476.040","감자샐러드 (1)","133.170","","",""
"","순두부양념장 (5)(6)","70.920","오이풋고추&쌈장 (5)(6)","47.850","감자매운조림 (5)(6)","76.630","","",""
"","깍두기 (9)","17.100","김장김치 (9)","10.500","김장김치 (9)","10.500","","",""
"","","766.850","","1382.790","","690.760","","180.800","3021.200"
"20200206","밥","363.000","햄치즈버거 (1)(2)(6)(10)(12)","1354.050","찰보리비빔밥 (5)(6)(16)","580.120","우유(백색우유(200ML,연간)) (2)","244.000",""
"","쇠고기호박찌개 (5)(6)(16)","84.910","혼합시리얼","","버섯된장찌개 (5)(6)","70.320","세척사과","110.840",""
"","생선묵조림 (5)(6)","135.990","감자튀김","","삶은계란(계란후라이) (1)","98.270","","",""
"","시금치무침 (5)(6)","29.200","","","김장김치 (9)","10.500","","",""
"","김장김치 (9)","10.500","","","","","","",""
"","","623.600","","1354.050","","759.210","","354.840","3091.700"
"20200207","밥","363.000","밀쌀밥","352.660","현미밥","370.260","과일푸딩","126.000",""
"","아욱고추장찌개 (5)(6)(16)","80.370","콩나물국 (5)","29.430","오징어무국 (5)(17)","58.530","우유(백색우유(200ML,연간)) (2)","122.000",""
"","게맛살볶음 (5)(6)","96.180","쇠고기불고기 (5)(6)(16)","129.570","돈가스 (6)(10)","645.020","망고 주스(180㎖/캔)","90.000",""
"","맛김","5.250","양배추쌈 (5)(6)","59.820","고구마샐러드 (1)","200.040","","",""
"","김장김치 (9)","10.500","김장김치 (9)","10.500","김장김치 (9)","10.500","","",""
"","","555.300","","581.980","","1284.350","","338.000","2759.630"
"20200208","밥(1/2)","217.800","콩나물밥 (5)(6)(16)","448.410","잡곡밥","373.390","우유(백색우유(200ML,연간)) (2)","122.000",""
"","떡만둣국 (1)(5)(6)(10)(16)","591.880","비엔나소시지찌개 (9)(10)","135.710","순두부찌개 (1)(5)(10)(17)(18)","127.140","딸기,신선형(딸기(12월))","36.720",""
"","김장김치 (9)","10.500","명태순살조림 (5)(6)","107.990","닭순살양배추볶음 (5)(6)(15)","342.460","견과, 혼합식","136.300",""
"","","","깍두기 (9)","17.100","양파간장절임 (5)(6)","55.720","","",""
"","","","","","김장김치 (9)","10.500","","",""
"","","820.180","","709.210","","909.210","","295.020","2733.620"
"20200209","밥","363.000","찰보리밥","367.910","밥","363.000","우유(백색우유(200ML,연간)) (2)","122.000",""
"","북어채국 (1)(5)","71.230","무국 (5)(9)","45.510","감자양파찌개 (5)(6)","76.580","포도주스","108.000",""
"","새송이버섯야채볶음 (5)(6)(10)","146.090","고추참치마파두부 (5)(6)","161.740","삼겹살고추장볶음 (5)(6)(10)","617.000","건빵(참깨맛)","249.000",""
"","김자반","43.000","계란찜 (1)(9)","129.320","오이풋고추&쌈장 (5)(6)","47.850","","",""
"","김장김치 (9)","10.500","김장김치 (9)","10.500","김장김치 (9)","10.500","","",""
"","","633.820","","714.980","","1114.930","","479.000","2942.730"
"20200210","밥","363.000","잡곡밥","373.390","김치덮밥 (9)(10)","685.790","우유(백색우유(200ML,연간)) (2)","122.000",""
"","콩나물무채국 (5)","25.590","쇠고기육개장 (1)(5)(16)","104.410","생선묵국 (5)(6)","65.550","짜먹는요구르트 (2)","38.400",""
"","비엔나소시지케찹볶음 (6)(10)(12)","309.650","팝콘치킨 (1)(6)(12)","645.850","멸치볶음","78.020","","",""
"","맛김","5.250","과일샐러드 (1)(12)","90.320","깍두기 (9)","17.100","","",""
"","김장김치 (9)","10.500","김장김치 (9)","10.500","","","","",""
"","","713.990","","1224.470","","846.460","","160.400","2945.320"
"20200211","밥","363.000","밥","363.000","검은콩밥","372.760","우유(백색우유(200ML,연간)) (2)","122.000",""
"","들깨미역국 (5)(16)","28.760","호박된장찌개 (5)(6)","57.150","무두부조개탕 (5)(18)","67.750","곶감, 냉동식","120.910",""
"","감자조림 (5)(6)","52.230","돼지불고기 (5)(6)(10)","403.770","조기튀김 (6)","564.040","","",""
