날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"2021-10-07","배추김치(10~11월)","11kcal","배추김치(10~11월)","11kcal","우유(백색우유(200ML,연간))(02)","122kcal","","","3498.62kcal"
"2021-10-07","우유(백색우유(200ML,연간))(02)","122kcal","메론(봄, 가을)","64.8kcal","탄산음료","117.5kcal","","","3498.62kcal"
"2021-10-08","밥","363kcal","돈육깐풍덮밥(05)(10)(12)","1277.53kcal","밥","363kcal","","","3431.20kcal"
"2021-10-08","쇠고기미역국(05)(16)","23.7kcal","팽이버섯계란국(01)(05)","72.11kcal","어묵김칫국(05)(06)","60.29kcal","","","3431.20kcal"
"2021-10-08","황태찜","201.42kcal","깐쇼새우(05)(06)(12)","452.11kcal","멸치볶음","120.56kcal","","","3431.20kcal"
"2021-10-08","연두부양념장(05)(06)","86.92kcal","배추김치(10~11월)","11kcal","조미김","0kcal","","","3431.20kcal"
"2021-10-08","배추김치(10~11월)","11kcal","짜먹는요구르트(02)","76.8kcal","청경채닭순살무침(05)(06)(15)","126.98kcal","","","3431.20kcal"
"2021-10-08","우유(백색우유(200ML,연간))(02)","122kcal","","","깍두기(임가공)","28.75kcal","","","3431.20kcal"
"2021-10-08","","","","","배(신고)","34.03kcal","","","3431.20kcal"
"2021-10-09","불고기버거(01)(06)(10)(12)","625.64kcal","잡곡밥","366.09kcal","밥","363kcal","","","2705.39kcal"
"2021-10-09","시리얼","152.8kcal","느타리버섯배추국(05)","33.48kcal","돼지고기감자버섯찌개(05)(06)(10)","160.04kcal","","","2705.39kcal"
"2021-10-09","토마토슬라이스(12)","7.13kcal","청양풍닭볶음(05)(06)(15)","201.75kcal","햄게맛살볶음(10)","138.31kcal","","","2705.39kcal"
"2021-10-09","우유(백색우유(200ML,연간))(02)","122kcal","콩나물무침(05)(06)","45.31kcal","두부간장조림(05)(06)","157.04kcal","","","2705.39kcal"
"2021-10-09","","","배추김치(10~11월)","11kcal","배추김치(10~11월)","11kcal","","","2705.39kcal"
"2021-10-09","","","이온음료","58.8kcal","아이스크림 샌드위치(02)","252kcal","","","2705.39kcal"
"2021-10-10","밥","363kcal","밥","363kcal","밥","363kcal","","","2706.24kcal"
"2021-10-10","감자호박국(05)","39.69kcal","순두부오징어국(05)(17)","85.21kcal","두부고추장찌개(05)(06)(10)","86.65kcal","","","2706.24kcal"
"2021-10-10","브로콜리새우살볶음(09)","138.23kcal","매운쇠고기찜(05)(06)(16)","201.93kcal","안동찜닭(05)(06)(15)","322.57kcal","","","2706.24kcal"
"2021-10-10","돈육표고장조림(05)(06)(10)","230.9kcal","조미김","0kcal","깻잎양념무침(05)(06)","40.28kcal","","","2706.24kcal"
"2021-10-10","배추김치(10~11월)","11kcal","오이양파장아찌(05)(06)","30.78kcal","배추김치(10~11월)","11kcal","","","2706.24kcal"
"2021-10-10","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(10~11월)","11kcal","","","","","2706.24kcal"
"2021-10-10","","","초콜릿(3사교)","286kcal","","","","","2706.24kcal"
"2021-10-11","밥","363kcal","검은콩밥","396.04kcal","밥","363kcal","","","3188.37kcal"
"2021-10-11","햄소시지찌개(05)(06)(10)","155.42kcal","얼큰황태채국(01)(05)","40.83kcal","꼬리곰탕","567.89kcal","","","3188.37kcal"
"2021-10-11","감자풋고추볶음(05)(06)","101.19kcal","돼지불고기P543:돼지불고기대(05)(06)(10)","503.51kcal","계란찜(01)(09)","87.9kcal","","","3188.37kcal"
"2021-10-11","볶음김치","98.08kcal","양배추쌈(05)(06)","74.05kcal","조미김","0kcal","","","3188.37kcal"
"2021-10-11","깍두기(임가공)","28.75kcal","배추김치(10~11월)","11kcal","오징어젓무침(17)","39.41kcal","","","3188.37kcal"
"2021-10-11","우유(백색우유(200ML,연간))(02)","122kcal","사과(홍로)","27.552kcal","깍두기(임가공)","28.75kcal","","","3188.37kcal"
"2021-10-11","","","","","감귤 주스(180㎖/병)","180kcal","","","3188.37kcal"
"2021-10-12","밥","363kcal","쫄면(01)(05)(06)","806.08kcal","잡곡밥","366.09kcal","","","3379.16kcal"
"2021-10-12","순두부국(01)(05)","71.15kcal","만두튀김(01)(05)(06)(10)","477.1kcal","감자수제비국(01)(05)","50.46kcal","","","3379.16kcal"
"2021-10-12","돈육호박볶음(05)(06)(09)(10)","178.29kcal","단무지","11.16kcal","마파두부(05)(06)","226.6kcal","","","3379.16kcal"
"2021-10-12","버섯들깨무침","31.26kcal","바나나맛우유(02)","200.4kcal","조기튀김(01)(06)","432.07kcal","","","3379.16kcal"
"2021-10-12","배추김치(10~11월)","11kcal","","","김자반","21.5kcal","","","3379.16kcal"
"2021-10-12","우유(백색우유(200ML,연간))(02)","122kcal","","","배추김치(10~11월)","11kcal","","","3379.16kcal"
"2021-10-13","조밥","380.85kcal","현미밥","384.78kcal","밥","363kcal","","","3490.91kcal"
"2021-10-13","돼지고기김치찌개(05)(10)","118.68kcal","감자탕(05)(06)(10)","357.7kcal","버섯매운탕(05)(06)(16)","49.62kcal","","","3490.91kcal"
"2021-10-13","쇠고기우엉잡채(05)(06)(16)","142.02kcal","매운소시지떡볶음(06)(10)(12)","310.93kcal","닭튀김(선택)(06)(15)","808.86kcal","","","3490.91kcal"
"2021-10-13","오이고추장무침(06)","45.81kcal","(견과류)단호박찜(05)(06)","83.98kcal","배추찜(05)(06)","45.29kcal","","","3490.91kcal"
"2021-10-13","깍두기(임가공)","28.75kcal","배추김치(10~11월)","11kcal","파김치","21.24kcal","","","3490.91kcal"
"2021-10-13","우유(백색우유(200ML,연간))(02)","122kcal","배 주스(238㎖/캔)","40kcal","워터젤리","176.4kcal","","","3490.91kcal"
"2021-10-14","밥","363kcal","잡곡밥","366.09kcal","밥","363kcal","","","2976.83kcal"
"2021-10-14","돼지고기애호박찌개(06)(10)","108.82kcal","감자계란국(01)(05)","88.72kcal","아욱고추장찌개(05)(06)(16)","54.62kcal","","","2976.83kcal"
"2021-10-14","생선묵볶음(05)(06)","194.29kcal","쇠고기느타리버섯잡채(05)(06)(16)","211.78kcal","두부김치(05)(06)(10)","194.49kcal","","","2976.83kcal"
"2021-10-14","꽈리고추멸치조림(05)(06)","102.93kcal","패주해물콩나물찜(05)(17)(18)","82.51kcal","생선가스(01)(06)","501.33kcal","","","2976.83kcal"
"2021-10-14","배추김치(10~11월)","11kcal","조미김","0kcal","깍두기(임가공)","28.75kcal","","","2976.83kcal"
"2021-10-14","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(10~11월)","11kcal","농후 발효유(02)","96kcal","","","2976.83kcal"
"2021-10-14","","","홍시","76.5kcal","","","","","2976.83kcal"
"2021-10-15","찹쌀밥","398.9kcal","찰보리비빔밥(05)","457.51kcal","밥","363kcal","","","3337.67kcal"
"2021-10-15","닭곰탕(15)","187.31kcal","청국장(05)","65.84kcal","홍합미역국(05)","17.58kcal","","","3337.67kcal"
"2021-10-15","버섯잡채(05)(06)","44.5kcal","쇠고기볶음고추장(06)","105.38kcal","돼지고기수육(05)(09)(10)","982.4kcal","","","3337.67kcal"
"2021-10-15","오징어브로콜리숙회(06)(17)","102.08kcal","동그랑땡(12)","122.61kcal","모듬쌈(05)(06)","69.65kcal","","","3337.67kcal"
"2021-10-15","배추김치(10~11월)","11kcal","계란후라이(01)","97.91kcal","배추김치(10~11월)","11kcal","","","3337.67kcal"
"2021-10-15","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(10~11월)","11kcal","우유(백색우유(200ML,연간))(02)","122kcal","","","3337.67kcal"
"2021-10-15","","","사과 주스(200㎖/팩)","46kcal","","","","","3337.67kcal"
"2021-10-17","밥","363kcal","밥","363kcal","밥","363kcal","","","2871.89kcal"
"2021-10-17","콩나물김치국(05)","28.31kcal","버섯감자국(05)","40.93kcal","짬뽕찌개(05)(10)(17)","94.6kcal","","","2871.89kcal"
"2021-10-17","가지굴소스쇠고기볶음(05)(06)(16)","177.02kcal","닭갈비(05)(06)(15)","303.43kcal","중화풍삼겹살조림(05)(06)(10)","425.25kcal","","","2871.89kcal"
"2021-10-17","두부조림(05)(06)","122.82kcal","조미김","0kcal","오이양파장아찌(05)(06)","30.78kcal","","","2871.89kcal"
"2021-10-17","깍두기(임가공)","28.75kcal","부추겉절이(05)(06)","23.65kcal","배추김치(10~11월)","11kcal","","","2871.89kcal"
"2021-10-17","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(10~11월)","11kcal","포도 주스(180㎖/캔)","84.51kcal","","","2871.89kcal"
"2021-10-17","","","사과(후지)","29.841kcal","","","","","2871.89kcal"
"2021-09-17","우유(백색우유(200ML,연간))(02)","122kcal","감귤 주스(180㎖/병)","180kcal","","","","","3275.41kcal"
"2021-09-19","밥","363kcal","찰보리밥","378.8kcal","밥","363kcal","","","2867.47kcal"
"2021-09-19","쇠고기미역국(05)(16)","24.33kcal","순두부국(01)(05)(16)","73.54kcal","감자호박국(05)","39.57kcal","","","2867.47kcal"
"2021-09-19","비엔나소시지야채볶음(05)(06)(10)(12)","282.58kcal","중화풍삼겹살조림(05)(06)(10)","487.79kcal","생선묵볶음(05)(06)","166.95kcal","","","2867.47kcal"
"2021-09-19","깻잎양념무침(05)(06)","38.64kcal","양배추쌈(05)(06)","67.69kcal","닭고기야채조림(05)(06)(15)","241.58kcal","","","2867.47kcal"
"2021-09-19","배추김치(7~9월)","10kcal","열무김치","12.8kcal","깍두기(완제품)(09)","15.2kcal","","","2867.47kcal"
"2021-09-19","우유(백색우유(200ML,연간))(02)","122kcal","아이스크림, 떠먹는형","180kcal","","","","","2867.47kcal"
"2021-09-20","밥","363kcal","밥","363kcal","잡곡밥","380.61kcal","","","2818.94kcal"
"2021-09-20","쇠고기버섯들깨국(05)(16)","58.28kcal","돼지고기육개장(01)(05)(10)","115.05kcal","계란조갯살찌개(01)(05)(18)","87.07kcal","","","2818.94kcal"
"2021-09-20","감자풋고추볶음(05)(06)","103.2kcal","오징어볶음(05)(06)(17)","205.66kcal","오리고추장주물럭(05)(06)","302.93kcal","","","2818.94kcal"
"2021-09-20","꽈리고추멸치조림(05)(06)","98.66kcal","조미김","0kcal","오이풋고추된장무침(05)","47.22kcal","","","2818.94kcal"
"2021-09-20","배추김치(7~9월)","10kcal","두부간장조림(05)(06)","124.53kcal","배추김치(7~9월)","10kcal","","","2818.94kcal"
"2021-09-20","우유(백색우유(200ML,연간))(02)","122kcal","백김치","15.12kcal","","","","","2818.94kcal"
"2021-09-20","","","라면(즉석 컵)(06)","365kcal","","","","","2818.94kcal"
"2021-09-20","","","거봉포도","47.61kcal","","","","","2818.94kcal"
"2021-09-21","떡만둣국(01)(05)(06)(10)(16)","498.2kcal","밥","363kcal","현미밥","384.78kcal","","","2898.66kcal"
"2021-09-21","애호박나물(전)(09)","43.82kcal","생선묵찌개(05)(06)","96.62kcal","버섯감자국(05)(16)","55.74kcal","","","2898.66kcal"
"2021-09-21","배추김치(7~9월)","10kcal","조미김","0kcal","돈육굴소스양배추볶음(10)","242.75kcal","","","2898.66kcal"
"2021-09-21","우유(백색우유(200ML,연간))(02)","122kcal","소양념갈비찜","745.39kcal","잡채(05)(06)(16)","164.65kcal","","","2898.66kcal"
"2021-09-21","","","오이고추장무침(06)","42.74kcal","열무김치","12.8kcal","","","2898.66kcal"
"2021-09-21","","","배추김치(7~9월)","10kcal","배 주스(238㎖/캔)","40kcal","","","2898.66kcal"
"2021-09-21","","","멜론(여름)","66.17304kcal","","","","","2898.66kcal"
"2021-09-22","밥","363kcal","잡곡밥","380.61kcal","밥","363kcal","","","2767.47kcal"
"2021-09-22","쇠고기무국(05)(16)","71.67kcal","감자수제비국(01)(05)","51.17kcal","두부고추장찌개(05)(06)(10)","91.36kcal","","","2767.47kcal"
"2021-09-22","햄슬라이스야채볶음(05)(06)(10)","227.32kcal","(통)마늘김치두루치기(05)(06)(10)","243.11kcal","버섯야채볶음(05)(06)","96.43kcal","","","2767.47kcal"
"2021-09-22","오징어채야채무침(05)(06)(17)","64.3kcal","계란찜(01)(09)","87.9kcal","닭고기단호박조림(05)(06)(15)","244.6kcal","","","2767.47kcal"
"2021-09-22","배추김치(7~9월)","10kcal","깍두기(완제품)(09)","15.2kcal","배추김치(7~9월)","10kcal","","","2767.47kcal"
"2021-09-22","우유(백색우유(200ML,연간))(02)","122kcal","짜먹는요구르트(02)","76.8kcal","썬업 파인애플200ml","","","","2767.47kcal"
"2021-09-22","","","건빵(참깨맛)","249kcal","","","","","2767.47kcal"
"2021-09-23","조밥","380.85kcal","밥","363kcal","밥","363kcal","","","3217.65kcal"
"2021-09-23","어묵김칫국(05)(06)","45.63kcal","짬뽕찌개(05)(10)(17)","99.36kcal","햄소시지찌개(05)(06)(10)","159.86kcal","","","3217.65kcal"
"2021-09-23","돼지고기가지볶음(05)(06)(10)","378.81kcal","안동찜닭(05)(06)(15)","281.66kcal","돈가스(06)(10)","589.76kcal","","","3217.65kcal"
"2021-09-23","순두부양념장(05)(06)","82.65kcal","코다리순살조림(05)(06)","85.7kcal","조미김","0kcal","","","3217.65kcal"
"2021-09-23","열무김치","12.8kcal","배추김치(7~9월)","10kcal","삼색초나물","28.62kcal","","","3217.65kcal"
"2021-09-23","우유(백색우유(200ML,연간))(02)","122kcal","사과(홍로)","27.552kcal","배추김치(7~9월)","10kcal","","","3217.65kcal"
"2021-09-23","","","","","워터젤리","176.4kcal","","","3217.65kcal"
"2021-09-24","흑미밥","381.75kcal","잡채볶음밥","782.88kcal","밥","363kcal","","","3417.92kcal"
"2021-09-24","버섯감자찌개(05)(06)","63.26kcal","중화식계란탕(01)(05)(06)(10)","90.36kcal","감자탕(05)(06)(10)","356.14kcal","","","3417.92kcal"
"2021-09-24","돈육호박볶음(05)(06)(09)(10)","166.02kcal","만두탕수(01)(05)(06)(10)(12)","593.43kcal","콩나물삼색볶음(05)(06)","139.77kcal","","","3417.92kcal"
"2021-09-24","계란말이(01)","60.53kcal","모듬김치","14.33kcal","오이양파장아찌(05)(06)","27.65kcal","","","3417.92kcal"
"2021-09-24","열무김치","12.8kcal","","","배추김치(7~9월)","10kcal","","","3417.92kcal"
"2021-09-24","우유(백색우유(200ML,연간))(02)","122kcal","","","아이스크림 팩형(02)","234kcal","","","3417.92kcal"
"2021-09-26","밥","363kcal","제육덮밥(05)(06)(10)","835.14kcal","밥","363kcal","","","2631.17kcal"
"2021-09-26","조갯살두부국(05)","36.43kcal","생선묵국(05)(06)","73.43kcal","쇠고기미역국(05)(16)","24.33kcal","","","2631.17kcal"
"2021-09-26","닭순살피망볶음(05)(06)(15)","213.91kcal","단호박샐러드(01)(12)","88.34kcal","감자풋고추볶음(05)(06)","103.2kcal","","","2631.17kcal"
"2021-09-26","양배추,브로콜리&초고추장(06)","72.38kcal","열무김치","12.8kcal","오징어야채무침(05)(06)(17)","122.41kcal","","","2631.17kcal"
"2021-09-26","배추김치(7~9월)","10kcal","이온음료","58.8kcal","배추김치(7~9월)","10kcal","","","2631.17kcal"
"2021-09-26","우유(백색우유(200ML,연간))(02)","122kcal","","","우유(백색우유(200ML,연간))(02)","122kcal","","","2631.17kcal"
"2021-09-27","밥","363kcal","잡곡밥","380.61kcal","밥","363kcal","","","2848.54kcal"
"2021-09-27","돼지고기애호박찌개(06)(10)","105.12kcal","해물순두부찌개(01)(05)(10)(17)","129.28kcal","사골곰탕","174.9kcal","","","2848.54kcal"
"2021-09-27","소시지케찹볶음(05)(06)(10)(12)","200.63kcal","닭순살양배추볶음(05)(06)(15)","222.86kcal","고구마맛탕(05)(06)","438.85kcal","","","2848.54kcal"
"2021-09-27","계란찜(01)(09)","87.9kcal","조미김","0kcal","오징어젓무침(17)","39.41kcal","","","2848.54kcal"
"2021-09-27","배추김치(7~9월)","10kcal","무쌈말이(01)","64.98kcal","가공우유(초코맛)(02)","126kcal","","","2848.54kcal"
"2021-09-27","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(7~9월)","10kcal","배추김치(7~9월)","10kcal","","","2848.54kcal"
"2021-09-28","밥","363kcal","셀프주먹밥","404.07kcal","밥","363kcal","","","2701.58kcal"
"2021-09-28","쇠고기모듬버섯찌개(05)(16)","42.29kcal","감자튀김(12)","401.16kcal","짬뽕수제비국(05)(06)(10)(17)","109.63kcal","","","2701.58kcal"
"2021-09-28","볶음김치","99.84kcal","햄버거스테이크","0kcal","멸치볶음","113.39kcal","","","2701.58kcal"
"2021-09-28","게맛살어묵볶음(05)(06)","126.14kcal","사과샐러드(01)","73.84kcal","마파두부(05)(06)","230.02kcal","","","2701.58kcal"
"2021-09-28","깍두기(완제품)(09)","15.2kcal","배추김치(7~9월)","10kcal","배추김치(7~9월)","10kcal","","","2701.58kcal"
"2021-09-28","우유(백색우유(200ML,연간))(02)","122kcal","오렌지 주스(200㎖/팩)","96kcal","우유(백색우유(200ML,연간))(02)","122kcal","","","2701.58kcal"
"2021-09-29","밥","363kcal","깐풍버섯덮밥(05)(06)(16)","488.2kcal","잡곡밥","380.61kcal","","","3464.67kcal"
"2021-09-29","만둣국(01)(05)(06)(10)","252.38kcal","콩나물김치국(05)","30.39kcal","돼지고기무찌개(05)(06)(10)","106.58kcal","","","3464.67kcal"
"2021-09-29","애호박조갯살나물(09)","51.23kcal","떡볶이(05)(06)","371.95kcal","양념치킨(05)(06)(15)","793.99kcal","","","3464.67kcal"
"2021-09-29","돼지고기깻잎볶음(05)(06)(10)","343.6kcal","열무김치","12.8kcal","삼치순살조림(05)(06)","100.39kcal","","","3464.67kcal"
"2021-09-29","배추김치(7~9월)","10kcal","사과(홍로)","27.552kcal","배추김치(7~9월)","10kcal","","","3464.67kcal"
"2021-09-29","연세검은콩두유, 200mL","","","","우유(백색우유(200ML,연간))(02)","122kcal","","","3464.67kcal"
"2021-09-30","밥","363kcal","찰보리밥","378.8kcal","참치마요덮밥(01)","543.3kcal","","","3304.03kcal"
"2021-09-30","쇠고기미역국(05)(16)","24.33kcal","계란조갯살찌개(01)(05)(18)","87.07kcal","두부김치국(05)","50.61kcal","","","3304.03kcal"
"2021-09-30","멸치비엔나볶음(05)(06)(10)","286.43kcal","돼지고기수육(05)(09)(10)","1088.87kcal","오이고추장무침(06)","42.74kcal","","","3304.03kcal"
"2021-09-30","감자조림(05)(06)","61.87kcal","모듬쌈(05)(06)","53.06kcal","모듬김치","14.33kcal","","","3304.03kcal"
"2021-09-30","배추김치(7~9월)","10kcal","갓김치","11.52kcal","유산균 발효유(3사교)","84.5kcal","","","3304.03kcal"
"2021-09-30","우유(백색우유(200ML,연간))(02)","122kcal","바나나(육사)","81.6kcal","","","","","3304.03kcal"
"2021-10-01","떡국(01)(05)(16)","309.42kcal","잡곡밥","366.09kcal","밥","363kcal","","","2701.80kcal"
"2021-10-01","밥1","145.2kcal","짬뽕수제비국(05)(06)(10)(17)","100.27kcal","중화식계란탕(01)(05)(06)(10)","89.6kcal","","","2701.80kcal"
"2021-10-01","햄감자볶음(05)(06)(10)","196.13kcal","오리훈제야채볶음(01)","289.25kcal","돈육굴소스양배추볶음","65.09kcal","","","2701.80kcal"
"2021-10-01","오징어채야채무침(05)(06)(17)","89.1kcal","부추겉절이(05)(06)","23.65kcal","콩나물매운잡채(05)(06)(10)","231.66kcal","","","2701.80kcal"
"2021-10-01","배추김치(10~11월)","11kcal","배추김치(10~11월)","11kcal","배추김치(10~11월)","11kcal","","","2701.80kcal"
"2021-10-01","우유(백색우유(200ML,연간))(02)","122kcal","사인머스켓","77.9430555kcal","바나나맛우유(02)","200.4kcal","","","2701.80kcal"
"2021-10-02","핫도그빵(01)(06)(10)(12)","698.56kcal","밀쌀밥","363.64kcal","밥","363kcal","","","2793.65kcal"
"2021-10-02","시리얼","152.8kcal","김치찌개(05)(10)","193.69kcal","감자돈육짜글이(05)(06)(10)","161.92kcal","","","2793.65kcal"
"2021-10-02","토마토슬라이스(12)","7.13kcal","쇠고기야채볶음(05)(06)(16)","198.6kcal","버섯야채볶음(05)(06)","96.08kcal","","","2793.65kcal"
"2021-10-02","우유(백색우유(200ML,연간))(02)","122kcal","오이양파무침(05)(06)","39.66kcal","조미김","0kcal","","","2793.65kcal"
"2021-10-02","","","깍두기(임가공)","28.75kcal","두부조림(05)(06)","122.82kcal","","","2793.65kcal"
"2021-10-02","","","아이스크림 팩형(02)","234kcal","배추김치(10~11월)","11kcal","","","2793.65kcal"
"2021-10-03","밥","363kcal","밥","363kcal","현미밥","384.78kcal","","","2945.38kcal"
"2021-10-03","버섯감자찌개(05)(06)","60.74kcal","쇠고기미역국(05)(16)","23.7kcal","조갯살두부국(05)","33kcal","","","2945.38kcal"
"2021-10-03","(통)마늘김치두루치기(05)(06)(10)","270.36kcal","비엔나생선묵볶음(05)(06)(10)","194.6kcal","돈육야채볶음(05)(06)(10)","296.2kcal","","","2945.38kcal"
"2021-10-03","미나리콩나물무침(05)","38.3kcal","계란찜(01)(09)","87.9kcal","양배추쌈(05)(06)","74.05kcal","","","2945.38kcal"
"2021-09-03","우유(백색우유(200ML,연간))(02)","122kcal","아이스 망고바","126kcal","깍두기(완제품)(09)","15.2kcal","","","2626.88kcal"
"2021-09-03","","","","","사과 주스(200㎖/팩)","46kcal","","","2626.88kcal"
"2021-09-04","핫도그빵(01)(06)(10)(12)","702.8kcal","삼겹살덮밥(01)(05)(06)(10)","1009.33kcal","밥","363kcal","","","3271.68kcal"
"2021-09-04","시리얼","156kcal","감자호박국(05)","39.57kcal","햄소시지찌개(05)(06)(10)","159.86kcal","","","3271.68kcal"
"2021-09-04","우유(백색우유(200ML,연간))(02)","122kcal","가지굴소스볶음(05)(06)","65.25kcal","궁중떡볶이(05)(06)(16)","262.08kcal","","","3271.68kcal"
"2021-09-04","","","열무김치","12.8kcal","고등어순살조림(05)(06)(07)","142.9kcal","","","3271.68kcal"
"2021-09-04","","","복숭아 주스(180㎖/병)","188kcal","배추김치(7~9월)","10kcal","","","3271.68kcal"
"2021-09-04","","","","","포도,신선형(포도(811월))","38.088kcal","","","3271.68kcal"
"2021-09-05","밥","363kcal","밥","363kcal","밀쌀밥","363.64kcal","","","2851.34kcal"
"2021-09-05","쇠고기미역국(05)(16)","24.33kcal","버섯감자찌개(05)(06)","63.26kcal","순두부국(01)(05)(16)","73.54kcal","","","2851.34kcal"
"2021-09-05","비엔나소시지야채볶음(05)(06)(10)(12)","282.58kcal","청양풍닭볶음(05)(06)(15)","204.75kcal","삼겹살고추장볶음(05)(06)(10)","507.78kcal","","","2851.34kcal"
"2021-09-05","멸치깻잎조림(05)(06)","38.98kcal","계란장조림(01)(05)(06)(16)","109.99kcal","양배추쌈(05)(06)","67.69kcal","","","2851.34kcal"
"2021-09-05","열무김치","12.8kcal","배추김치(7~9월)","10kcal","배추김치(7~9월)","10kcal","","","2851.34kcal"
"2021-09-05","우유(백색우유(200ML,연간))(02)","122kcal","아이스크림 팩형(02)","234kcal","","","","","2851.34kcal"
"2021-09-06","밥","363kcal","잡곡밥","380.61kcal","밥","363kcal","","","3069.63kcal"
"2021-09-06","어묵김칫국(05)(06)","45.63kcal","쇠고기호박찌개(05)(06)(16)","55.27kcal","돼지고기감자버섯찌개(05)(06)(10)","159.19kcal","","","3069.63kcal"
"2021-09-06","쇠고기야채볶음(05)(06)(16)","196.47kcal","피망잡채(05)(06)(10)","211.07kcal","양념치킨(05)(06)(15)","793.99kcal","","","3069.63kcal"
"2021-09-06","오징어젓무침(17)","39.41kcal","조미김","0kcal","오이풋고추된장무침(05)","47.22kcal","","","3069.63kcal"
"2021-09-06","깍두기(완제품)(09)","15.2kcal","감자매운조림(05)(06)","74.26kcal","열무김치","12.8kcal","","","3069.63kcal"
"2021-09-06","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(7~9월)","10kcal","포도 주스(180㎖/캔)","84.51kcal","","","3069.63kcal"
"2021-09-06","","","농후 발효유(02)","96kcal","","","","","3069.63kcal"
