날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"2021-10-26","쇠고기버섯볶음(05)(06)(16)","183.86kcal","돼지갈비찜","47.85kcal","돈가스(06)(10)","506.88kcal","","","2628.09kcal"
"2021-10-26","오징어젓무침(17)","36.55kcal","오이부추무침(05)(06)","27.44kcal","감자샐러드(01)","100.82kcal","","","2628.09kcal"
"2021-10-26","배추김치(10~11월)","25.74kcal","배추김치(10~11월)","25.74kcal","배추김치(10~11월)","25.74kcal","","","2628.09kcal"
"2021-10-26","우유(백색우유(200ML,연간))(02)","122kcal","배(신고)","51.045kcal","워터젤리","176.4kcal","","","2628.09kcal"
"2021-10-27","밥","363kcal","밥","363kcal","밥","363kcal","","","2854.37kcal"
"2021-10-27","감자계란국(01)(05)","61.09kcal","닭볶음탕(05)(06)(15)","173.06kcal","무국(05)(16)","43.09kcal","","","2854.37kcal"
"2021-10-27","버섯야채볶음(05)(06)","50.31kcal","잡채(05)(06)(10)","186.6kcal","간장 돼지불고기(05)(06)(10)","341.98kcal","","","2854.37kcal"
"2021-10-27","돼지고기김치볶음(10)","210.07kcal","전어순살튀김(06)(12)","53.78kcal","새우살야채튀김(01)(05)(06)(09)(12)","382.96kcal","","","2854.37kcal"
"2021-10-27","깍두기(임가공)","28.95kcal","배추김치(10~11월)","25.74kcal","맛김","0kcal","","","2854.37kcal"
"2021-10-27","","","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(10~11월)","25.74kcal","","","2854.37kcal"
"2021-10-27","","","","","주스,카프리썬 사과(200ml,파우치)","60kcal","","","2854.37kcal"
"2021-10-28","핫도그빵(01)(06)(10)(12)","643.61kcal","밥","363kcal","카레밥(06)(10)","613.8kcal","","","3137.66kcal"
"2021-10-28","콘푸로스트","155.99kcal","오리불고기(05)(06)","275.35kcal","생선묵찌개(05)(06)","81.2kcal","","","3137.66kcal"
"2021-10-28","가공우유(바나나)(02)","167kcal","파겉절이(05)(06)","28.43kcal","매콤깐풍기(01)(05)(06)(15)","409.05kcal","","","3137.66kcal"
"2021-10-28","우유(백색우유(200ML,연간))(02)","122kcal","모듬쌈(05)(06)","84.16kcal","무초절이","22.84kcal","","","3137.66kcal"
"2021-10-28","","","무생채","25.29kcal","배추김치(10~11월)","25.74kcal","","","3137.66kcal"
"2021-10-28","","","풋고추된장무침(05)(06)","43.46kcal","","","","","3137.66kcal"
"2021-10-28","","","배추김치(10~11월)","25.74kcal","","","","","3137.66kcal"
"2021-10-28","","","생수(500ML,후식)","0kcal","","","","","3137.66kcal"
"2021-10-28","","","단감","51kcal","","","","","3137.66kcal"
"2021-10-29","밥","363kcal","밥","363kcal","스파게티(06)(09)(12)(17)","803.83kcal","","","3069.74kcal"
"2021-10-29","오징어국(05)(17)","53.41kcal","김치찌개(05)(10)","89.87kcal","깐쇼새우(12)","452.21kcal","","","3069.74kcal"
"2021-10-29","돼지고기청경채볶음(05)(06)(10)","286.13kcal","치킨까스","193.38kcal","단무지무침","17.78kcal","","","3069.74kcal"
"2021-10-29","감자조림(05)(06)","51.42kcal","과일샐러드(01)","137.28kcal","배추김치(10~11월)","25.74kcal","","","3069.74kcal"
"2021-10-29","배추김치(10~11월)","25.74kcal","깍두기(임가공)","28.95kcal","유산균 발효 음료(02)","56kcal","","","3069.74kcal"
"2021-10-29","","","우유(백색우유(200ML,연간))(02)","122kcal","","","","","3069.74kcal"
"2021-10-30","햄치즈버거(01)(02)(06)(10)(12)","737.05kcal","잡곡밥","383.57kcal","밥","363kcal","","","4056.79kcal"
"2021-10-30","로제떡볶이(05)(06)","338.92kcal","감자양파찌개(05)(06)","63.76kcal","닭곰탕(15)","135.9kcal","","","4056.79kcal"
"2021-10-30","감자튀김(12)","565.64kcal","돼지불고기(05)(06)(10)","304.17kcal","마파두부(05)(06)(12)","184.14kcal","","","4056.79kcal"
"2021-10-30","가공우유(초코맛)(02)","126kcal","계란찜(01)(09)","93.97kcal","맛김","0kcal","","","4056.79kcal"
"2021-10-30","콘푸로스트","155.99kcal","오이무침(05)(06)","24.84kcal","콩나물무침(05)(06)","30.2kcal","","","4056.79kcal"
"2021-10-30","사과(후지)","51.156kcal","배추김치(10~11월)","25.74kcal","배추김치(10~11월)","25.74kcal","","","4056.79kcal"
"2021-10-30","우유(백색우유(200ML,연간))(02)","122kcal","즉석쌀국수(멸치맛)(06)","325kcal","","","","","4056.79kcal"
"2021-10-31","밥","363kcal","밥","363kcal","밥","363kcal","","","2531.99kcal"
"2021-10-31","사골곰탕","169.47kcal","콩나물국(05)","15.24kcal","감자국(05)","29kcal","","","2531.99kcal"
"2021-10-31","황태찜","200.93kcal","감자채볶음","61.76kcal","오삼불고기(05)(06)(10)(17)","357.79kcal","","","2531.99kcal"
"2021-10-31","생선묵맛살조림(05)(06)","77.27kcal","닭간장소스찜(05)(06)(15)","235.21kcal","무생채","25.29kcal","","","2531.99kcal"
"2021-10-31","깍두기(임가공)","28.95kcal","배추김치(10~11월)","25.74kcal","오이양파장아찌(05)(06)","28.6kcal","","","2531.99kcal"
"2021-10-31","우유(백색우유(200ML,연간))(02)","122kcal","배 주스(238㎖/캔)","40kcal","배추김치(10~11월)","25.74kcal","","","2531.99kcal"
"2021-10-31","","","","","생수(500ML,후식)","0kcal","","","2531.99kcal"
"2021-01-01","찐고구마","182.75kcal","김치찌개(05)(10)","83.59kcal","쇠고기미역국(05)(16)","41.98kcal","","","2825.80kcal"
"2021-01-01","떡만둣국(01)(05)(06)(10)(16)","577.97kcal","잡곡밥","395.53kcal","밥","364.82kcal","","","2825.80kcal"
"2021-01-01","김장김치(12~2월)","24.3kcal","쇠고기갈비찜(05)(06)","504.8kcal","애호박나물(09)","52.23kcal","","","2825.80kcal"
"2021-01-01","우유(백색우유(200ML,연간))(02)","122kcal","콩나물무침(05)(06)","36.49kcal","닭매운찜(콩나물)(05)(06)(15)","228.41kcal","","","2825.80kcal"
"2021-01-01","","","깍두기(임가공)","28.95kcal","식탁비치용 양념(06)","12.73kcal","","","2825.80kcal"
"2021-01-01","","","사과(후지)","63.945kcal","김장김치(12~2월)","24.3kcal","","","2825.80kcal"
"2021-01-01","","","","","복숭아 주스(340㎖/캔)","81kcal","","","2825.80kcal"
"2021-01-02","밥","364.82kcal","밥","364.82kcal","밥","364.82kcal","","","2547.63kcal"
"2021-01-02","무국(05)(16)","50.85kcal","닭곰탕(15)","137.92kcal","배추된장국(05)(06)(16)","52.03kcal","","","2547.63kcal"
"2021-01-02","오징어볶음(05)(06)(17)","143.28kcal","감자채볶음","66.52kcal","돼지고기고추장볶음(05)(06)(10)","358.64kcal","","","2547.63kcal"
"2021-01-02","스크램블에그(01)(12)","180.33kcal","고등어순살조림(05)(06)(07)","163kcal","맛김","5.25kcal","","","2547.63kcal"
"2021-01-02","김장김치(12~2월)","24.3kcal","김장김치(12~2월)","24.3kcal","무생채","30.16kcal","","","2547.63kcal"
"2021-01-02","우유(백색우유(200ML,연간))(02)","122kcal","감귤","57.564kcal","식탁비치용 양념(06)","12.73kcal","","","2547.63kcal"
"2021-01-02","","","","","김장김치(12~2월)","24.3kcal","","","2547.63kcal"
"2021-01-03","밥","364.82kcal","밥","364.82kcal","밥","364.82kcal","","","2517.94kcal"
"2021-01-03","콩나물김치국(05)","30.63kcal","감자양파찌개(05)(06)","73.47kcal","버섯쇠고기찌개(05)(16)","54.54kcal","","","2517.94kcal"
"2021-01-03","쇠고기버섯볶음(05)(06)(16)","144.46kcal","오리불고기(05)(06)","278.84kcal","매운소시지떡볶음(05)(06)(10)(12)","391.18kcal","","","2517.94kcal"
"2021-01-03","시금치무침(05)(06)","28.94kcal","파겉절이(05)(06)","34.6kcal","멸치깻잎조림(05)(06)","25.78kcal","","","2517.94kcal"
"2021-01-03","김장김치(12~2월)","24.3kcal","양배추쌈(05)(06)","93.41kcal","식탁비치용 양념(06)","12.73kcal","","","2517.94kcal"
"2021-01-03","우유(백색우유(200ML,연간))(02)","122kcal","김장김치(12~2월)","24.3kcal","김장김치(12~2월)","24.3kcal","","","2517.94kcal"
"2021-01-03","","","주스,카프리썬 오렌지(200ml,파우치)","60kcal","","","","","2517.94kcal"
"2021-01-04","밥","364.82kcal","밥","364.82kcal","김치볶음밥(05)(06)(10)","576.61kcal","","","3290.37kcal"
"2021-01-04","미역국(05)","19.61kcal","쇠고기육개장(01)(05)(16)","82.85kcal","감자계란국(01)(05)","64.91kcal","","","3290.37kcal"
"2021-01-04","비엔나소시지케찹조림(05)(06)(10)(12)","289.28kcal","돈가스(06)(10)","534.51kcal","양파닭(06)(15)","257.38kcal","","","3290.37kcal"
"2021-01-04","오징어채무침(01)(06)(17)","109.39kcal","감자샐러드(01)","117.95kcal","파닭(파채닭튀김)(06)(15)","265.79kcal","","","3290.37kcal"
"2021-10-12","밥","363kcal","잡곡밥","383.57kcal","밥","363kcal","","","3123.66kcal"
"2021-10-12","감자국(05)","29kcal","두부된장찌개(05)(06)","58.23kcal","김치찌개(05)(10)","89.87kcal","","","3123.66kcal"
"2021-10-12","쇠고기버섯볶음(05)(06)(16)","183.86kcal","간장 돼지불고기(05)(06)(10)","341.98kcal","돈가스(06)(10)","506.88kcal","","","3123.66kcal"
"2021-10-12","시금치무침(05)(06)","22.59kcal","야채튀김(01)(05)(06)(12)","387.97kcal","과일샐러드(01)","137.28kcal","","","3123.66kcal"
"2021-10-12","배추김치(10~11월)","25.74kcal","배추김치(10~11월)","25.74kcal","깍두기(임가공)","28.95kcal","","","3123.66kcal"
"2021-10-12","우유(백색우유(200ML,연간))(02)","122kcal","","","메론(봄, 가을)","54kcal","","","3123.66kcal"
"2021-10-13","밥","363kcal","찰보리비빔밥(01)(05)(06)","621.51kcal","밥","363kcal","","","3138.46kcal"
"2021-10-13","콩나물무채국(05)","18.21kcal","청국장(05)(06)(16)","96.52kcal","느타리버섯국(01)(05)(16)","46.43kcal","","","3138.46kcal"
"2021-10-13","돼지고기김치볶음(10)","210.07kcal","고등어순살튀김(05)(06)(07)","348.92kcal","청양풍닭볶음(05)(06)(15)","153.6kcal","","","3138.46kcal"
"2021-10-13","감자조림(05)(06)","51.42kcal","무나물(05)(06)","41.83kcal","고구마맛탕(05)(06)","439.52kcal","","","3138.46kcal"
"2021-10-13","깍두기(임가공)","28.95kcal","배추김치(10~11월)","25.74kcal","배추김치(10~11월)","25.74kcal","","","3138.46kcal"
"2021-10-13","유산균 발효 음료(02)","56kcal","우유(백색우유(200ML,연간))(02)","122kcal","과일푸딩","126kcal","","","3138.46kcal"
"2021-10-14","핫도그빵(01)(06)(10)(12)","643.61kcal","밥","363kcal","현미밥","437.78kcal","","","3008.71kcal"
"2021-10-14","콘푸로스트","155.99kcal","얼큰황태채국(01)(05)","33.6kcal","돼지불고기(05)(06)(10)","304.17kcal","","","3008.71kcal"
"2021-10-14","우유(백색우유(200ML,연간))(02)","244kcal","갈치순살튀김(05)(06)","305.25kcal","풋고추된장무침(05)(06)","43.46kcal","","","3008.71kcal"
"2021-10-14","","","닭간장소스찜(05)(06)(15)","235.21kcal","파겉절이(05)(06)","28.43kcal","","","3008.71kcal"
"2021-10-14","","","배추김치(10~11월)","25.74kcal","무생채","25.29kcal","","","3008.71kcal"
"2021-10-14","","","사인머스켓","67.5kcal","모듬쌈(05)(06)","84.16kcal","","","3008.71kcal"
"2021-10-14","","","","","갓김치","11.52kcal","","","3008.71kcal"
"2021-10-14","","","","","생수(500ML,후식)","0kcal","","","3008.71kcal"
"2021-10-15","밥","363kcal","잡곡밥","383.57kcal","자장밥(05)(06)(10)","778.8kcal","","","3377.97kcal"
"2021-10-15","오징어국(05)(17)","53.41kcal","감자탕(김치)(05)(06)(10)","363.72kcal","감자계란국(01)(05)","61.09kcal","","","3377.97kcal"
"2021-10-15","애호박나물(09)","36.36kcal","버섯강정(06)(12)","283.84kcal","탕수육(05)(06)(10)(12)","418.67kcal","","","3377.97kcal"
"2021-10-15","두부김치(05)(06)(10)","351.72kcal","맛김","0kcal","배추김치(10~11월)","25.74kcal","","","3377.97kcal"
"2021-10-15","깍두기(임가공)","28.95kcal","콩나물무침(05)(06)","30.2kcal","","","","","3377.97kcal"
"2021-10-15","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(10~11월)","25.74kcal","","","","","3377.97kcal"
"2021-10-15","","","사과(후지)","51.156kcal","","","","","3377.97kcal"
"2021-10-16","햄치즈에그버거(01)(02)(06)(10)(12)","742.25kcal","밥","363kcal","밥","363kcal","","","3825.37kcal"
"2021-10-16","깐풍떡볶이(05)(06)","291.32kcal","감자양파찌개(05)(06)","63.76kcal","콩나물국(05)","15.24kcal","","","3825.37kcal"
"2021-10-16","감자튀김(12)","565.64kcal","돼지고기고추장볶음(05)(06)(10)","343.97kcal","닭갈비(05)(06)(15)","237.05kcal","","","3825.37kcal"
"2021-10-16","가공우유(딸기)(02)","116kcal","오이무침(05)(06)","24.84kcal","꽈리고추멸치볶음(05)(06)","69.78kcal","","","3825.37kcal"
"2021-10-16","콘푸로스트","155.99kcal","배추김치(10~11월)","25.74kcal","배추김치(10~11월)","25.74kcal","","","3825.37kcal"
"2021-10-16","배(신고)","51.045kcal","","","건빵(야채맛)","249kcal","","","3825.37kcal"
"2021-10-16","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3825.37kcal"
"2021-10-17","밥","363kcal","밥","363kcal","밥","363kcal","","","2433.70kcal"
"2021-10-17","소시지찌개(05)(10)","195.34kcal","닭고기육개장(05)(15)","146.43kcal","호박고추장찌개(05)(06)(09)(10)","102.73kcal","","","2433.70kcal"
"2021-10-17","버섯야채볶음(05)(06)","50.31kcal","잡채(05)(06)(10)","186.6kcal","돼지고기김치볶음(10)","210.07kcal","","","2433.70kcal"
"2021-10-17","호박쇠고기볶음(05)(06)(16)","72.82kcal","감자채볶음","61.76kcal","콩나물무침(05)(06)","30.2kcal","","","2433.70kcal"
"2021-10-17","깍두기(임가공)","28.95kcal","배추김치(10~11월)","25.74kcal","깍두기(임가공)","28.95kcal","","","2433.70kcal"
"2021-10-17","우유(백색우유(200ML,연간))(02)","122kcal","","","주스,사과(180ml/캔)","82.8kcal","","","2433.70kcal"
"2021-10-18","밥","363kcal","잡곡밥","383.57kcal","깐풍버섯덮밥(05)(06)","469.94kcal","","","2660.45kcal"
"2021-10-18","패주미역국(05)(18)","42.86kcal","무국(05)(16)","43.09kcal","생선묵찌개(05)(06)","81.2kcal","","","2660.45kcal"
"2021-10-18","생선묵맛살조림(05)(06)","77.27kcal","오삼불고기(05)(06)(10)(17)","357.79kcal","유림기(05)(06)(15)","394.05kcal","","","2660.45kcal"
"2021-10-18","스크램블에그(01)(12)","160.83kcal","깻잎조림(05)(06)","25.79kcal","무초절이","22.84kcal","","","2660.45kcal"
"2021-10-18","배추김치(10~11월)","25.74kcal","배추김치(10~11월)","25.74kcal","배추김치(10~11월)","25.74kcal","","","2660.45kcal"
"2021-10-18","우유(백색우유(200ML,연간))(02)","122kcal","주스,오렌지(180ml/캔)","39kcal","","","","","2660.45kcal"
"2021-10-19","오징어덮밥(05)(06)(17)","501.24kcal","밥","363kcal","밥","363kcal","","","3241.95kcal"
"2021-10-19","팽이버섯계란국(01)(05)","67.91kcal","짬뽕찌개(05)(06)(10)(17)(18)","76.37kcal","두부된장찌개(05)(06)","58.23kcal","","","3241.95kcal"
"2021-10-19","비엔나소시지케찹조림(05)(06)(10)(12)","279.15kcal","닭강정(완제품)(01)(05)(06)(12)(15)","916.22kcal","한우불고기(05)(06)(16)","242.06kcal","","","3241.95kcal"
"2021-10-19","배추김치(10~11월)","25.74kcal","맛김","0kcal","맛김","0kcal","","","3241.95kcal"
"2021-10-19","우유(백색우유(200ML,연간))(02)","122kcal","계란찜(01)(09)","93.97kcal","우엉채조림(05)(06)","78.37kcal","","","3241.95kcal"
"2021-10-19","","","깍두기(임가공)","28.95kcal","배추김치(10~11월)","25.74kcal","","","3241.95kcal"
"2021-10-19","","","생수(500ML,후식)","0kcal","","","","","3241.95kcal"
"2021-10-20","밥","363kcal","흑미밥","392.03kcal","밥","363kcal","","","2808.15kcal"
"2021-10-20","느타리버섯국(01)(05)(16)","46.43kcal","부대찌개(05)(10)","178.93kcal","미역국(05)","18.07kcal","","","2808.15kcal"
"2021-10-20","닭고기단호박조림(05)(06)(15)","207.57kcal","삼치순살튀김(05)(06)","294.4kcal","볶음김치","70.44kcal","","","2808.15kcal"
"2021-10-20","시금치무침(05)(06)","22.59kcal","꽈리고추찜(05)(06)","13.42kcal","치킨너겟(01)(06)(12)(15)","553.56kcal","","","2808.15kcal"
"2021-10-20","배추김치(10~11월)","25.74kcal","갓김치","11.52kcal","참치샐러드(01)","99.45kcal","","","2808.15kcal"
"2021-10-20","","","우유(백색우유(200ML,연간))(02)","122kcal","레몬에이드","26kcal","","","2808.15kcal"
"2021-10-21","밥","363kcal","치킨마요덮밥(01)(06)(15)","960.85kcal","쫄면(01)(05)(06)","853.22kcal","","","3546.31kcal"
"2021-10-21","쇠고기감자국(05)(16)","48.58kcal","생선묵국(05)(06)","61.66kcal","만두튀김(01)(05)(06)(10)","506.06kcal","","","3546.31kcal"
"2021-10-21","돈육굴소스양배추볶음(10)","271.66kcal","골뱅이무침(06)","177.2kcal","단무지무침","17.78kcal","","","3546.31kcal"
"2021-10-21","콩나물무침(05)(06)","30.2kcal","배추김치(10~11월)","25.74kcal","백김치","15.12kcal","","","3546.31kcal"
"2021-10-21","배추김치(10~11월)","25.74kcal","사인머스켓","67.5kcal","","","","","3546.31kcal"
"2021-10-21","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3546.31kcal"
"2021-10-22","밥","363kcal","잡곡밥","383.57kcal","밥","363kcal","","","2839.96kcal"
"2021-10-22","콩나물무채국(05)","18.21kcal","감자양파찌개(05)(06)","63.76kcal","닭곰탕(15)","135.9kcal","","","2839.96kcal"
"2021-10-22","소시지야채볶음(05)(06)(10)(12)","205.92kcal","돼지불고기(05)(06)(10)","304.17kcal","코다리강정(06)(12)","353.83kcal","","","2839.96kcal"
"2021-10-22","애호박나물(09)","36.36kcal","오징어튀김(05)(06)","318.6kcal","감자조림(05)(06)","51.42kcal","","","2839.96kcal"
"2021-10-22","김자반","43kcal","배추김치(10~11월)","25.74kcal","배추김치(10~11월)","25.74kcal","","","2839.96kcal"
"2021-10-22","배추김치(10~11월)","25.74kcal","우유(백색우유(200ML,연간))(02)","122kcal","","","","","2839.96kcal"
"2021-10-22","매일두유 초콜릿 190ml","","","","","","","","2839.96kcal"
"2021-10-23","불고기버거(01)(06)(10)(12)","646.99kcal","찰보리비빔밥(01)(05)(06)","621.51kcal","통새우볶음밥(01)","825.34kcal","","","3670.66kcal"
"2021-10-23","고구마맛탕(05)(06)","439.52kcal","황태채국(01)(05)","27.77kcal","김치찌개(05)(10)","89.87kcal","","","3670.66kcal"
"2021-10-23","콘푸로스트","155.99kcal","가지굴소스볶음(05)(06)","49.13kcal","깻잎조림(05)(06)","25.79kcal","","","3670.66kcal"
"2021-10-23","탄산음료","117.5kcal","무나물(05)(06)","41.83kcal","낙지젓","40.12kcal","","","3670.66kcal"
"2021-10-23","거봉포도","47.61kcal","배추김치(10~11월)","25.74kcal","깍두기(임가공)","28.95kcal","","","3670.66kcal"
"2021-10-23","우유(백색우유(200ML,연간))(02)","122kcal","라면(즉석 컵)(06)","365kcal","","","","","3670.66kcal"
"2021-10-24","떡만둣국(01)(05)(06)(10)","503.78kcal","밥","363kcal","밥","363kcal","","","2428.07kcal"
"2021-09-29","","","우유(백색우유(200ML,연간))(02)","122kcal","","","","","2355.20kcal"
"2021-09-30","밥","363kcal","잡곡밥","379.52kcal","핫도그빵(01)(06)(10)(12)","633.77kcal","","","2457.31kcal"
"2021-09-30","콩나물국(05)","15.24kcal","돼지불고기(05)(06)(10)","304.68kcal","가공우유(바나나)(02)","167kcal","","","2457.31kcal"
"2021-09-30","감자채볶음","74.51kcal","파겉절이(05)(06)","28.43kcal","콘푸로스트","103.55kcal","","","2457.31kcal"
"2021-09-30","호박쇠고기볶음(05)(06)(16)","83.53kcal","무생채","22.49kcal","사인머스켓","67.5kcal","","","2457.31kcal"
"2021-09-30","맛김","0kcal","모듬쌈(05)(06)","67.77kcal","우유(백색우유(200ML,연간))(02)","122kcal","","","2457.31kcal"
"2021-09-30","열무김치","12.8kcal","갓김치","11.52kcal","","","","","2457.31kcal"
"2021-09-30","","","생수(500ML,후식)","0kcal","","","","","2457.31kcal"
"2021-10-01","밥","363kcal","밥","363kcal","밥","363kcal","","","2197.86kcal"
"2021-10-01","쇠고기미역국(05)(16)","38.38kcal","김치찌개(05)(10)","89.87kcal","감자양파찌개(05)(06)","63.76kcal","","","2197.86kcal"
"2021-10-01","오징어볶음(05)(06)(17)","139.04kcal","콩나물닭볶음(05)(06)(15)","193.8kcal","쇠고기불고기(05)(06)(16)","105.49kcal","","","2197.86kcal"
"2021-10-01","스크램블에그(01)(12)","160.83kcal","감자조림(05)(06)","51.42kcal","맛김","0kcal","","","2197.86kcal"
"2021-10-01","배추김치(10~11월)","25.74kcal","깍두기(임가공)","28.95kcal","오이무침(05)(06)","24.84kcal","","","2197.86kcal"
"2021-10-01","우유(백색우유(200ML,연간))(02)","122kcal","주스,오렌지(180ml/캔)","39kcal","배추김치(10~11월)","25.74kcal","","","2197.86kcal"
"2021-10-02","햄치즈버거(01)(02)(06)(10)(12)","737.05kcal","밥","363kcal","밥","363kcal","","","2894.65kcal"
"2021-10-02","콘푸로스트","155.99kcal","시금치된장국(05)(06)","34.06kcal","무국(05)(16)","43.09kcal","","","2894.65kcal"
"2021-10-02","우유(백색우유(200ML,연간))(02)","244kcal","돼지고기고추장볶음(05)(06)(10)","343.97kcal","두부김치(05)(06)(10)","351.72kcal","","","2894.65kcal"
"2021-10-02","","","무생채","25.29kcal","맛김","0kcal","","","2894.65kcal"
"2021-10-02","","","모듬야채(05)(06)","81.39kcal","콩나물무침(05)(06)","30.2kcal","","","2894.65kcal"
"2021-10-02","","","배추김치(10~11월)","25.74kcal","깍두기(임가공)","28.95kcal","","","2894.65kcal"
"2021-10-02","","","바나나","67.2kcal","","","","","2894.65kcal"
"2021-10-03","밥","363kcal","잡곡밥","383.57kcal","밥","363kcal","","","2519.42kcal"
"2021-10-03","콩나물무채국(05)","18.21kcal","닭볶음탕(05)(06)(15)","173.06kcal","호박고추장찌개(05)(06)(09)(10)","102.73kcal","","","2519.42kcal"
"2021-10-03","쇠고기버섯볶음(05)(06)(16)","183.86kcal","잡채(05)(06)(10)","186.6kcal","돼지고기김치볶음(10)","210.07kcal","","","2519.42kcal"
"2021-10-03","두부조림(05)(06)","96.16kcal","계란찜(01)(09)","93.97kcal","감자채볶음","61.76kcal","","","2519.42kcal"
"2021-10-03","배추김치(10~11월)","25.74kcal","배추김치(10~11월)","25.74kcal","깍두기(임가공)","28.95kcal","","","2519.42kcal"
"2021-10-03","우유(백색우유(200ML,연간))(02)","122kcal","복숭아 주스(340㎖/캔)","81kcal","","","","","2519.42kcal"
"2021-10-04","밥","363kcal","제육덮밥(05)(06)(10)","631.75kcal","밥","363kcal","","","2527.44kcal"
"2021-10-04","팽이버섯계란국(01)(05)","67.91kcal","미역국(05)","18.07kcal","생선묵국(05)(06)","61.66kcal","","","2527.44kcal"
"2021-10-04","애호박나물(09)","36.36kcal","오징어야채무침(05)(06)(17)","148.48kcal","닭갈비(05)(06)(15)","237.05kcal","","","2527.44kcal"
"2021-10-04","비엔나소시지케찹조림(05)(06)(10)(12)","279.15kcal","배추김치(10~11월)","25.74kcal","깻잎조림(05)(06)","25.79kcal","","","2527.44kcal"
"2021-10-04","배추김치(10~11월)","25.74kcal","","","배추김치(10~11월)","25.74kcal","","","2527.44kcal"
"2021-10-04","우유(백색우유(200ML,연간))(02)","122kcal","","","농후 발효유(02)","96kcal","","","2527.44kcal"
"2021-10-05","밥","363kcal","마파가지덮밥(05)(06)","478.55kcal","밥","363kcal","","","2944.87kcal"
"2021-10-05","오징어국(05)(17)","53.41kcal","쇠고기육개장(01)(05)(16)","78.75kcal","김치찌개(05)(10)","89.87kcal","","","2944.87kcal"
"2021-10-05","돈육굴소스양배추볶음(10)","271.66kcal","바다장어순살강정(05)(06)(12)","372.23kcal","생선가스(01)(06)","498.4kcal","","","2944.87kcal"
"2021-10-05","시금치무침(05)(06)","22.59kcal","꽈리고추찜(05)(06)","13.42kcal","단호박샐러드(01)","83.56kcal","","","2944.87kcal"
"2021-10-05","배추김치(10~11월)","25.74kcal","배추김치(10~11월)","25.74kcal","깍두기(임가공)","28.95kcal","","","2944.87kcal"
"2021-10-05","우유(백색우유(200ML,연간))(02)","122kcal","메론(봄, 가을)","54kcal","생수(500ML,후식)","0kcal","","","2944.87kcal"
"2021-10-06","밥","363kcal","햄야채볶음밥(09)(10)","510.06kcal","잡곡밥","383.57kcal","","","3101.50kcal"
"2021-10-06","쇠고기감자국(05)(16)","48.58kcal","해물짬뽕찌개(05)(06)(09)(17)(18)","64.86kcal","배추된장국(05)(06)","29.91kcal","","","3101.50kcal"
"2021-10-06","꽈리고추멸치볶음(05)(06)","69.78kcal","떡볶이(01)(05)(06)","413.51kcal","야채삼겹살볶음(05)(06)(10)","435.55kcal","","","3101.50kcal"
"2021-10-06","생선묵볶음(05)(06)","101.43kcal","데리야끼갈릭치킨(01)(05)(06)(15)","402.89kcal","오이무침(05)(06)","24.84kcal","","","3101.50kcal"
"2021-10-06","배추김치(10~11월)","25.74kcal","배추김치(10~11월)","25.74kcal","파김치","21.24kcal","","","3101.50kcal"
