날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"2021-09-28","우유(백색우유(200ML,연간))(02)","122kcal","농후 발효유(02)","96kcal","즉석쌀국수(멸치맛)(06)","325kcal","","","3359.25kcal"
"2021-09-28","","","배 주스(238㎖/캔)","40kcal","사과 주스(200㎖/팩)","46kcal","","","3359.25kcal"
"2021-09-29","밥","363kcal","밥","363kcal","잡곡밥","355.36kcal","","","3606.12kcal"
"2021-09-29","쇠고기미역국(05)(16)","27.93kcal","해물순두부찌개(01)(05)(09)(17)(18)","119.29kcal","콩나물김치국(05)","24.84kcal","","","3606.12kcal"
"2021-09-29","비엔나소시지케찹볶음(10)(12)","308.38kcal","소양념갈비찜","751.08kcal","오징어볶음(05)(06)(17)","186.6kcal","","","3606.12kcal"
"2021-09-29","두부양념장(05)(06)","88.05kcal","브로콜리/초고추장(06)","56.13kcal","북경식탕수육 (05)(06)(10)","502.83kcal","","","3606.12kcal"
"2021-09-29","배추김치(7~9월)","9.25kcal","갓김치","11.52kcal","백김치","15.12kcal","","","3606.12kcal"
"2021-09-29","우유(백색우유(200ML,연간))(02)","122kcal","아이스크림 콘,완제품(02)","270kcal","포도,신선형(포도(811월))","31.74kcal","","","3606.12kcal"
"2021-09-30","밥","363kcal","밀쌀밥","363.55kcal","햄치즈버거(02)(06)(10)","567.92kcal","","","4291.96kcal"
"2021-09-30","생선묵국(05)(06)","63.13kcal","황태채국(01)(05)","40.76kcal","감자튀김(12)","511.66kcal","","","4291.96kcal"
"2021-09-30","오징어채볶음(01)(05)(06)(17)","133.44kcal","돼지고기수육(05)(09)(10)","1022.81kcal","야채샐러드(햄버거용)(01)(12)","83.98kcal","","","4291.96kcal"
"2021-09-30","닭고기감자조림(05)(06)(15)","273.63kcal","모듬쌈(05)(06)","37.97kcal","시리얼","152.8kcal","","","4291.96kcal"
"2021-09-30","열무김치","12.8kcal","배추김치(7~9월)","9.25kcal","감귤 주스(180㎖/병)","180kcal","","","4291.96kcal"
"2021-09-30","주스,청포도(190ml/팩)","84.51kcal","사과 주스(200㎖/팩)","46kcal","우유(백색우유(200ML,연간))(02)","122kcal","","","4291.96kcal"
"2021-09-30","두유(300ML)","210kcal","대추방울토마토(비생산기)(12)","12.75kcal","","","","","4291.96kcal"
"2021-09-03","쇠고기버섯볶음(05)(06)(16)","143.65kcal","돼지불고기(05)(06)(10)","505.89kcal","양념치킨(05)(06)(15)","977.72kcal","","","3336.11kcal"
"2021-09-03","두부조림(05)(06)","84.17kcal","모듬쌈(05)(06)","37.97kcal","오이풋고추된장무침(05)","44.69kcal","","","3336.11kcal"
"2021-09-03","배추김치(7~9월)","9.25kcal","배추김치(7~9월)","9.25kcal","깍두기(완제품)(09)","15.2kcal","","","3336.11kcal"
"2021-09-03","우유(백색우유(200ML,연간))(02)","122kcal","복숭아 주스(340㎖/캔)","81kcal","주스,청포도(190ml/팩)","84.51kcal","","","3336.11kcal"
"2021-09-03","","","","","대추방울토마토(비생산기)(12)","12.75kcal","","","3336.11kcal"
"2021-09-04","현미밥","370.26kcal","핫도그빵(01)(06)(10)","587.31kcal","밥","363kcal","","","2762.56kcal"
"2021-09-04","순두부국(01)(05)(09)(16)(18)","103.02kcal","야채샐러드(햄버거용)(01)(12)","83.98kcal","짬뽕찌개(굴)(05)(09)(17)","78.05kcal","","","2762.56kcal"
"2021-09-04","돈육호박볶음(05)(06)(09)(10)","188.83kcal","시리얼","152.8kcal","궁중떡볶이(05)(06)(16)","304.17kcal","","","2762.56kcal"
"2021-09-04","오이양파무침(05)(06)","33.84kcal","탄산음료","117.5kcal","고등어순살조림(05)(06)(07)","148.49kcal","","","2762.56kcal"
"2021-09-04","배추김치(7~9월)","9.25kcal","우유(백색우유(200ML,연간))(02)","122kcal","열무김치","12.8kcal","","","2762.56kcal"
"2021-09-04","사과 주스(200㎖/팩)","46kcal","","","거봉포도","41.262kcal","","","2762.56kcal"
"2021-09-05","제육덮밥(05)(06)(10)","739.81kcal","밥","363kcal","밀쌀밥","363.55kcal","","","2655.45kcal"
"2021-09-05","김치볶음","61.07kcal","쇠고기미역국(05)(16)","27.93kcal","돼지고기김치찌개(10)","89.08kcal","","","2655.45kcal"
"2021-09-05","조미김","0kcal","비엔나소시지케찹볶음(10)(12)","308.38kcal","청양풍닭볶음(05)(06)(15)","274.92kcal","","","2655.45kcal"
"2021-09-05","무생채(09)","22.94kcal","콩나물무침(05)(06)","32.16kcal","두부양념장(05)(06)","88.05kcal","","","2655.45kcal"
"2021-09-05","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(7~9월)","9.25kcal","열무김치","12.8kcal","","","2655.45kcal"
"2021-09-05","","","주스,청포도(190ml/팩)","84.51kcal","유산균 발효 음료(02)","56kcal","","","2655.45kcal"
"2021-09-06","밥","363kcal","잡곡밥","355.36kcal","돈육김치덮밥(10)","556.68kcal","","","2727.73kcal"
"2021-09-06","버섯감자찌개(05)(06)","63.44kcal","해물순두부찌개(01)(05)(09)(17)(18)","119.29kcal","두부고추장찌개(05)(06)(16)","104.01kcal","","","2727.73kcal"
"2021-09-06","오징어볶음(05)(06)(17)","186.6kcal","쇠고기불고기(05)(06)(16)","277.88kcal","계란장조림(01)(05)(06)(16)","123.77kcal","","","2727.73kcal"
"2021-09-06","닭순살샐러드(15)","90.9kcal","양배추쌈(05)(06)","73.5kcal","열무김치","12.8kcal","","","2727.73kcal"
"2021-09-06","배추김치(7~9월)","9.25kcal","배추김치(7~9월)","9.25kcal","망고 주스(180㎖/캔)","26kcal","","","2727.73kcal"
"2021-09-06","우유(백색우유(200ML,연간))(02)","122kcal","아이스크림 팩형(02)","234kcal","","","","","2727.73kcal"
"2021-09-07","깐풍버섯덮밥(05)(06)(16)","505.32kcal","찹쌀밥","380.75kcal","밥","363kcal","","","3526.85kcal"
"2021-09-07","쇠고기무국(05)(16)","91.11kcal","삼계탕(15)","866.7kcal","감자돈육짜글이(05)(06)(10)","142.26kcal","","","3526.85kcal"
"2021-09-07","오이고추장무침(06)","32.81kcal","부추겉절이(05)(06)","29.14kcal","오징어튀김&칠리소스(06)(12)","627.68kcal","","","3526.85kcal"
"2021-09-07","배추김치(7~9월)","9.25kcal","오이풋고추된장무침(05)","44.69kcal","계란찜(01)(09)","87.34kcal","","","3526.85kcal"
"2021-09-07","우유(백색우유(200ML,연간))(02)","122kcal","깍두기(완제품)(09)","15.2kcal","조미김","0kcal","","","3526.85kcal"
"2021-09-07","","","사과 주스(200㎖/팩)","46kcal","배추김치(7~9월)","9.25kcal","","","3526.85kcal"
"2021-09-07","","","","","사과(홍로)","69.8380224kcal","","","3526.85kcal"
"2021-09-07","","","","","주스,청포도(190ml/팩)","84.51kcal","","","3526.85kcal"
"2021-09-08","밥","363kcal","콩나물밥(05)(06)(16)","427.03kcal","잡곡밥","355.36kcal","","","3279.85kcal"
"2021-09-08","패주미역국(05)(18)","32.98kcal","쇠고기육개장(05)(16)","80.55kcal","비엔나소시지김치찌개(10)","119.05kcal","","","3279.85kcal"
"2021-09-08","멸치볶음","111.4kcal","조미김","0kcal","돼지고기꽈리고추볶음(05)(06)(10)","337.11kcal","","","3279.85kcal"
"2021-09-08","멕시칸샐러드(01)(10)","123.55kcal","닭고기야채조림(05)(06)(15)","241.79kcal","조기튀김(06)","459.88kcal","","","3279.85kcal"
"2021-09-08","배추김치(7~9월)","9.25kcal","배추김치(7~9월)","9.25kcal","배추김치(7~9월)","9.25kcal","","","3279.85kcal"
"2021-09-08","우유(백색우유(200ML,연간))(02)","122kcal","워터젤리","176.4kcal","우유(백색우유(200ML,연간))(02)","122kcal","","","3279.85kcal"
"2021-09-08","","","","","감귤 주스(180㎖/병)","180kcal","","","3279.85kcal"
"2021-09-09","밥","363kcal","밥","363kcal","찰보리밥","360.65kcal","","","3003.19kcal"
"2021-09-09","건새우애호박찌개(05)(06)(09)(10)","75.23kcal","잡채(05)(06)(16)","188.78kcal","생선묵김치찌개(05)(06)","67.27kcal","","","3003.19kcal"
"2021-09-09","조미김","0kcal","전복장조림(05)(09)(17)(18)","89.35kcal","돈가스(06)(10)","711.32kcal","","","3003.19kcal"
"2021-09-09","돈육표고장조림(05)(06)(10)","277.5kcal","오징어젓무침(17)","53.4kcal","방울토마토샐러드(01)(12)","83.22kcal","","","3003.19kcal"
"2021-09-09","연두부양념장(05)(06)","89kcal","배추김치(7~9월)","9.25kcal","배추김치(7~9월)","9.25kcal","","","3003.19kcal"
"2021-09-09","깍두기(완제품)(09)","15.2kcal","거봉포도","41.262kcal","주스,청포도(190ml/팩)","84.51kcal","","","3003.19kcal"
"2021-09-09","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3003.19kcal"
"2021-09-10","밥","363kcal","잡곡밥","355.36kcal","밥","363kcal","","","3382.41kcal"
"2021-09-10","쇠고기모듬버섯찌개(05)(16)","68.12kcal","순두부국(01)(05)(09)(16)(18)","103.02kcal","닭곰탕(15)","123.1kcal","","","3382.41kcal"
"2021-09-10","감자풋고추볶음(05)(06)","103.2kcal","낙지삼겹볶음(05)(06)(10)","470.37kcal","떡볶이(05)(06)","347.07kcal","","","3382.41kcal"
"2021-09-10","돈육김치볶음(10)","190.47kcal","모듬쌈(05)(06)","37.97kcal","야채튀김(06)(12)","528.05kcal","","","3382.41kcal"
"2021-09-10","백김치","15.12kcal","배추김치(7~9월)","9.25kcal","배추김치(7~9월)","9.25kcal","","","3382.41kcal"
"2021-09-10","우유(백색우유(200ML,연간))(02)","122kcal","짜먹는요구르트(02)","76.8kcal","대추방울토마토(비생산기)(12)","12.75kcal","","","3382.41kcal"
"2021-09-10","","","","","포도 주스(180㎖/캔)","84.51kcal","","","3382.41kcal"
"2021-09-11","밥","363kcal","핫도그빵(01)(06)(10)","587.31kcal","검은콩밥","383.65kcal","","","2734.29kcal"
"2021-09-11","콩나물김치국(05)","24.84kcal","시리얼","152.8kcal","버섯매운탕(05)(06)(16)","63.19kcal","","","2734.29kcal"
"2021-09-11","마파두부(05)(06)(10)","213.33kcal","야채샐러드(햄버거용)(01)(12)","83.98kcal","안동찜닭(05)(06)(15)","234.74kcal","","","2734.29kcal"
"2021-09-11","무부추무침(05)(06)(09)","25.09kcal","우유(백색우유(200ML,연간))(02)","122kcal","오이된장무침(05)","24.81kcal","","","2734.29kcal"
"2021-09-11","열무김치","12.8kcal","탄산음료","117.5kcal","배추김치(7~9월)","9.25kcal","","","2734.29kcal"
"2021-09-11","사과 주스(200㎖/팩)","46kcal","","","아이스크림, 떠먹는형","270kcal","","","2734.29kcal"
"2021-09-12","밥","363kcal","밥","363kcal","현미밥","370.26kcal","","","2750.51kcal"
"2021-09-12","조갯살미역국(05)","11.36kcal","닭볶음탕(15)","258.79kcal","돼지고기무찌개(05)(06)(10)","99.51kcal","","","2750.51kcal"
"2021-09-12","돼지불고기(05)(06)(10)","505.89kcal","게맛살야채볶음(05)(06)","121.25kcal","쇠고기야채볶음(05)(06)(16)","167.48kcal","","","2750.51kcal"
"2021-09-12","양배추쌈(05)(06)","73.5kcal","순두부양념장(05)(06)","74.26kcal","조미김","0kcal","","","2750.51kcal"
"2021-09-12","깍두기(완제품)(09)","15.2kcal","배추김치(7~9월)","9.25kcal","콩나물무침(05)(06)","32.16kcal","","","2750.51kcal"
"2021-09-12","우유(백색우유(200ML,연간))(02)","122kcal","사과(홍로)","69.8380224kcal","배추김치(7~9월)","9.25kcal","","","2750.51kcal"
"2021-09-12","","","","","주스,청포도(190ml/팩)","84.51kcal","","","2750.51kcal"
"2021-09-13","밥","363kcal","흑미밥","385.5kcal","밥","363kcal","","","3034.31kcal"
"2021-09-13","쇠고기호박찌개(05)(06)(09)(16)","73.39kcal","돼지고기육개장(01)(05)(10)","98.73kcal","감자돈육짜글이(05)(06)(10)","142.26kcal","","","3034.31kcal"
"2021-09-13","계란찜(01)(09)","87.34kcal","중화식잡채(05)(06)(16)","186.45kcal","생선가스(01)(06)","577.85kcal","","","3034.31kcal"
"2021-09-13","닭고기감자조림(05)(06)(15)","273.63kcal","삼치순살조림(05)(06)","102.05kcal","단호박샐러드(01)","141.81kcal","","","3034.31kcal"
"2021-09-13","배추김치(7~9월)","9.25kcal","배추김치(7~9월)","9.25kcal","열무김치","12.8kcal","","","3034.31kcal"
"2021-09-13","우유(백색우유(200ML,연간))(02)","122kcal","배 주스(238㎖/캔)","40kcal","사과 주스(200㎖/팩)","46kcal","","","3034.31kcal"
"2021-09-14","밥","363kcal","잡곡밥","355.36kcal","중화비빔밥(05)(06)(09)(10)(17)","623.54kcal","","","2909.93kcal"
"2021-09-14","닭개장(05)(15)","62.92kcal","꼬리곰탕","554.69kcal","생선묵찌개(05)(06)","76.33kcal","","","2909.93kcal"
"2021-09-14","오징어볶음(05)(06)(17)","186.6kcal","돼지고기가지볶음(05)(06)(10)","136.31kcal","조미김","0kcal","","","2909.93kcal"
"2021-09-14","감자조림(05)(06)","48.82kcal","오이풋고추된장무침(05)","44.69kcal","계란후라이(01)","97.91kcal","","","2909.93kcal"
"2021-09-14","열무김치","12.8kcal","깍두기(완제품)(09)","15.2kcal","딸기우유(02)","116kcal","","","2909.93kcal"
"2021-09-14","우유(백색우유(200ML,연간))(02)","122kcal","주스,과채","","배추김치(7~9월)","9.25kcal","","","2909.93kcal"
"2021-09-14","","","","","주스,청포도(190ml/팩)","84.51kcal","","","2909.93kcal"
"2021-09-15","밥","363kcal","찹쌀밥","380.75kcal","밥","363kcal","","","2981.64kcal"
"2021-09-15","콩나물무채국(05)","25.31kcal","들깨미역국(05)(16)","35.82kcal","해물순두부찌개(01)(05)(09)(17)(18)","119.29kcal","","","2981.64kcal"
"2021-09-15","돈육새송이야채볶음(05)(06)(10)","300.56kcal","오리간장주물럭(05)(06)","257.11kcal","돈가스(06)(10)","711.32kcal","","","2981.64kcal"
"2021-09-15","오이양파무침(05)(06)","33.84kcal","모듬쌈(05)(06)","37.97kcal","방울토마토샐러드(01)(12)","83.22kcal","","","2981.64kcal"
"2021-09-15","배추김치(7~9월)","9.25kcal","부추겉절이(05)(06)","29.14kcal","열무김치","12.8kcal","","","2981.64kcal"
"2021-09-15","우유(백색우유(200ML,연간))(02)","122kcal","유산균 발효 음료(02)","56kcal","거봉포도","41.262kcal","","","2981.64kcal"
"2021-09-16","밥","363kcal","자장면(05)(06)(10)","805.02kcal","찰보리밥","360.65kcal","","","3469.04kcal"
"2021-09-16","쇠고기탕국(05)(16)","97.44kcal","밥3","127.05kcal","돼지고기김치찌개(10)","89.08kcal","","","3469.04kcal"
"2021-09-16","햄슬라이스야채볶음(05)(06)(10)","203.23kcal","만두탕수(01)(05)(06)(10)(12)","623.98kcal","쇠고기불고기(05)(06)(16)","277.88kcal","","","3469.04kcal"
"2021-08-19","우유(백색우유(200ML,연간))(02)","122kcal","아이스크림 팩형(02)","234kcal","","","","","3034.28kcal"
"2021-08-20","밥","363kcal","찹쌀밥","384.54kcal","밥","363kcal","","","3690.55kcal"
"2021-08-20","돼지고기무찌개(05)(06)(10)","108.32kcal","전복삼계탕(15)(18)","896.89kcal","돼지고기김치찌개(10)","76.93kcal","","","3690.55kcal"
"2021-08-20","소시지케찹볶음(05)(06)(10)(12)","302.24kcal","오이풋고추된장무침(05)","44.06kcal","돈가스(06)(10)","589.76kcal","","","3690.55kcal"
"2021-08-20","계란찜(01)(09)","87.76kcal","양파간장절임(05)(06)","71.81kcal","아귀순살콩나물찜(05)(06)","148.71kcal","","","3690.55kcal"
"2021-08-20","배추김치(7~9월)","8kcal","열무김치","12.8kcal","깍두기(완제품)(09)","15.2kcal","","","3690.55kcal"
"2021-08-20","우유(백색우유(200ML,연간))(02)","122kcal","포도,신선형(포도(811월))","57.132kcal","짜먹는요구르트(02)","38.4kcal","","","3690.55kcal"
"2021-08-21","햄치즈버거(02)(06)(10)","567.92kcal","밥","363kcal","잡곡밥","391.54kcal","","","2740.28kcal"
"2021-08-21","야채샐러드(햄버거용)(01)(12)","80.5kcal","두부김치국(05)","58.69kcal","감자돈육짜글이(05)(06)(10)","168.92kcal","","","2740.28kcal"
"2021-08-21","시리얼","152.8kcal","돼지불고기(05)(06)(10)","367.9kcal","오징어볶음(05)(06)(17)","204.3kcal","","","2740.28kcal"
"2021-08-21","우유(백색우유(200ML,연간))(02)","122kcal","모듬쌈(05)(06)","40.7kcal","계란장조림(01)(05)(06)(16)","114.3kcal","","","2740.28kcal"
"2021-08-21","","","깍두기(완제품)(09)","15.2kcal","배추김치(7~9월)","8kcal","","","2740.28kcal"
"2021-08-21","","","","","포도 주스(180㎖/캔)","84.51kcal","","","2740.28kcal"
"2021-08-22","밥","363kcal","밥","363kcal","검은콩밥","383.65kcal","","","2725.16kcal"
"2021-08-22","해물순두부찌개(01)(05)(10)(17)(18)","111.83kcal","짬뽕찌개(05)(09)(10)(17)","83.04kcal","쇠고기미역국(05)(16)","24.27kcal","","","2725.16kcal"
"2021-08-22","오징어채볶음(01)(05)(06)(17)","113.13kcal","마파두부(05)(06)(10)","178.19kcal","청양풍닭볶음(05)(06)(15)","245.97kcal","","","2725.16kcal"
"2021-08-22","돈육김치볶음(10)","185.28kcal","게맛살야채볶음(05)(06)","93.53kcal","단무지무침","11.27kcal","","","2725.16kcal"
"2021-08-22","열무김치","12.8kcal","조미김","0kcal","배추김치(7~9월)","8kcal","","","2725.16kcal"
"2021-08-22","우유(백색우유(200ML,연간))(02)","122kcal","깍두기(완제품)(09)","15.2kcal","사과 주스(200㎖/팩)","46kcal","","","2725.16kcal"
"2021-08-22","","","","","라면(즉석 컵)(06)","365kcal","","","2725.16kcal"
"2021-08-23","밥","363kcal","밥","363kcal","밥","363kcal","","","3224.35kcal"
