날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"20200407","현미밥","388.41","흑미밥","389.25","마파두부덮밥 (5)(6)(10)","662.58","우유(백색우유(200ML,연간)) (2)","122",""
"","쇠고기미역국 (5)(16)","40.39","꼬리곰탕1형 (16)","573.44","해물찌개 (5)(6)(9)(17)(18)","95.84","딸기,신선형(딸기(34월))","32.4",""
"","생선묵볶음 (5)(6)","117.93","파전 (5)(6)(9)(17)","114.42","오징어튀김 (1)(6)(17)","416.24","","",""
"","감자채볶음","70.27","오이양파장아찌 (5)(6)","35.93","배추김치(3~4월)","9.75","","",""
"","배추김치(3~4월)","9.75","배추김치(3~4월)","9.75","","","","",""
"","","626.75","","1,122.79","","1,184.41","","154.4","3,088.35"
"20200408","검은콩밥","391.91","자장밥 (5)(6)(10)","696.3","오징어야채비빔밥 (5)(6)(17)","516.62","우유(백색우유(200ML,연간)) (2)","122",""
"","조개국 (1)","93.11","콩나물국 (5)","24.83","비엔나소시지찌개 (5)(6)(10)","169.38","이온음료","58.8",""
"","표고버섯돼지고기볶음 (5)(6)(10)","369.74","치킨너겟 (1)(5)(6)(10)(12)","559.82","계란후라이 (1)","125.64","","",""
"","맛김","5.25","깍두기(임가공)","32.34","배추김치(3~4월)","9.75","","",""
"","배추김치(3~4월)","9.75","","","","","","",""
"","","869.76","","1,313.29","","821.39","","180.8","3,185.24"
"20200409","밥","363","햄치즈버거 (1)(2)(6)(10)(12)","1,338.03","찹쌀밥","388.13","우유(백색우유(200ML,연간)) (2)","244",""
"","돼지고기김치찌개 (6)(10)","125.69","","","쇠고기육개장 (1)(5)(6)(16)","96.28","","",""
"","맛김","5.25","","","만두튀김 (1)(5)(6)(10)","676.12","","",""
"","오징어채무침 (6)(17)","92.18","","","닭간장소스찜 (5)(6)(15)","274.43","","",""
"","깍두기(임가공)","32.34","","","배추김치(3~4월)","9.75","","",""
"","","618.46","","1,338.03","","1,444.71","","244","3,645.20"
"20200410","밥","363","밥","363","잡곡밥","363.64","우유(백색우유(200ML,연간)) (2)","122",""
"","조개살미역국 (5)","20.28","생선살매운탕 (5)(6)(9)","95.78","팽이버섯국 (5)(6)","39.46","딸기,신선형(딸기(34월))","32.4",""
"","버섯호박볶음 (5)(6)(9)","58.15","돼지갈비김치찜 (5)(6)(10)","364.11","돈가스 (6)(10)","562.14","오렌지 주스(180㎖/캔)","84",""
"","두부양념장 (5)(6)","98.04","시금치무침 (5)(6)","30.15","감자샐러드 (1)","115.93","","",""
"","배추김치(3~4월)","9.75","깍두기(임가공)","32.34","배추김치(3~4월)","9.75","","",""
"","","549.22","","885.38","","1,090.92","","238.4","2,763.92"
"20200411","밥","363","잡채밥 (5)(6)(10)","630.95","찹쌀밥","388.13","우유(백색우유(200ML,연간)) (2)","122",""
"","배추된장국 (5)(6)","33.04","닭고기육개장 (1)(5)(15)","218.67","생선묵국 (5)(6)","58.2","망고 주스(180㎖/캔)","90",""
"","맛김","5.25","삼치순살조림 (5)(6)","54.74","돼지고기김치볶음 (10)","207.33","","",""
"","쇠고기감자조림 (5)(6)(16)","97.41","배추김치(3~4월)","9.75","오이고추장무침 (5)(6)","51.66","","",""
"","배추김치(3~4월)","9.75","","","깍두기(임가공)","32.34","","",""
"","","508.45","","914.11","","737.66","","212","2,372.22"
"20200412","밥","363","현미밥","388.41","밥","363","우유(백색우유(200ML,연간)) (2)","122",""
"2021-09-10","","","우유(백색우유(200ML,연간))(02)","122kcal","","","","","2559.31kcal"
"2021-09-11","새우버거(01)(06)(09)(12)","972.11kcal","","","현미밥","384.78kcal","","","2240.73kcal"
"2021-09-11","로제떡볶이(05)(06)(10)","289.38kcal","","","콩나물국(05)","24.8kcal","","","2240.73kcal"
"2021-09-11","우유(백색우유(200ML,연간))(02)","122kcal","","","돼지고기김치볶음(10)","207.34kcal","","","2240.73kcal"
"2021-09-11","컵과일(사과, 대추방울토마토)","44.72kcal","","","계란장조림(01)(05)(06)","156.8kcal","","","2240.73kcal"
"2021-09-11","레몬에이드","26kcal","","","열무김치","12.8kcal","","","2240.73kcal"
"2021-09-12","밥","363kcal","제육덮밥(05)(06)(10)(17)","690.55kcal","찰보리밥","385.12kcal","","","2739.30kcal"
"2021-09-12","계란국(01)(05)","60.97kcal","비빔당면(05)(06)","156.79kcal","배추된장국(05)(06)","37.26kcal","","","2739.30kcal"
"2021-09-12","호박쇠고기볶음(05)(06)(16)","98.01kcal","코다리조림(05)(06)","114.28kcal","돼지고기고추장볶음(05)(06)(10)","366.01kcal","","","2739.30kcal"
"2021-09-12","햄감자볶음(10)","106.01kcal","배추김치(7~9월)","8.5kcal","무생채","33.1kcal","","","2739.30kcal"
"2021-09-12","배추김치(7~9월)","8.5kcal","워터젤리","176.4kcal","열무김치","12.8kcal","","","2739.30kcal"
"2021-09-12","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2739.30kcal"
"2021-09-13","떡만둣국(01)(05)(06)(10)(16)","494.36kcal","찹쌀밥","384.54kcal","밥","363kcal","","","3235.75kcal"
"2021-09-13","쇠고기야채볶음(05)(06)(16)","191.56kcal","삼계탕(15)","810.2kcal","쇠고기호박찌개(06)(16)","56.98kcal","","","3235.75kcal"
"2021-09-13","오징어젓무침(17)","47.49kcal","모듬야채(05)(06)","65.33kcal","비엔나소시지케찹볶음(06)(10)(12)","262.94kcal","","","3235.75kcal"
"2021-09-13","배추김치(7~9월)","8.5kcal","부추겉절이(05)(06)","32.03kcal","야채튀김(06)(12)","368.82kcal","","","3235.75kcal"
"2021-09-13","우유(백색우유(200ML,연간))(02)","122kcal","깍두기(완제품)(09)","15.2kcal","열무김치","12.8kcal","","","3235.75kcal"
"2021-09-13","","","주스,자연은샤인머스캣,340mL","","","","","","3235.75kcal"
"2021-09-14","흑미밥","381.75kcal","자장면(01)(05)(06)(10)","873.28kcal","밥","363kcal","","","3287.52kcal"
"2021-09-14","콩나물무채국(05)","26.76kcal","단무지무침","8.1kcal","햄김치찌개(05)(06)(10)","107.82kcal","","","3287.52kcal"
"2021-09-14","오삼불고기(05)(06)(10)(17)","299.77kcal","오징어튀김샐러드/소스(05)(06)","147.83kcal","생선가스(01)(06)","522.6kcal","","","3287.52kcal"
"2021-09-14","맛김","0kcal","배추김치(7~9월)","8.5kcal","감자샐러드(01)","82.04kcal","","","3287.52kcal"
"2021-09-14","황태채무침","88.77kcal","","","배추김치(7~9월)","8.5kcal","","","3287.52kcal"
"2021-09-14","열무김치","12.8kcal","","","아이스크림 팩형(02)","234kcal","","","3287.52kcal"
"2021-09-14","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3287.52kcal"
"2021-09-15","현미밥","384.78kcal","밥","363kcal","밥","363kcal","","","2871.37kcal"
"2021-09-15","쇠고기무국(05)(16)","34.8kcal","두부고추장찌개(05)(06)(16)","81.57kcal","근대된장국(05)(06)","37.89kcal","","","2871.37kcal"
"2021-09-15","애호박나물(09)","57.3kcal","고추잡채(05)(06)(10)","319.8kcal","닭갈비(05)(06)(15)","255.3kcal","","","2871.37kcal"
"2021-09-15","햄게맛살볶음(05)(06)(10)","121.75kcal","비빔만두(01)(05)(06)(10)","601.12kcal","상추쌈(05)(06)","47.04kcal","","","2871.37kcal"
"2021-09-15","배추김치(7~9월)","8.5kcal","갓김치","11.52kcal","열무김치","12.8kcal","","","2871.37kcal"
"2021-09-15","우유(백색우유(200ML,연간))(02)","122kcal","사과(홍로)","49.2kcal","주스,프레주파인애플","","","","2871.37kcal"
"2021-09-16","찹쌀밥","384.54kcal","전투식량S형(김치비빔밥)","1048kcal","밥","363kcal","","","3163.39kcal"
"2021-09-16","비엔나소시지찌개(05)(06)(10)","146.98kcal","김계란국(01)","96.25kcal","배추된장국(05)(06)","37.26kcal","","","3163.39kcal"
"2021-09-16","두부김치(05)(06)(10)","209.51kcal","쇠고기볶음고추장(06)","135.83kcal","탕수육(완제품용)(05)(06)(10)(12)","466.7kcal","","","3163.39kcal"
"2021-09-16","멸치볶음","91.32kcal","배추김치(7~9월)","8.5kcal","오이양파장아찌(05)(06)","29.8kcal","","","3163.39kcal"
"2021-09-16","맛김","0kcal","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(7~9월)","8.5kcal","","","3163.39kcal"
"2021-09-16","깍두기(완제품)(09)","15.2kcal","","","","","","","3163.39kcal"
"2021-09-16","떠먹는 토핑형 발효유","","","","","","","","3163.39kcal"
"2021-09-17","밥","363kcal","짬뽕밥(05)(06)(17)(18)","520.19kcal","찰보리밥","385.12kcal","","","2986.32kcal"
"2021-09-17","생선묵국(05)(06)","58.37kcal","고구마맛탕","415.19kcal","두부김치국(05)","48.02kcal","","","2986.32kcal"
"2021-09-17","돼지고기콩나물볶음(05)(06)(10)","291.91kcal","쇠고기감자조림(05)(06)(16)","101.34kcal","닭순살코기튀김(05)(06)(15)","447.04kcal","","","2986.32kcal"
"2021-09-17","표고버섯멸치볶음(05)(06)(16)","78.38kcal","열무김치","12.8kcal","깻잎찜(05)(06)","35.96kcal","","","2986.32kcal"
"2021-09-17","배추김치(7~9월)","8.5kcal","메론(봄, 가을)","90kcal","배추김치(7~9월)","8.5kcal","","","2986.32kcal"
"2021-09-17","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2986.32kcal"
"2021-09-18","간장계란밥(01)(05)(06)","550.11kcal","","","밀쌀밥","363.83kcal","","","3019.53kcal"
"2021-09-18","햄치즈버거(01)(02)(06)(10)(12)","1298.45kcal","","","쇠고기호박찌개(06)(16)","56.98kcal","","","3019.53kcal"
"2021-09-18","우유(백색우유(200ML,연간))(02)","122kcal","","","닭간장소스찜(05)(06)(15)","270.53kcal","","","3019.53kcal"
"2021-09-18","포도,신선형(포도(811월))","47.61kcal","","","고등어김치조림(05)(06)(07)","177.32kcal","","","3019.53kcal"
"2021-09-18","탄산음료","117.5kcal","","","깍두기(완제품)(09)","15.2kcal","","","3019.53kcal"
"2021-09-19","밥","363kcal","마파두부덮밥(05)(06)(10)","678.72kcal","흑미밥","381.75kcal","","","2899.62kcal"
"2021-09-19","감자국(05)","47.21kcal","떡볶이(05)(06)","283.71kcal","쇠고기미역국(05)(16)","31.49kcal","","","2899.62kcal"
"2021-09-19","쇠고기야채볶음(05)(06)(16)","191.56kcal","계란장조림(01)(05)(06)","156.8kcal","돼지불고기(05)(06)(10)","400.71kcal","","","2899.62kcal"
"2021-09-19","오징어채무침(06)(17)","87.2kcal","배추김치(7~9월)","8.5kcal","양배추쌈(05)(06)","43.97kcal","","","2899.62kcal"
"2021-09-19","배추김치(7~9월)","8.5kcal","주스,자연은납작복숭아,340mL","","두유","86kcal","","","2899.62kcal"
"2021-09-19","우유(백색우유(200ML,연간))(02)","122kcal","","","배추김치(7~9월)","8.5kcal","","","2899.62kcal"
"2021-09-20","현미밥","384.78kcal","밥","363kcal","밥","363kcal","","","2984.58kcal"
"2021-09-20","계란국(01)(05)","60.97kcal","순두부찌개(01)(05)(06)(10)","155.01kcal","소시지찌개(05)(06)(10)","183.72kcal","","","2984.58kcal"
"2021-09-20","소시지야채볶음(10)(12)","199.87kcal","닭고기감자조림(05)(06)(15)","233.47kcal","훈제오리구이(01)","275.33kcal","","","2984.58kcal"
"2021-09-20","고추잡채(05)(06)(10)","319.8kcal","오징어숙회/초고추장(06)(17)","113.72kcal","오이고추장무침(05)(06)","34.41kcal","","","2984.58kcal"
"2021-09-20","김자반","43kcal","열무김치","12.8kcal","배추김치(7~9월)","8.5kcal","","","2984.58kcal"
"2021-09-20","깍두기(완제품)(09)","15.2kcal","우유(백색우유(200ML,연간))(02)","122kcal","","","","","2984.58kcal"
"2021-09-20","농후 발효유(02)","96kcal","","","","","","","2984.58kcal"
"2021-09-21","떡만둣국(01)(05)(06)(10)(16)","494.36kcal","밥","363kcal","밀쌀밥","363.83kcal","","","3080.50kcal"
"2021-09-21","호박쇠고기볶음(05)(06)(16)","98.01kcal","감자된장국(05)(06)","65.93kcal","꼬리곰탕","559.7kcal","","","3080.50kcal"
"2021-09-21","무생채","33.1kcal","소양념갈비찜","730kcal","부추겉절이(05)(06)","32.03kcal","","","3080.50kcal"
"2021-09-21","배추김치(7~9월)","8.5kcal","오이풋고추된장무침(05)","34.71kcal","모듬야채(05)(06)","65.33kcal","","","3080.50kcal"
"2021-09-21","우유(백색우유(200ML,연간))(02)","122kcal","열무김치","12.8kcal","깍두기(완제품)(09)","15.2kcal","","","3080.50kcal"
"2021-09-21","","","식혜","82kcal","","","","","3080.50kcal"
"2021-09-22","밥","363kcal","콩나물밥(05)(06)","421.33kcal","현미밥","384.78kcal","","","2789.04kcal"
"2021-09-22","쇠고기무국(05)(16)","34.8kcal","맑은순두부계란탕(01)(05)(09)","63.93kcal","근대된장국(05)(06)","37.89kcal","","","2789.04kcal"
"2021-09-22","버섯호박볶음(05)(06)","71.84kcal","돼지고기김치볶음(10)","207.34kcal","돼지고기고추장볶음(05)(06)(10)","366.01kcal","","","2789.04kcal"
"2021-09-22","맛김","0kcal","열무김치","12.8kcal","오이부추무침(05)(06)","39.18kcal","","","2789.04kcal"
"2021-09-22","닭순살야채조림(05)(06)(15)","128.14kcal","","","배추김치(7~9월)","8.5kcal","","","2789.04kcal"
"2021-09-22","배추김치(7~9월)","8.5kcal","","","아이스크림 콘,완제품(02)","270kcal","","","2789.04kcal"
"2021-09-22","우유(백색우유(200ML,연간))(02)","122kcal","","","건빵(참깨맛)","249kcal","","","2789.04kcal"
"2021-09-23","찹쌀밥","384.54kcal","밥","363kcal","비빔밥(05)(06)(16)","580.6kcal","","","2996.85kcal"
"2021-09-23","콩나물국(05)","24.8kcal","버섯된장찌개(05)(06)","64.79kcal","쇠고기미역국(05)(16)","31.49kcal","","","2996.85kcal"
"2021-09-23","햄감자볶음(10)","106.01kcal","팝콘형치킨너겟(01)(06)(12)(15)","590.66kcal","계란후라이(01)","125.54kcal","","","2996.85kcal"
"2021-09-23","맛김","0kcal","돼지고기장조림(05)(06)(10)","410.33kcal","배추김치(7~9월)","8.5kcal","","","2996.85kcal"
"2021-09-23","우엉쇠고기조림(05)(06)(16)","104.97kcal","백김치","15.12kcal","","","","","2996.85kcal"
"2021-09-23","배추김치(7~9월)","8.5kcal","우유(백색우유(200ML,연간))(02)","122kcal","","","","","2996.85kcal"
"2021-09-23","유산균 발효 음료(02)","56kcal","","","","","","","2996.85kcal"
"2021-09-24","간장계란밥(01)(05)(06)","550.11kcal","돈가스커리덮밥(06)(10)","1050.28kcal","찹쌀밥","384.54kcal","","","3468.75kcal"
"2021-09-24","햄김치찌개(05)(06)(10)","107.82kcal","매운어묵탕(유부주머니어묵탕)(05)(06)","76.93kcal","감자된장국(05)(06)","65.93kcal","","","3468.75kcal"
"2021-09-24","생선묵꽈리고추볶음(05)(06)","99.18kcal","고구마샐러드(01)","167kcal","오징어채볶음(01)(05)(06)(17)","134.09kcal","","","3468.75kcal"
"2021-09-24","배추김치(7~9월)","8.5kcal","열무김치","12.8kcal","닭강정(01)(06)(15)","555.07kcal","","","3468.75kcal"
"2021-09-24","우유(백색우유(200ML,연간))(02)","122kcal","","","배추김치(7~9월)","8.5kcal","","","3468.75kcal"
"2021-09-24","","","","","과일푸딩","126kcal","","","3468.75kcal"
"2021-09-25","햄치즈버거(01)(02)(06)(10)(12)","1298.45kcal","","","현미밥","384.78kcal","","","2681.29kcal"
"2021-09-25","참치마요덮밥(01)","462.13kcal","","","쇠고기미역국(05)(16)","31.49kcal","","","2681.29kcal"
"2021-09-25","우유(백색우유(200ML,연간))(02)","122kcal","","","닭간장소스찜(05)(06)(15)","270.53kcal","","","2681.29kcal"
"2021-08-27","감자채볶음","74kcal","깐풍기(01)(06)(15)","272.23kcal","돼지고기고추장볶음(05)(06)(10)","410.35kcal","","","2568.18kcal"
"2021-08-27","새송이버섯야채볶음(05)(06)(16)","145.38kcal","깍두기(완제품)(09)","15.2kcal","양배추쌈(05)(06)","41.94kcal","","","2568.18kcal"
"2021-08-27","맛김","0kcal","","","배추김치(7~9월)","8.75kcal","","","2568.18kcal"
"2021-08-27","열무김치","12.8kcal","","","사인머스켓","90kcal","","","2568.18kcal"
"2021-08-27","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2568.18kcal"
"2021-08-28","햄치즈버거(01)(02)(06)(10)(12)","1306.04kcal","탄산음료","117.5kcal","흑미밥","381.75kcal","","","2610.24kcal"
"2021-08-28","우유(백색우유(200ML,연간))(02)","122kcal","","","꼬리곰탕","559.7kcal","","","2610.24kcal"
"2021-08-28","","","","","오징어젓무침(17)","41.09kcal","","","2610.24kcal"
"2021-08-28","","","","","모듬야채(05)(06)","66.96kcal","","","2610.24kcal"
"2021-08-28","","","","","깍두기(완제품)(09)","15.2kcal","","","2610.24kcal"
"2021-08-29","밥","363kcal","찹쌀밥","384.54kcal","팔보채덮밥(05)(06)(09)(18)","490.29kcal","","","2776.29kcal"
"2021-08-29","쇠고기무국(05)(16)","35.02kcal","닭고기육개장(01)(05)(15)","240.42kcal","스크램블에그(01)","182.13kcal","","","2776.29kcal"
"2021-08-29","비엔나소시지케찹볶음(06)(10)(12)","277.79kcal","돼지고기장조림(05)(06)(10)","386.58kcal","두부양념장(05)(06)","97.07kcal","","","2776.29kcal"
"2021-08-29","맛김","0kcal","도라지오이무침(06)(17)","56.83kcal","배추김치(7~9월)","8.75kcal","","","2776.29kcal"
"2021-08-29","감자조림(05)(06)","75.97kcal","배추김치(7~9월)","8.75kcal","","","","","2776.29kcal"
"2021-08-29","배추김치(7~9월)","8.75kcal","우유(백색우유(200ML,연간))(02)","122kcal","","","","","2776.29kcal"
"2021-08-29","짜먹는요구르트(02)","38.4kcal","","","","","","","2776.29kcal"
"2021-08-30","밥","363kcal","현미밥","384.78kcal","찰보리밥","385.12kcal","","","2933.89kcal"
"2021-08-30","북어채국(01)(05)","34.68kcal","배추된장국(05)(06)","38.54kcal","콩나물무채국(05)","27.08kcal","","","2933.89kcal"
"2021-08-30","돼지고기김치볶음(10)","207.34kcal","낙지불고기(05)(06)(16)","197.01kcal","양념통닭(01)(06)(15)","741.75kcal","","","2933.89kcal"
"2021-08-30","계란장조림(01)(05)(06)","156.8kcal","상추겉절이(05)(06)","29.24kcal","오이양파장아찌(05)(06)","29.8kcal","","","2933.89kcal"
"2021-08-30","깍두기(완제품)(09)","15.2kcal","열무김치","12.8kcal","배추김치(7~9월)","8.75kcal","","","2933.89kcal"
"2021-08-30","우유(백색우유(200ML,연간))(02)","122kcal","","","팥빙수","180kcal","","","2933.89kcal"
"2021-08-31","밥","363kcal","밥","363kcal","현미밥","384.78kcal","","","2562.59kcal"
"2021-08-31","대파국(05)(16)","51.53kcal","감자짜글이(05)(06)(10)","133.82kcal","팽이버섯국(05)(06)","45.48kcal","","","2562.59kcal"
"2021-08-31","생선묵꽈리고추볶음(05)(06)","99.18kcal","무생채","34.72kcal","오삼불고기(05)(06)(10)(17)","307.77kcal","","","2562.59kcal"
"2021-08-31","맛김","0kcal","오징어튀김샐러드/소스(05)(06)","144.48kcal","상추쌈(05)(06)","41.91kcal","","","2562.59kcal"
