날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"2021-10-11","배추김치(10~11월)","8.75kcal","두부조림(05)(06)","92.57kcal","계란찜(01)(09)","87.76kcal","","","2714.14kcal"
"2021-10-11","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(10~11월)","8.75kcal","깍두기(임가공)","28.65kcal","","","2714.14kcal"
"2021-10-11","","","과일푸딩","126kcal","배 주스(238㎖/캔)","40kcal","","","2714.14kcal"
"2021-10-12","밥","363kcal","잡곡밥","355.24kcal","밥","363kcal","","","3202.68kcal"
"2021-10-12","들깨미역국(05)(16)","23.32kcal","돼지고기무찌개(05)(06)(10)","108.03kcal","꼬리곰탕(05)","552.77kcal","","","3202.68kcal"
"2021-10-12","닭순살피망볶음(05)(06)(15)","236.37kcal","북경식탕수육 (05)(06)(10)","553.79kcal","마파두부(05)(06)","162.14kcal","","","3202.68kcal"
"2021-10-12","콩나물무침(05)(06)","39.96kcal","조미김","0kcal","부추겉절이(05)(06)","28.38kcal","","","3202.68kcal"
"2021-10-12","배추김치(10~11월)","8.75kcal","감자매운조림(05)(06)","72.13kcal","깍두기(임가공)","28.65kcal","","","3202.68kcal"
"2021-10-12","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(10~11월)","8.75kcal","","","","","3202.68kcal"
"2021-10-12","","","워터젤리","176.4kcal","","","","","3202.68kcal"
"2021-10-13","밥","363kcal","밥","363kcal","현미밥","381.15kcal","","","3202.21kcal"
"2021-10-13","쇠고기호박찌개(05)(06)(16)","53.34kcal","감자탕(05)(06)(10)","383kcal","순두부국(01)(05)(16)(18)","74.59kcal","","","3202.21kcal"
"2021-10-13","돈육김치볶음(10)","167.79kcal","오징어젓무침(17)","38.4kcal","팝콘치킨강정(06)","620.98kcal","","","3202.21kcal"
"2021-10-13","오이양파무침(05)(06)","36.36kcal","멕시칸샐러드(01)(10)","104.4kcal","고등어순살조림(05)(06)(07)","146.05kcal","","","3202.21kcal"
"2021-10-13","깍두기(임가공)","28.65kcal","배추김치(10~11월)","8.75kcal","배추김치(10~11월)","8.75kcal","","","3202.21kcal"
"2021-10-13","우유(백색우유(200ML,연간))(02)","122kcal","팥빙수","180kcal","우유(백색우유(200ML,연간))(02)","122kcal","","","3202.21kcal"
"2021-10-14","핫도그빵(01)(06)(10)","631.76kcal","중화비빔밥(05)(06)(09)(10)(17)","640.27kcal","찰보리밥","378.8kcal","","","3441.84kcal"
"2021-10-14","야채샐러드(햄버거용)(01)(12)","72.91kcal","돼지고기김치찌개(05)(10)","100.3kcal","대구탕(05)(06)","124.44kcal","","","3441.84kcal"
"2021-10-14","시리얼","152.8kcal","조미김","0kcal","떡볶이(05)(06)","356.5kcal","","","3441.84kcal"
"2021-10-14","탄산음료","117.5kcal","계란후라이(01)","98.31kcal","만두튀김(01)(05)(06)(10)","589.05kcal","","","3441.84kcal"
"2021-10-14","우유(백색우유(200ML,연간))(02)","122kcal","백김치","15.12kcal","배추김치(10~11월)","8.75kcal","","","3441.84kcal"
"2021-10-14","","","거봉포도","33.327kcal","","","","","3441.84kcal"
"2021-10-15","돈육김치덮밥(10)","590.11kcal","잡곡밥","355.24kcal","콩나물밥(05)(06)","437.95kcal","","","3235.89kcal"
"2021-10-15","쇠고기미역국(05)(16)","19.12kcal","건새우애호박찌개(05)(06)(09)(10)","71.89kcal","닭곰탕(05)(15)","128.28kcal","","","3235.89kcal"
"2021-10-15","감자풋고추볶음(05)(06)","104.31kcal","생선가스(01)(06)","636.53kcal","잡채(05)(06)(16)","201kcal","","","3235.89kcal"
"2021-10-15","깍두기(임가공)","28.65kcal","김자반","43kcal","배추김치(10~11월)","8.75kcal","","","3235.89kcal"
"2021-10-15","우유(백색우유(200ML,연간))(02)","122kcal","고구마샐러드(01)","153.91kcal","바나나맛우유(02)","200.4kcal","","","3235.89kcal"
"2021-10-15","","","배추김치(10~11월)","8.75kcal","","","","","3235.89kcal"
"2021-10-15","","","아이스 망고바","126kcal","","","","","3235.89kcal"
"2021-10-16","","","라면(즉석 컵)(06)","365kcal","","","","","365.00kcal"
"2021-10-17","밥","363kcal","밥","363kcal","현미밥","381.15kcal","","","2601.78kcal"
"2021-10-17","해물순두부찌개(01)(05)(10)(17)(18)","116.84kcal","콩나물김치국(05)","24.27kcal","굴짬뽕찌개(05)(10)(17)","79.41kcal","","","2601.78kcal"
"2021-10-17","햄슬라이스야채볶음(05)(06)(10)","210.72kcal","낙지삼겹볶음(05)(06)(10)","439.92kcal","닭고기야채조림(05)(06)(15)","224.91kcal","","","2601.78kcal"
"2021-10-17","오이양파무침(05)(06)","36.36kcal","모듬쌈(05)(06)","47.49kcal","미나리무생채(05)(06)","24.26kcal","","","2601.78kcal"
"2021-10-17","배추김치(10~11월)","8.75kcal","깍두기(임가공)","28.65kcal","배추김치(10~11월)","8.75kcal","","","2601.78kcal"
"2021-10-17","우유(백색우유(200ML,연간))(02)","122kcal","주스,망고코넛(340ml/캔)","122.3kcal","","","","","2601.78kcal"
"2021-10-18","쇠고기야채덮밥(05)(06)(16)","517.53kcal","흑미밥","381.75kcal","밥","363kcal","","","2976.10kcal"
"2021-10-18","두부고추장찌개(05)(06)(16)","85.17kcal","닭고기육개장(01)(05)(15)","157.53kcal","생선묵김치찌개(05)(06)","63.85kcal","","","2976.10kcal"
"2021-10-18","오징어실채볶음(01)(05)(06)(17)","113.51kcal","계란찜(01)(09)","87.76kcal","돈육새송이야채볶음(05)(06)(10)","260.04kcal","","","2976.10kcal"
"2021-10-18","배추김치(10~11월)","8.75kcal","미트볼데리야끼조림(01)(05)(06)(10)","492.38kcal","황태찜(05)(06)","208.63kcal","","","2976.10kcal"
"2021-10-18","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(10~11월)","8.75kcal","조미김","0kcal","","","2976.10kcal"
"2021-10-18","","","짜먹는요구르트(02)","76.8kcal","깍두기(임가공)","28.65kcal","","","2976.10kcal"
"2021-10-18","","","","","피크닉청포도 200ml","","","","2976.10kcal"
"2021-10-19","밥","363kcal","쫄면(05)(06)","714.23kcal","잡곡밥","355.24kcal","","","3491.64kcal"
"2021-10-19","쇠고기곰탕(05)(16)","69.87kcal","치킨너겟(01)(06)(12)(15)","671.02kcal","들깨미역국(05)(16)","23.32kcal","","","3491.64kcal"
"2021-10-19","비엔나소시지야채볶음(05)(06)(10)","329.1kcal","삶은계란(01)","70.88kcal","돼지고기폭찹(05)(06)(10)(12)","340.1kcal","","","3491.64kcal"
"2021-10-19","양파간장절임(05)(06)","68.84kcal","단무지무침","11.22kcal","두부조림(05)(06)","92.57kcal","","","3491.64kcal"
"2021-10-19","배추김치(10~11월)","8.75kcal","배추김치(10~11월)","8.75kcal","배추김치(10~11월)","8.75kcal","","","3491.64kcal"
"2021-10-19","우유(백색우유(200ML,연간))(02)","122kcal","아이스크림 팩형(02)","234kcal","","","","","3491.64kcal"
"2021-10-20","밥","363kcal","찹쌀밥","384.54kcal","밥","363kcal","","","2805.19kcal"
"2021-10-20","버섯감자찌개(05)(06)","66.93kcal","돼지고기김치찌개(05)(10)","100.3kcal","순두부국(01)(05)(16)(18)","74.59kcal","","","2805.19kcal"
"2021-10-20","쇠고기불고기(05)(06)(16)","260.59kcal","안동찜닭(05)(06)(15)","211.54kcal","깐쇼새우(12)","484.91kcal","","","2805.19kcal"
"2021-10-20","양배추쌈(05)(06)","67.04kcal","오징어젓무침(17)","38.4kcal","감자조림(05)(06)","48.81kcal","","","2805.19kcal"
"2021-10-20","배추김치(10~11월)","8.75kcal","파김치","21.24kcal","배추김치(10~11월)","8.75kcal","","","2805.19kcal"
"2021-10-20","우유(백색우유(200ML,연간))(02)","122kcal","이온음료","58.8kcal","우유(백색우유(200ML,연간))(02)","122kcal","","","2805.19kcal"
"2021-10-21","밥","363kcal","밀쌀밥","363.55kcal","밥","363kcal","","","3486.63kcal"
"2021-10-21","비엔나소시지김치찌개(10)","144.7kcal","돼지고기육개장(01)(05)(10)","113.83kcal","홍합살짬뽕찌개(05)(10)(17)","73.22kcal","","","3486.63kcal"
"2021-10-21","계란찜(01)(09)","87.76kcal","주꾸미볶음(05)(06)","144.6kcal","순살닭다리살튀김(01)(05)(06)(12)(15)","1064.37kcal","","","3486.63kcal"
"2021-10-21","생선묵조림(05)(06)","132.97kcal","조미김","0kcal","오이풋고추된장무침(05)","47.22kcal","","","3486.63kcal"
"2021-10-21","깍두기(임가공)","28.65kcal","미나리무생채(05)(06)","24.26kcal","초코우유(02)","126kcal","","","3486.63kcal"
"2021-10-21","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(10~11월)","8.75kcal","배추김치(10~11월)","8.75kcal","","","3486.63kcal"
"2021-10-21","","","아이스크림 콘,완제품(02)","270kcal","","","","","3486.63kcal"
"2021-10-22","밥","363kcal","찰보리비빔밥(05)","463.35kcal","카레밥(06)(10)","613.8kcal","","","2778.48kcal"
"2021-10-22","쇠고기미역국(05)(16)","19.12kcal","청국장(05)(16)","81.79kcal","두부김치국(05)","58.29kcal","","","2778.48kcal"
"2021-10-22","돈육미나리볶음(05)(06)(10)","318.27kcal","쇠고기볶음고추장(06)","81.91kcal","동그랑땡(완제품)(12)","288.36kcal","","","2778.48kcal"
"2021-10-22","연두부양념장(05)(06)","86.23kcal","계란후라이(01)","98.31kcal","배추김치(10~11월)","8.75kcal","","","2778.48kcal"
"2021-10-22","배추김치(10~11월)","8.75kcal","배추김치(10~11월)","8.75kcal","복숭아 주스(340㎖/캔)","81kcal","","","2778.48kcal"
"2021-10-22","우유(백색우유(200ML,연간))(02)","122kcal","바나나(육사)","76.8kcal","","","","","2778.48kcal"
"2021-10-23","밥","363kcal","불고기버거(06)(10)","528.88kcal","잡곡밥","355.24kcal","","","2408.95kcal"
"2021-10-23","해물순두부찌개(01)(05)(10)(17)(18)","116.84kcal","야채샐러드(햄버거용)(01)(12)","72.91kcal","사골곰탕(05)","163.27kcal","","","2408.95kcal"
"2021-10-23","쇠고기버섯볶음(05)(06)","129.53kcal","시리얼","152.8kcal","고추잡채(05)(06)(10)","172.24kcal","","","2408.95kcal"
"2021-10-23","꽈리고추멸치조림(05)(06)","106.46kcal","우유(백색우유(200ML,연간))(02)","122kcal","부추겉절이(05)(06)","28.38kcal","","","2408.95kcal"
"2021-10-23","배추김치(10~11월)","8.75kcal","","","깍두기(임가공)","28.65kcal","","","2408.95kcal"
"2021-10-23","주스,카프리썬 사과(200ml,파우치)","60kcal","","","","","","","2408.95kcal"
"2021-10-24","밥","363kcal","꼬꼬떡만둣국(01)(05)(06)(10)(15)","516.03kcal","검은콩밥","383.65kcal","","","2488.64kcal"
"2021-10-24","쇠고기호박찌개(05)(06)(16)","53.34kcal","밥2","181.5kcal","조갯살미역국(05)","11.02kcal","","","2488.64kcal"
"2021-10-24","소시지케찹볶음(05)(06)(10)(12)","304.13kcal","오징어채간장볶음(01)(05)(06)(17)","103.9kcal","돼지갈비찜","44.77kcal","","","2488.64kcal"
"2021-10-24","오이양파무침(05)(06)","36.36kcal","배추김치(10~11월)","8.75kcal","파프리카된장무침(05)","53.69kcal","","","2488.64kcal"
"2021-10-24","배추김치(10~11월)","8.75kcal","건빵(야채맛)","249kcal","배추김치(10~11월)","8.75kcal","","","2488.64kcal"
"2021-10-24","우유(백색우유(200ML,연간))(02)","122kcal","배 주스(238㎖/캔)","40kcal","","","","","2488.64kcal"
"2021-10-25","밥","363kcal","밥","363kcal","현미밥","381.15kcal","","","2883.91kcal"
"2021-10-25","햄김치찌개(10)","138.57kcal","얼큰황태채국(01)(05)","36.63kcal","감자돈육짜글이(05)(06)(10)","142.63kcal","","","2883.91kcal"
"2021-10-25","마파두부(05)(06)","162.14kcal","돼지불고기(05)(06)(10)","380.63kcal","치킨가스(완제품)(12)","288.36kcal","","","2883.91kcal"
"2021-10-25","계란찜(01)(09)","87.76kcal","모듬쌈(05)(06)","47.49kcal","오징어젓무침(17)","38.4kcal","","","2883.91kcal"
"2021-10-25","깍두기(임가공)","28.65kcal","배추김치(10~11월)","8.75kcal","배추김치(10~11월)","8.75kcal","","","2883.91kcal"
"2021-10-25","우유(백색우유(200ML,연간))(02)","122kcal","초콜릿(3사교)","286kcal","썬업 파인애플200ml","","","","2883.91kcal"
"2021-10-26","참치김치덮밥","439.78kcal","스파게티(06)(12)","842.08kcal","잡곡밥","355.24kcal","","","3214.14kcal"
"2021-10-26","쇠고기무국(05)(16)","69.71kcal","돈가스(06)(10)","645.02kcal","닭볶음탕(15)","241.18kcal","","","3214.14kcal"
"2021-10-26","콩나물매운무침(05)(06)","40.25kcal","방울토마토샐러드(01)(12)","90.79kcal","조미김","0kcal","","","3214.14kcal"
"2021-09-27","깍두기(완제품)(09)","15.2kcal","열무김치","12.8kcal","초코우유(02)","126kcal","","","3217.44kcal"
"2021-09-27","우유(백색우유(200ML,연간))(02)","122kcal","대추방울토마토(비생산기)(12)","11.9kcal","배추김치(7~9월)","8kcal","","","3217.44kcal"
"2021-09-28","밥","363kcal","쫄면(05)(06)","711.48kcal","현미밥","381.15kcal","","","2991.64kcal"
"2021-09-28","두부김치국(05)","58.29kcal","햄버거스테이크","0kcal","사골곰탕(05)","163.27kcal","","","2991.64kcal"
"2021-09-28","돈육청경채볶음(05)(06)(10)","348.36kcal","삶은계란(01)","70.68kcal","만두튀김(01)(05)(06)(10)","589.05kcal","","","2991.64kcal"
"2021-09-28","양배추쌈(05)(06)","62.76kcal","단무지무침","11.22kcal","부추겉절이(05)(06)","28.38kcal","","","2991.64kcal"
"2021-09-28","열무김치","12.8kcal","배추김치(7~9월)","8kcal","깍두기(완제품)(09)","15.2kcal","","","2991.64kcal"
"2021-09-28","우유(백색우유(200ML,연간))(02)","122kcal","주스,사과(190ml/팩)","46kcal","","","","","2991.64kcal"
"2021-09-29","밥","363kcal","밥","363kcal","잡곡밥","355.24kcal","","","3721.01kcal"
"2021-09-29","쇠고기미역국(05)(16)","20.42kcal","건새우애호박찌개(05)(06)(09)(10)","67.09kcal","홍합살짬뽕찌개(05)(10)(17)","73.49kcal","","","3721.01kcal"
"2021-09-29","비엔나소시지케찹볶음(06)(10)(12)","347.48kcal","소양념갈비찜","751.62kcal","북경식탕수육 (05)(06)(10)","557.72kcal","","","3721.01kcal"
"2021-09-29","두부양념장(05)(06)","88.12kcal","오징어젓무침(17)","38.4kcal","고구마샐러드(01)","153.91kcal","","","3721.01kcal"
"2021-09-29","배추김치(7~9월)","8kcal","갓김치","11.52kcal","배추김치(7~9월)","8kcal","","","3721.01kcal"
"2021-09-29","우유(백색우유(200ML,연간))(02)","122kcal","아이스크림 콘,완제품(02)","270kcal","우유(백색우유(200ML,연간))(02)","122kcal","","","3721.01kcal"
"2021-09-30","밥","363kcal","밀쌀밥","363.55kcal","햄치즈버거(02)(06)(10)","567.92kcal","","","3916.96kcal"
"2021-09-30","생선묵김치찌개(05)(06)","71.26kcal","해물순두부찌개(01)(05)(10)(17)(18)","116.51kcal","감자튀김(12)","511.66kcal","","","3916.96kcal"
"2021-09-30","닭순살피망볶음(05)(06)(15)","236.37kcal","돼지고기수육(05)(09)(10)","1095.01kcal","야채샐러드(햄버거용)(01)(12)","72.91kcal","","","3916.96kcal"
"2021-09-30","꽈리고추멸치조림(05)(06)","106.51kcal","모듬쌈(05)(06)","39.86kcal","시리얼","152.8kcal","","","3916.96kcal"
"2021-09-30","열무김치","12.8kcal","배추김치(7~9월)","8kcal","우유(백색우유(200ML,연간))(02)","122kcal","","","3916.96kcal"
"2021-09-30","연세두유고소한아몬드&잣두유, 200mL","","짜먹는요구르트(02)","76.8kcal","","","","","3916.96kcal"
"2021-10-01","떡만둣국(01)(05)(06)(10)(16)","485.09kcal","잡곡밥","355.24kcal","밥","363kcal","","","2568.19kcal"
"2021-10-01","밥2","181.5kcal","쇠고기미역국(05)(16)","19.12kcal","콩나물김치국(05)","24.27kcal","","","2568.19kcal"
"2021-10-01","고추잡채(05)(06)(10)","172.24kcal","오리고추장주물럭(05)(06)","284.97kcal","돈육야채볶음(05)(06)(10)","296.1kcal","","","2568.19kcal"
"2021-10-01","배추김치(10~11월)","8.75kcal","계란찜(01)(09)","87.76kcal","조미김","0kcal","","","2568.19kcal"
"2021-10-01","우유(백색우유(200ML,연간))(02)","122kcal","양배추쌈(05)(06)","67.04kcal","오이양파무침(05)(06)","36.36kcal","","","2568.19kcal"
"2021-10-01","","","배추김치(10~11월)","8.75kcal","배추김치(10~11월)","8.75kcal","","","2568.19kcal"
"2021-10-01","","","주스,과채","","사인머스켓","47.25kcal","","","2568.19kcal"
"2021-10-02","핫도그빵(01)(06)(10)","631.76kcal","찰보리밥","378.8kcal","밥","363kcal","","","2602.58kcal"
"2021-10-02","시리얼","152.8kcal","돼지고기김치찌개(05)(10)","100.3kcal","생선묵찌개(05)(06)","87.73kcal","","","2602.58kcal"
"2021-10-02","야채샐러드(햄버거용)(01)(12)","72.91kcal","닭순살감자조림(05)(06)(15)","137.22kcal","마파두부(05)(06)","162.14kcal","","","2602.58kcal"
"2021-10-02","우유(백색우유(200ML,연간))(02)","122kcal","부추겉절이(05)(06)","28.38kcal","계란장조림(01)(05)(06)(16)","114.64kcal","","","2602.58kcal"
"2021-10-02","탄산음료","117.5kcal","깍두기(임가공)","28.65kcal","배추김치(10~11월)","8.75kcal","","","2602.58kcal"
"2021-10-02","","","농후 발효유(02)","96kcal","","","","","2602.58kcal"
"2021-10-03","돈육김치덮밥(10)","590.11kcal","밥","363kcal","현미밥","381.15kcal","","","2526.80kcal"
"2021-10-03","들깨미역국(05)(16)","23.32kcal","닭볶음탕(15)","241.18kcal","건새우애호박찌개(05)(06)(09)(10)","71.89kcal","","","2526.80kcal"
"2021-10-03","콩나물무침(05)(06)","39.96kcal","오징어볶음(05)(06)(17)","208.23kcal","쇠고기불고기(05)(06)(16)","260.59kcal","","","2526.80kcal"
"2021-10-03","깍두기(임가공)","28.65kcal","조미김","0kcal","모듬쌈(05)(06)","47.49kcal","","","2526.80kcal"
"2021-10-03","우유(백색우유(200ML,연간))(02)","122kcal","오이풋고추된장무침(05)","47.22kcal","배추김치(10~11월)","8.75kcal","","","2526.80kcal"
"2021-10-03","","","배추김치(10~11월)","8.75kcal","","","","","2526.80kcal"
"2021-10-03","","","주스,청포도(190ml/팩)","84.51kcal","","","","","2526.80kcal"
"2021-10-04","밥","363kcal","밥","363kcal","잡곡밥","355.24kcal","","","2485.56kcal"
"2021-10-04","쇠고기육개장(01)(05)(16)","67.53kcal","해물순두부찌개(01)(05)(10)(17)(18)","116.84kcal","돼지고기고추장찌개(05)(06)(10)","121.09kcal","","","2485.56kcal"
"2021-10-04","오징어채볶음(01)(05)(06)(17)","113.81kcal","멸치고추장볶음(06)","106.96kcal","청양풍닭볶음(05)(06)(15)","252.44kcal","","","2485.56kcal"
"2021-10-04","계란찜(01)(09)","87.76kcal","돈육표고장조림(05)(06)(10)","282.03kcal","감자조림(05)(06)","48.81kcal","","","2485.56kcal"
"2021-10-04","배추김치(10~11월)","8.75kcal","배추김치(10~11월)","8.75kcal","배추김치(10~11월)","8.75kcal","","","2485.56kcal"
"2021-10-04","우유(백색우유(200ML,연간))(02)","122kcal","이온음료","58.8kcal","과수원 오렌지","","","","2485.56kcal"
"2021-10-05","밥","363kcal","삼겹살마요덮밥(01)(05)(06)(10)","1123.05kcal","밀쌀밥","363.55kcal","","","3726.19kcal"
"2021-10-05","두부김치국(05)","58.29kcal","버섯매운탕(05)(06)(16)","59.51kcal","감자돈육짜글이(05)(06)(10)","142.63kcal","","","3726.19kcal"
"2021-10-05","비엔나소시지케찹볶음(06)(10)(12)","347.48kcal","조미김","0kcal","오징어튀김&칠리소스(01)(06)(12)","625.66kcal","","","3726.19kcal"
"2021-10-05","오이양파무침(05)(06)","36.36kcal","미나리무생채(05)(06)","24.26kcal","콩나물매운무침(05)(06)","40.25kcal","","","3726.19kcal"
"2021-10-05","깍두기(임가공)","28.65kcal","배추김치(10~11월)","8.75kcal","배추김치(10~11월)","8.75kcal","","","3726.19kcal"
"2021-10-05","우유(백색우유(200ML,연간))(02)","122kcal","아이스크림 샌드위치(02)","252kcal","우유(백색우유(200ML,연간))(02)","122kcal","","","3726.19kcal"
"2021-10-06","밥","363kcal","잡곡밥","355.24kcal","밥","363kcal","","","3043.06kcal"
"2021-10-06","생선묵국(05)(06)","63.2kcal","쇠고기호박찌개(05)(06)(16)","53.34kcal","홍합살짬뽕찌개(05)(10)(17)","73.22kcal","","","3043.06kcal"
"2021-10-06","돼지불고기(05)(06)(10)","380.63kcal","데리야끼갈릭치킨(01)(05)(06)(15)","701.22kcal","고추잡채(05)(06)(10)","172.24kcal","","","3043.06kcal"
"2021-10-06","양배추쌈(05)(06)","67.04kcal","감자매운조림(05)(06)","72.13kcal","고등어순살조림(05)(06)(07)","146.05kcal","","","3043.06kcal"
"2021-10-06","배추김치(10~11월)","8.75kcal","배추김치(10~11월)","8.75kcal","배추김치(10~11월)","8.75kcal","","","3043.06kcal"
"2021-10-06","우유(백색우유(200ML,연간))(02)","122kcal","유산균 발효유(3사교)","84.5kcal","","","","","3043.06kcal"
"2021-10-07","밥","363kcal","찰보리비빔밥(05)","463.35kcal","밥","363kcal","","","2775.14kcal"
"2021-10-07","돼지고기무찌개(05)(06)(10)","108.03kcal","콩나물김치국(05)","24.27kcal","순두부국(01)(05)(16)(18)","74.59kcal","","","2775.14kcal"
"2021-10-07","쇠고기야채볶음(05)(06)(16)","145.54kcal","쇠고기볶음고추장(06)","81.91kcal","돈가스(06)(10)","645.02kcal","","","2775.14kcal"
"2021-10-07","부추겉절이(05)(06)","28.38kcal","계란후라이(01)","98.31kcal","조미김","0kcal","","","2775.14kcal"
"2021-10-07","배추김치(10~11월)","8.75kcal","깍두기(임가공)","28.65kcal","방울토마토샐러드(01)(12)","90.79kcal","","","2775.14kcal"
"2021-10-07","우유(백색우유(200ML,연간))(02)","122kcal","바나나(육사)","76.8kcal","배추김치(10~11월)","8.75kcal","","","2775.14kcal"
"2021-10-07","","","","","감귤 주스(340㎖/ 페트)","44kcal","","","2775.14kcal"
"2021-10-08","밥","363kcal","밥","363kcal","잡곡밥","355.24kcal","","","3511.88kcal"
"2021-10-08","맑은황태채국(01)(05)","32.5kcal","건새우애호박찌개(05)(06)(09)(10)","71.89kcal","버섯감자찌개(05)(06)","66.93kcal","","","3511.88kcal"
"2021-10-08","돈육김치볶음(10)","167.79kcal","궁중떡볶이(05)(06)","284.46kcal","양념치킨(01)(05)(06)(15)","958.07kcal","","","3511.88kcal"
"2021-10-08","연두부양념장(05)(06)","86.23kcal","해물찜(05)(06)(09)(17)(18)","173.7kcal","깻잎조림(05)(06)","34.92kcal","","","3511.88kcal"
"2021-10-08","깍두기(임가공)","28.65kcal","배추김치(10~11월)","8.75kcal","딸기우유(02)","116kcal","","","3511.88kcal"
"2021-10-08","우유(백색우유(200ML,연간))(02)","122kcal","아이스크림 콘,완제품(02)","270kcal","배추김치(10~11월)","8.75kcal","","","3511.88kcal"
"2021-10-09","불고기버거(06)(10)","528.88kcal","흑미밥","381.75kcal","깐풍버섯덮밥(05)(06)(10)","571.58kcal","","","2725.76kcal"
"2021-10-09","시리얼","152.8kcal","쇠고기미역국(05)(16)","19.12kcal","돼지고기김치찌개(05)(10)","100.3kcal","","","2725.76kcal"
"2021-10-09","야채샐러드(햄버거용)(01)(12)","72.91kcal","낙지삼겹볶음(05)(06)(10)","439.92kcal","조미김","0kcal","","","2725.76kcal"
"2021-10-09","탄산음료","117.5kcal","모듬쌈(05)(06)","47.49kcal","삼치순살조림(05)(06)","102.37kcal","","","2725.76kcal"
"2021-10-09","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(10~11월)","8.75kcal","깍두기(임가공)","28.65kcal","","","2725.76kcal"
"2021-10-09","","","포도,신선형(포도(811월))","31.74kcal","","","","","2725.76kcal"
"2021-10-10","밥","363kcal","밥","363kcal","조밥","380.85kcal","","","2534.37kcal"
"2021-10-10","해물순두부찌개(01)(05)(10)(17)(18)","116.84kcal","생선묵찌개(05)(06)","87.73kcal","쇠고기무국(05)(16)","69.71kcal","","","2534.37kcal"
"2021-10-10","중화식잡채(05)(06)(16)","187.2kcal","돈육청경채볶음(05)(06)(10)","348.36kcal","콩나물매운잡채(05)(06)(10)","218.6kcal","","","2534.37kcal"
"2021-10-10","미나리무생채(05)(06)","24.26kcal","양파간장절임(05)(06)","68.84kcal","닭순살샐러드(15)","101.73kcal","","","2534.37kcal"
"2021-10-10","배추김치(10~11월)","8.75kcal","배추김치(10~11월)","8.75kcal","배추김치(10~11월)","8.75kcal","","","2534.37kcal"
"2021-10-10","우유(백색우유(200ML,연간))(02)","122kcal","유산균 발효 음료(02)","56kcal","","","","","2534.37kcal"
"2021-10-11","제육덮밥(05)(06)(10)","769.96kcal","찹쌀밥","384.54kcal","밥","363kcal","","","2714.14kcal"
"2021-10-11","버섯감자찌개(05)(06)","66.93kcal","닭곰탕(05)(15)","128.28kcal","햄김치찌개(10)","138.57kcal","","","2714.14kcal"
"2021-10-11","오이풋고추된장무침(05)","47.22kcal","멸치볶음","92.93kcal","오징어볶음(05)(06)(17)","208.23kcal","","","2714.14kcal"
"2021-09-12","밥","363kcal","밥","363kcal","현미밥","381.15kcal","","","2629.16kcal"
"2021-09-12","콩나물김치국(05)","24.27kcal","닭볶음탕(15)","230.21kcal","돼지고기무찌개(05)(06)(10)","108.34kcal","","","2629.16kcal"
"2021-09-12","돼지불고기(05)(06)(10)","356.53kcal","게맛살야채볶음(05)(06)","94.21kcal","중화식잡채(05)(06)(16)","187.2kcal","","","2629.16kcal"
"2021-09-12","양배추쌈(05)(06)","62.76kcal","순두부양념장(05)(06)","70.72kcal","조미김","0kcal","","","2629.16kcal"
"2021-09-12","깍두기(완제품)(09)","15.2kcal","배추김치(7~9월)","8kcal","삼치순살조림(05)(06)","100.37kcal","","","2629.16kcal"
"2021-09-12","우유(백색우유(200ML,연간))(02)","122kcal","대추방울토마토(비생산기)(12)","11.9kcal","배추김치(7~9월)","8kcal","","","2629.16kcal"
"2021-09-12","","","","","주스,망고코넛(340ml/캔)","122.3kcal","","","2629.16kcal"
"2021-09-13","밥","363kcal","흑미밥","381.75kcal","밥","363kcal","","","2858.03kcal"
"2021-09-13","쇠고기호박찌개(05)(06)(16)","53.34kcal","감자돈육짜글이(05)(06)(10)","142.18kcal","조갯살미역국(05)","11.02kcal","","","2858.03kcal"
"2021-09-13","마파두부(05)(06)","177.27kcal","생선가스(01)(06)","633.11kcal","돈육표고장조림(05)(06)(10)","278.71kcal","","","2858.03kcal"
"2021-09-13","계란찜(01)(09)","87.76kcal","단호박샐러드(01)","95.3kcal","미나리무생채(05)(06)","24.79kcal","","","2858.03kcal"
"2021-09-13","배추김치(7~9월)","8kcal","열무김치","12.8kcal","배추김치(7~9월)","8kcal","","","2858.03kcal"
"2021-09-13","우유(백색우유(200ML,연간))(02)","122kcal","농후 발효유(02)","96kcal","","","","","2858.03kcal"
"2021-09-14","밥","363kcal","중화비빔밥(05)(06)(09)(10)(17)","636.58kcal","잡곡밥","355.24kcal","","","2881.18kcal"
"2021-09-14","돼지고기김치찌개(05)(10)","99.05kcal","생선묵찌개(05)(06)","88.09kcal","쇠고기육개장(01)(05)(16)","67.85kcal","","","2881.18kcal"
"2021-09-14","쇠고기야채볶음(05)(06)(16)","147.58kcal","조미김","0kcal","데리야끼갈릭치킨(01)(05)(06)(15)","673.37kcal","","","2881.18kcal"
"2021-09-14","오이양파무침(05)(06)","38.19kcal","계란후라이(01)","98.21kcal","오이풋고추된장무침(05)","47.22kcal","","","2881.18kcal"
"2021-09-14","열무김치","12.8kcal","배추김치(7~9월)","8kcal","딸기우유(02)","116kcal","","","2881.18kcal"
