날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"","우유(백색우유(200ML,연간))(02)","122","","","","","","",""
"20201029","밥1","235.95","흑미밥","410.55","새우버거(06)(09)","579.83","3168.60","",""
"","떡만둣국(01)(05)(06)(10)(16)","592.98","순두부찌개(01)(05)(10)","188.42","토마토슬라이스(12)","7.13","","",""
"","오징어젓무침(17)","50.05","쌈무/깻잎/쌈장(05)(06)","74.45","딸기쨈","63.5","","",""
"","배추김치(10~11월)","13.75","오리고기버섯볶음(05)(06)","263","혼합시리얼","121.32","","",""
"","우유(백색우유(200ML,연간))(02)","122","백김치","15.12","양배추샐러드(01)(12)","160.55","","",""
"","","","아이스크림 콘,완제품(02)","270","","","","",""
"20201030","밥","399.3","찹쌀밥","391.92","현미밥","413.82","3282.50","",""
"","짬뽕찌개(01)(05)(06)(10)(17)(18)","162.02","주꾸미콩나물비빔밥(05)(06)","220.55","감자국(05)","40.18","","",""
"","고추참치야채볶음","223.63","세절형김","2.15","무초절이","30.86","","",""
"","애호박나물(05)(06)","82.99","쇠고기팽이버섯떡볶음(05)(06)(16)","400.73","닭고기튀김(01)(06)(15)","576.61","","",""
"","배추김치(10~11월)","13.75","가공우유(바나나)(02)","167","배추김치(10~11월)","13.75","","",""
"","우유(백색우유(200ML,연간))(02)","122","파김치","21.24","","","","",""
"20201031","","","자장밥","566.15","햄치즈버거(02)(06)(10)","571.53","3028.97","",""
"","","","단무지(증)","6","토마토슬라이스(12)","7.13","","",""
"","","","김말이튀김(06)","612.51","혼합시리얼","121.32","","",""
"","","","떡볶이(02)(05)(06)(16)","447.13","양배추샐러드(01)(12)","160.55","","",""
"","","","컵과일(브런치)","50","딸기쨈","63.5","","",""
"","","","배추김치(10~11월)","13.75","짜먹는요구르트(02)","38.4","","",""
"","","","우유(백색우유(200ML,연간))(02)","122","","","","",""
"","","","건빵(야채맛)","249","","","","",""
"20201101","현미밥","377.52","마파두부덮밥(05)(06)(10)","821.74","흑미밥","392.4","3139.52","",""
"","느타리버섯국(01)(05)","34.75","만두튀김(01)(05)(06)(10)","490.1","콩나물국(05)","44.22","","",""
"","오이무침(05)(06)","84.36","세절형김","2.15","양배추쌈(05)(06)","73.58","","",""
"","쇠고기꽈리고추조림(05)(06)(16)","133.01","배추김치(10~11월)","13","돼지고기고추장볶음(05)(06)(10)","465.89","","",""
"","배추김치(10~11월)","13","이온음료","58.8","배추김치(10~11월)","13","","",""
"","우유(백색우유(200ML,연간))(02)","122","","","","","","",""
"20201102","밥","399.3","밀쌀밥","363.55","찹쌀밥","373.77","2730.38","",""
"","양배추국(05)(06)","34.39","계란국(01)(05)","43.71","돼지고기감자찌개(05)(06)(10)","143.49","","",""
"","두부조림(05)(06)(10)","160.3","조기튀김(06)","388.07","무나물","59.54","","",""
"","조미김(8절형)","5.25","순살닭고기고구마조림(05)(06)(15)","292.18","잡채(05)(06)(10)","201.89","","",""
"","배추김치(10~11월)","13","배추김치(10~11월)","13","배추김치(10~11월)","13","","",""
"","우유(백색우유(200ML,연간))(02)","122","사과(후지, 상품)","63.945","배 주스(238㎖/캔)","40","","",""
"20201103","밥","399.3","찰보리밥","392.21","잡곡밥","422.57","2950.22","",""
"","쇠고기육개장(01)(05)(06)(16)","109.41","순두부백탕(01)(05)(18)","85.79","시금치된장국(05)(06)","65.11","","",""
"","콩나물무침(05)(06)","55.34","상추/깻잎/청경채/쌈무(05)(06)","55","부추겉절이(05)(06)","32.71","","",""
"","고등어순살조림(05)(06)(07)","186.47","돼지삼겹야채볶음(05)(06)(10)","492.66","오징어볶음(05)(06)(17)","222.65","","",""
"","배추김치(10~11월)","13","배추김치(10~11월)","13","배추김치(10~11월)","13","","",""
"","우유(백색우유(200ML,연간))(02)","122","아이스크림 콘,완제품(02)","270","","","","",""
"20201104","밥","399.3","밀쌀밥","363.55","밥","399.3","2752.32","",""
"","팽이버섯계란국(01)(05)","50.54","새우살배추된장국(05)(06)(09)","87.81","콩나물국(05)","44.22","","",""
"","미나리나물(05)(06)","26.66","팝콘형치킨너겟(06)","547.85","돼지고기감자조림(05)(06)(10)","324.94","","",""
"","조미김(8절형)","5.25","애호박나물(05)(06)","88.51","느타리버섯볶음(05)(06)(10)","188.99","","",""
"","배추김치(10~11월)","13","배추김치(10~11월)","13","배추김치(10~11월)","13","","",""
"","우유(백색우유(200ML,연간))(02)","122","짜먹는요구르트(02)","38.4","망고 주스(180㎖/캔)","26","","",""
"20201105","밥","399.3","흑미밥","392.4","햄치즈버거(02)(06)(10)","571.53","3340.84","",""
"","무국(05)","69.04","조갯살미역국(05)(18)","35.94","토마토슬라이스(12)","8.02","","",""
"","소시지야채볶음(05)(06)(10)(12)","312.45","양파피클(05)(06)","43.05","감자튀김(12)","351.96","","",""
"","마파두부(05)(06)(10)","285.7","오리불고기(05)(06)","316.03","혼합시리얼","126.55","","",""
"","배추김치(10~11월)","13","배추김치(10~11월)","13","양배추샐러드(01)(12)","145.37","","",""
"","","","메론(봄, 가을)","72","딸기쨈","63.5","","",""
"","","","","","우유(백색우유(200ML,연간))(02)","122","","",""
"20201106","떡만둣국(01)(05)(06)(10)(16)","601.93","찹쌀밥","373.77","찰보리밥","392.21","2870.51","",""
"","밥1","254.1","감자계란국(01)(05)","59.26","배추된장국(05)(06)","36.7","","",""
"","오징어젓무침(17)","47.7","미나리나물(05)(06)","26.66","무초절이","30.86","","",""
"","배추김치(10~11월)","13","한우불고기(05)(06)(16)","167.25","닭고기마늘강정(06)(15)","655.99","","",""
"","우유(백색우유(200ML,연간))(02)","122","배추김치(10~11월)","13","배추김치(10~11월)","13","","",""
"","","","단감(10익년2월, 상품)","63.0819","","","","",""
"20201107","","","대패삼겹숙주덮밥(브런치)","675.52","불고기버거(06)(10)","591.99","3260.63","",""
"","","","현미밥","377.52","토마토슬라이스(12)","8.02","","",""
"","","","오징어링튀김(브런치)(17)","349.76","딸기쨈","63.5","","",""
"","","","초코우유(02)","126","양배추샐러드(01)(12)","145.37","","",""
"","","","바나나","96","혼합시리얼","126.55","","",""
"","","","배추김치(10~11월)","13","우유(백색우유(200ML,연간))(02)","122","","",""
"","","","라면(즉석 컵)(06)","365","바나나맛우유(02)","200.4","","",""
"20201108","찐고구마","109.65","햄야채덮밥(05)(06)(10)","688.52","잡곡밥","422.57","2780.75","",""
"","소떡소떡(05)(06)(10)","637.72","갈치순살조림(05)(06)","102.57","돼지고기무찌개(05)(06)(10)","98.84","","",""
"","혼합시리얼","126.55","김자반","43","오징어숙회/초고추장(06)(17)","114.24","","",""
"","구운계란(01)","70.08","배추김치(10~11월)","13","애호박나물(05)(06)","88.51","","",""
"","배추김치(10~11월)","13","탄산음료","117.5","배추김치(10~11월)","13","","",""
"","우유(백색우유(200ML,연간))(02)","122","","","","","","",""
"20201109","밥","399.3","현미밥","377.52","밥","399.3","2955.87","",""
"","부대찌개(05)(06)(10)","178.39","돈가스(06)(10)","534.51","호박된장국(05)(06)","46.79","","",""
"","조미김(8절형)","5.25","쇠고기장조림(05)(06)(16)","91.88","오이무침(05)(06)","84.36","","",""
"","꽈리고추멸치볶음(05)(06)","105.01","매쉬포테이토(01)(12)","179.31","미트볼야채볶음(01)(05)(06)(10)","292.41","","",""
"","배추김치(10~11월)","13","배추김치(10~11월)","13","배추김치(10~11월)","13","","",""
"","우유(백색우유(200ML,연간))(02)","122","주스,카프리썬 오렌지(200ml,파우치)","60","배(신고, 상품)","40.836","","",""
"20201110","찹쌀밥","373.77","밀쌀밥","363.55","밥","399.3","2727.76","",""
"","순두부찌개(01)(05)(10)","166.57","계란국(01)(05)","43.71","버섯육개장(05)(16)","62.38","","",""
"","감자조림(05)(06)","91.23","우엉조림(05)(06)","33.7","오징어브로콜리숙회(06)(17)","120.18","","",""
"","오징어채볶음(01)(05)(06)(17)","253.92","닭순살간장통마늘볶음(05)(06)(15)","273.16","미나리나물(05)(06)","26.66","","",""
"","배추김치(10~11월)","13","배추김치(10~11월)","13","김치볶음","89.63","","",""
"","우유(백색우유(200ML,연간))(02)","122","젤리","160","우유(백색우유(200ML,연간))(02)","122","","",""
"20201111","밥","399.3","흑미밥","392.4","찰보리밥","392.21","2914.57","",""
"","아욱된장국(05)(06)","71.84","쇠고기미역국(05)(16)","46.66","새우순살짬뽕찌개(01)(06)(09)(10)(17)(18)","255.27","","",""
"","무나물","59.54","찹쌀탕수육(05)(06)(10)(12)","509.79","콩나물무침(05)(06)","55.34","","",""
"","조미김(8절형)","5.25","잡채(05)(06)(10)","201.89","계란장조림(01)(05)(06)(10)","140.08","","",""
"","배추김치(10~11월)","13","배추김치(10~11월)","13","배추김치(10~11월)","13","","",""
"","우유(백색우유(200ML,연간))(02)","122","요구르트,떠먹는형(02)","96","복숭아주스(240ml,캔)","128","","",""
"20201112","핫도그빵(01)(06)(10)","589.23","오곡밥","413.5","밀쌀밥","363.55","3168.03","",""
"","양배추샐러드(01)(12)","145.37","근대된장국(05)(06)","49.92","감자계란국(01)(05)","59.26","","",""
"","혼합시리얼","126.55","상추/깻잎/청경채/쌈무(05)(06)","55","파프리카오이초무침","13.69","","",""
"","우유(백색우유(200ML,연간))(02)","122","돼지고기수육(05)(06)(09)(10)","866.02","햄슬라이스야채볶음(05)(06)(10)(12)","291.1","","",""
"","","","백김치","15.12","배추김치(10~11월)","13","","",""
"","","","컵과일(사과, 대추방울토마토)","44.72","","","","",""
"20201113","밥","399.3","닭순살부추비빔밥(05)(06)(15)","689.8","현미밥","377.52","3140.39","",""
"","우유(백색우유(200ML,연간))(02)","122","사과 주스(200㎖/팩)","46","","","","",""
"20201005","밥","399.3","찰보리밥","392.21","밥","399.3","3290.39","",""
"","호박된장국(05)(06)","48.1","돈가스(06)(10)","534.51","꼬리곰탕1형(01)","373.62","","",""
"","조미김(8절형)","5.25","쇠고기장조림(05)(06)(16)","96.82","고추양파된장무침(05)(06)","61.33","","",""
"","오징어채볶음(01)(05)(06)(17)","278.28","매쉬포테이토(01)(12)","170.88","마파두부(05)(06)(10)","282.19","","",""
"","깍두기(임가공)","15.2","깍두기(임가공)","15.2","깍두기(임가공)","15.2","","",""
"","","","우유(백색우유(200ML,연간))(02)","122","","","","",""
"","","","복숭아 주스(340㎖/캔)","81","","","","",""
"20201006","밥","399.3","밀쌀밥","399.85","흑미밥","410.55","3315.72","",""
"","감자국(05)","40.18","무국(05)","65.6","새우순살짬뽕찌개(01)(06)(09)(10)(17)(18)","253.33","","",""
"","조미김(8절형)","5.25","탕수육(05)(06)(10)(12)","460.69","계란장조림(01)(05)(06)(10)","140.24","","",""
"","햄슬라이스야채볶음(05)(06)(10)(12)","301.8","고구마조림(05)(06)","90.84","미트볼야채볶음(01)(05)(06)(10)","287.69","","",""
"","깍두기(임가공)","15.2","깍두기(임가공)","15.2","깍두기(임가공)","15.2","","",""
"","우유(백색우유(200ML,연간))(02)","122","아이스크림 팩형(02)","234","이온음료","58.8","","",""
"20201007","밥","399.3","오곡밥","431.75","밥","399.3","2906.66","",""
"","돼지고기무찌개(05)(06)(10)","106.93","쇠고기미역국(05)(16)","49.26","팽이버섯계란국(01)(05)","57.55","","",""
"","두부조림(05)(06)(10)","184.29","깐쇼새우(05)(06)(12)","435.53","꽁치무조림(05)(06)","212.07","","",""
"","조미김(8절형)","5.25","잡채(05)(06)(10)","214.84","애호박나물(05)(06)","82.99","","",""
"","깍두기(임가공)","15.2","깍두기(임가공)","15.2","깍두기(임가공)","15.2","","",""
"","우유(백색우유(200ML,연간))(02)","122","젤리","160","","","","",""
"20201008","밥","399.3","찹쌀밥","391.92","현미밥","413.82","2698.02","",""
"","버섯육개장(05)(16)","61.67","꽃게탕(05)(06)","99.21","콩나물국(05)","44.22","","",""
"","조미김(8절형)","5.25","고추양파된장무침(05)(06)","61.33","명태순살튀김(05)(06)","386.72","","",""
"","파프리카멸치볶음(05)(06)","146.23","훈제오리볶음","266.1","꽈리고추감자조림(05)(06)","36.65","","",""
"","깍두기(임가공)","15.2","깍두기(임가공)","15.2","깍두기(임가공)","15.2","","",""
"","우유(백색우유(200ML,연간))(02)","122","요구르트,떠먹는형(02)","96","우유(백색우유(200ML,연간))(02)","122","","",""
"20201009","밥","399.3","찰보리밥","392.21","잡곡밥","440.72","3110.44","",""
"","순두부버섯탕(05)","67.57","호박된장국(05)(06)","48.1","감자국(05)","40.18","","",""
"","조미김(8절형)","5.25","양배추쌈(05)(06)","75.58","팝콘형치킨너겟(06)","552.61","","",""
"","가지볶음(05)(06)","96.12","돼지고기고구마조림(05)(06)(10)","632.25","계란찜(01)(09)","114.55","","",""
"","깍두기(임가공)","15.2","깍두기(임가공)","15.2","깍두기(임가공)","15.2","","",""
"","","","바나나맛우유(02)","200.4","","","","",""
"20201010","우유(백색우유(200ML,연간))(02)","122","리얼브런치(01)(02)(06)(10)","1176.03","닭고기덮밥(05)(06)(15)","601.08","2798.12","",""
"","","","시리얼(증)","200","콩나물국(05)","44.22","","",""
"","","","컵과일","46","파프리카오이초무침","22.08","","",""
"","","","라면(즉석 컵)(06)","365","깍두기(임가공)","15.2","","",""
"","","","우유(백색우유(200ML,연간))(02)","122","포도 주스(180㎖/캔)","84.51","","",""
"20201011","찐고구마","109.65","마파두부덮밥(05)(06)(10)","771.87","흑미밥","410.55","3177.72","",""
"","소떡소떡(05)(06)(10)","645.28","무나물","60.08","생선묵국(05)(06)","139.09","","",""
"","혼합시리얼","121.32","세절형김","2.15","양파피클(05)(06)","43.1","","",""
"","구운계란(01)","70.08","깍두기(임가공)","15.2","돼지삼겹야채볶음(05)(06)(10)","502.55","","",""
"","깍두기(임가공)","15.2","오렌지 주스(200㎖/팩)","96","깍두기(임가공)","15.2","","",""
"","우유(백색우유(200ML,연간))(02)","122","짜먹는요구르트(02)","38.4","","","","",""
"20201012","밥","399.3","찰보리밥","392.21","찹쌀밥","391.92","2715.53","",""
"","감자국(05)","40.18","미역계란국(01)(05)","43.78","쇠고기무국(05)(16)","97.76","","",""
"","게맛살오이초무침","78.59","고등어마늘튀김(01)(06)(07)","455.73","느타리버섯볶음(05)(06)(10)","160.16","","",""
"","쇠고기꽈리고추조림(05)(06)(16)","144.64","전복버섯조림(05)(06)(18)","61.17","잡채(05)(06)(10)","214.84","","",""
"","배추김치(10~11월)","13.75","배추김치(10~11월)","13.75","배추김치(10~11월)","13.75","","",""
"","우유(백색우유(200ML,연간))(02)","122","메론(봄, 가을)","72","","","","",""
"20201013","밥","399.3","밀쌀밥","399.85","밥","399.3","3418.34","",""
"","순두부찌개(01)(05)(10)","188.42","꼬리곰탕1형(01)","373.62","호박된장국(05)(06)","48.1","","",""
"","감자조림(05)(06)","100.63","오이무침(05)(06)","93.86","양배추쌈(05)(06)","75.58","","",""
"","조미김(8절형)","5.25","오징어튀김(01)(05)(06)","470.53","돼지고기콩나물볶음(05)(06)(10)","448.65","","",""
"","배추김치(10~11월)","13.75","배추김치(10~11월)","13.75","배추김치(10~11월)","13.75","","",""
"","우유(백색우유(200ML,연간))(02)","122","아이스크림 샌드위치(02)","252","","","","",""
"20201014","밥","399.3","찹쌀밥","391.92","현미밥","413.82","2744.62","",""
"","돼지고기감자찌개(05)(06)(10)","120.35","느타리버섯국(01)(05)","35.6","쇠고기육개장(01)(05)(06)(16)","123.76","","",""
"","단무지무침(05)(06)","36.77","채소스틱(모듬 선택)","48.1","오징어젓무침(17)","50.05","","",""
"","삶은계란(01)","70.48","닭고기단호박조림(05)(06)(15)","310.89","만두튀김(01)(05)(06)(10)","490.33","","",""
"","배추김치(10~11월)","13.75","배추김치(10~11월)","13.75","배추김치(10~11월)","13.75","","",""
"","우유(백색우유(200ML,연간))(02)","122","사인머스켓","90","","","","",""
"20201015","핫도그빵(01)(06)(10)","604.98","밀쌀밥","399.85","흑미밥","410.55","3385.84","",""
"","혼합시리얼","121.32","새우살배추된장국(05)(06)(09)","88.82","부대찌개(05)(06)(10)","156.08","","",""
"","양배추샐러드(01)(12)","160.55","상추/깻잎쌈(05)(06)","36.85","부추겉절이(05)(06)","33.94","","",""
"","우유(백색우유(200ML,연간))(02)","122","돼지고기수육(05)(06)(09)(10)","880.9","두부김치(05)(06)(10)","290.29","","",""
"","","","배추김치(10~11월)","13.75","파김치","21.24","","",""
"","","","컵과일(사과, 대추방울토마토)","44.72","","","","",""
"20201016","밥","399.3","잡곡밥","440.72","찰보리밥","392.21","3051.23","",""
"","쇠고기무국(05)(16)","97.76","한우불고기비빔밥(05)(06)(16)","283.1","북어채국(01)(05)","63.64","","",""
"","조미김(8절형)","5.25","세절형김","2.15","무초절이","30.86","","",""
"","김치볶음","75.07","삶은계란(01)","70.48","닭고기마늘강정(06)(15)","649.14","","",""
"","오징어채볶음(01)(05)(06)(17)","278.28","가공우유(딸기)(02)","116","갓김치","11.52","","",""
"","우유(백색우유(200ML,연간))(02)","122","배추김치(10~11월)","13.75","","","","",""
"20201017","우유(백색우유(200ML,연간))(02)","122","오곡밥","431.75","불고기버거(06)(10)","591.99","3100.30","",""
"","","","순대국밥","390","토마토슬라이스(12)","7.13","","",""
"","","","양배추/풋고추쌈(05)(06)","46.42","혼합시리얼","121.32","","",""
"","","","용가리치킨(브런치)(15)","757.01","딸기쨈","63.5","","",""
"","","","요거트푸딩","113.4","양배추샐러드(01)(12)","160.55","","",""
"","","","바나나","96","거봉포도","63.48","","",""
"","","","배추김치(10~11월)","13.75","","","","",""
"","","","우유(백색우유(200ML,연간))(02)","122","","","","",""
"20201018","밥","399.3","삼겹살간장덮밥(05)(06)(10)","946.64","현미밥","413.82","3087.81","",""
"","콩나물국(05)","44.22","구운계란(01)","70.08","감자국(05)","40.18","","",""
"","소시지야채볶음(05)(06)(10)(12)","314.25","배추김치(10~11월)","13.75","오징어브로콜리숙회(06)(17)","138.68","","",""
"","즉석카레소스(06)(10)","250.8","주스,망고코넛(340ml/캔)","122.3","두부조림(05)(06)(10)","184.29","","",""
"","배추김치(10~11월)","13.75","","","배추김치(10~11월)","13.75","","",""
"","우유(백색우유(200ML,연간))(02)","122","","","","","","",""
"20201019","밥","399.3","밀쌀밥","399.85","밥","399.3","3059.21","",""
"","호박된장국(05)(06)","48.1","꼬리곰탕1형(01)","373.62","무국(05)","65.6","","",""
"","돼지고기감자조림(05)(06)(10)","249.13","양파/풋고추쌈(05)(06)","62.68","새우튀김케첩볶음(06)(09)(12)","361.73","","",""
"","김자반","43","닭순살간장통마늘볶음(05)(06)(15)","278.03","쇠고기야채조림(05)(06)(16)","112.58","","",""
"","배추김치(10~11월)","13.75","배추김치(10~11월)","13.75","배추김치(10~11월)","13.75","","",""
"","우유(백색우유(200ML,연간))(02)","122","배(신고, 상품)","44.239","이온음료","58.8","","",""
"20201020","찹쌀밥","391.92","찰보리밥","392.21","밥","399.3","3299.41","",""
"","쇠고기미역국(05)(16)","49.26","감자계란국(01)(05)","52.44","순두부해물찌개(01)(05)(10)(17)(18)","223.36","","",""
"","조미김(8절형)","5.25","양배추/풋고추쌈(05)(06)","46.42","고구마맛탕(05)(06)","389.68","","",""
"","파프리카멸치볶음(05)(06)","146.23","돼지삼겹야채볶음(05)(06)(10)","502.55","오징어볶음(05)(06)(17)","240.06","","",""
"","배추김치(10~11월)","13.75","배추김치(10~11월)","13.75","배추김치(10~11월)","13.75","","",""
"","우유(백색우유(200ML,연간))(02)","122","포도,신선형(포도(811월))","63.48","","","","",""
"","","","아이스크림 팩형(02)","234","","","","",""
"20201021","흑미밥","410.55","새우볶음밥","755.25","밀쌀밥","399.85","2880.17","",""
"","사골곰탕","172.75","배추된장국(05)(06)","37.5","콩나물국(05)","44.22","","",""
"","꽈리고추감자조림(05)(06)","36.65","잡채(05)(06)(10)","214.84","조기튀김(06)","383.68","","",""
"","애호박나물(05)(06)","82.99","배추김치(10~11월)","13.75","계란장조림(01)(05)(06)(10)","140.24","","",""
"","배추김치(10~11월)","13.75","짜먹는요구르트(02)","38.4","배추김치(10~11월)","13.75","","",""
"","우유(백색우유(200ML,연간))(02)","122","","","","","","",""
"20201022","밥","399.3","현미밥","413.82","에그햄치즈버거(02)(06)(10)","631.99","3463.22","",""
"","돼지고기감자찌개(05)(06)(10)","120.35","삼계탕(15)","609.51","토마토슬라이스(12)","7.13","","",""
"","조미김(8절형)","5.25","오징어젓무침(17)","50.05","감자튀김(12)","353.17","","",""
"","두부김치(05)(06)(10)","290.29","부추겉절이(05)(06)","33.94","혼합시리얼","121.32","","",""
"","갓김치","11.52","배추김치(10~11월)","13.75","딸기쨈","63.5","","",""
"","우유(백색우유(200ML,연간))(02)","122","컵과일(사과, 거봉)","55.78","양배추샐러드(01)(12)","160.55","","",""
"20201023","밥","399.3","밥","399.3","오곡밥","431.75","3327.04","",""
"","짬뽕찌개(01)(05)(06)(10)(17)(18)","162.02","돈가스(06)(10)","534.51","계란국(01)(05)","43.41","","",""
"","가지볶음(05)(06)","96.12","돈육표고장조림(05)(06)(10)","241.17","무나물","60.08","","",""
"","피망생선묵볶음(05)(06)","189.73","가공우유(초코)(02)","126","매운닭고기고구마조림(05)(06)(15)","392.97","","",""
"","배추김치(10~11월)","13.75","토마토샐러드(01)(12)","87.43","배추김치(10~11월)","13.75","","",""
"","우유(백색우유(200ML,연간))(02)","122","배추김치(10~11월)","13.75","","","","",""
"20201024","우유(백색우유(200ML,연간))(02)","122","찹쌀밥","391.92","핫도그빵(01)(06)(10)","604.98","3592.58","",""
"","","","훈제오리덮밥(브런치)","364.1","감자튀김(12)","353.17","","",""
"","","","단호박부꾸미","508.41","혼합시리얼","121.32","","",""
"","","","계란말이(브런치)","160","양배추샐러드(01)(12)","160.55","","",""
"20201016","밥","399.3","잡곡밥","440.72","찰보리밥","392.21","3051.23","",""
"","쇠고기무국(05)(16)","97.76","한우불고기비빔밥(05)(06)(16)","283.1","북어채국(01)(05)","63.64","","",""
"","조미김(8절형)","5.25","세절형김","2.15","무초절이","30.86","","",""
"","김치볶음","75.07","삶은계란(01)","70.48","닭고기마늘강정(06)(15)","649.14","","",""
"","오징어채볶음(01)(05)(06)(17)","278.28","가공우유(딸기)(02)","116","갓김치","11.52","","",""
"","우유(백색우유(200ML,연간))(02)","122","배추김치(10~11월)","13.75","","","","",""
"20201017","우유(백색우유(200ML,연간))(02)","122","오곡밥","431.75","불고기버거(06)(10)","591.99","3100.30","",""
"","","","순대국밥","390","토마토슬라이스(12)","7.13","","",""
"","","","양배추/풋고추쌈(05)(06)","46.42","혼합시리얼","121.32","","",""
"","","","용가리치킨(브런치)(15)","757.01","딸기쨈","63.5","","",""
"","","","요거트푸딩","113.4","양배추샐러드(01)(12)","160.55","","",""
"","","","바나나","96","거봉포도","63.48","","",""
"","","","배추김치(10~11월)","13.75","","","","",""
"","","","우유(백색우유(200ML,연간))(02)","122","","","","",""
"20201018","밥","399.3","삼겹살간장덮밥(05)(06)(10)","946.64","현미밥","413.82","3087.81","",""
"","콩나물국(05)","44.22","구운계란(01)","70.08","감자국(05)","40.18","","",""
"","소시지야채볶음(05)(06)(10)(12)","314.25","배추김치(10~11월)","13.75","오징어브로콜리숙회(06)(17)","138.68","","",""
"","즉석카레소스(06)(10)","250.8","주스,망고코넛(340ml/캔)","122.3","두부조림(05)(06)(10)","184.29","","",""
"","배추김치(10~11월)","13.75","","","배추김치(10~11월)","13.75","","",""
"","우유(백색우유(200ML,연간))(02)","122","","","","","","",""
"20201019","밥","399.3","밀쌀밥","399.85","밥","399.3","3059.21","",""
"","호박된장국(05)(06)","48.1","꼬리곰탕1형(01)","373.62","무국(05)","65.6","","",""
"","돼지고기감자조림(05)(06)(10)","249.13","양파/풋고추쌈(05)(06)","62.68","새우튀김케첩볶음(06)(09)(12)","361.73","","",""
"","김자반","43","닭순살간장통마늘볶음(05)(06)(15)","278.03","쇠고기야채조림(05)(06)(16)","112.58","","",""
"","배추김치(10~11월)","13.75","배추김치(10~11월)","13.75","배추김치(10~11월)","13.75","","",""
"","우유(백색우유(200ML,연간))(02)","122","배(신고, 상품)","44.239","이온음료","58.8","","",""
"20201020","찹쌀밥","391.92","찰보리밥","392.21","밥","399.3","3299.41","",""
"","쇠고기미역국(05)(16)","49.26","감자계란국(01)(05)","52.44","순두부해물찌개(01)(05)(10)(17)(18)","223.36","","",""
"","조미김(8절형)","5.25","양배추/풋고추쌈(05)(06)","46.42","고구마맛탕(05)(06)","389.68","","",""
"","파프리카멸치볶음(05)(06)","146.23","돼지삼겹야채볶음(05)(06)(10)","502.55","오징어볶음(05)(06)(17)","240.06","","",""
"","배추김치(10~11월)","13.75","배추김치(10~11월)","13.75","배추김치(10~11월)","13.75","","",""
"","우유(백색우유(200ML,연간))(02)","122","포도,신선형(포도(811월))","63.48","","","","",""
"","","","아이스크림 팩형(02)","234","","","","",""
"20201021","흑미밥","410.55","새우볶음밥","755.25","밀쌀밥","399.85","2880.17","",""
"","사골곰탕","172.75","배추된장국(05)(06)","37.5","콩나물국(05)","44.22","","",""
