날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"2021-10-19","죽순야채무침(05)(06)","39.82kcal","오이양파무침(05)(06)","29.77kcal","떡볶이(05)(06)","320.52kcal","","","3558.38kcal"
"2021-10-19","깍두기(임가공)","28.65kcal","배추김치","25.8kcal","배추김치","25.8kcal","","","3558.38kcal"
"2021-10-19","","","","","우유(백색우유(200ML,연간))(02)","122kcal","","","3558.38kcal"
"2021-10-20","잡곡밥","387.79kcal","잡곡밥","387.79kcal","햄야채볶음밥(01)(05)(06)(10)","501.97kcal","","","2627.64kcal"
"2021-10-20","미역국(05)","9.04kcal","된장찌개(05)(06)(18)","80.7kcal","버섯된장찌개(05)(06)(16)","104.41kcal","","","2627.64kcal"
"2021-10-20","돈육굴소스양배추볶음(10)","268.99kcal","닭순살야채조림(05)(06)(15)","378.49kcal","꽈리고추양념무침(05)(06)","21.26kcal","","","2627.64kcal"
"2021-10-20","두부조림(05)(06)","143.75kcal","고구마샐러드(01)","154.03kcal","갓김치","11.52kcal","","","2627.64kcal"
"2021-10-20","배추김치","25.8kcal","배추김치","25.8kcal","사인머스켓","67.5kcal","","","2627.64kcal"
"2021-10-20","","","이온음료","58.8kcal","","","","","2627.64kcal"
"2021-10-21","떡국(01)(05)(06)(10)","511.34kcal","참치마요덮밥(01)(05)(06)","725.17kcal","밥1","363kcal","","","3097.12kcal"
"2021-10-21","밥1","363kcal","패주콩나물국(05)(06)(09)","80.52kcal","김치국(05)","28.59kcal","","","3097.12kcal"
"2021-10-21","버섯불고기찜(06)(10)","298.77kcal","감자샐러드(01)","116.19kcal","콩나물볶음(05)","53.92kcal","","","3097.12kcal"
"2021-10-21","오이풋고추된장무침(05)(06)","39.71kcal","배추김치","25.8kcal","돼지갈비찜(구매)(05)(06)","46.29kcal","","","3097.12kcal"
"2021-10-21","배추김치","25.8kcal","우유(백색우유(200ML,연간))(02)","122kcal","참돔간장조림(05)(06)","297.02kcal","","","3097.12kcal"
"2021-10-22","밥1","363kcal","밥1","363kcal","밥1","363kcal","","","3027.37kcal"
"2021-10-22","콩나물국(05)","23.37kcal","감자짜글이(05)(06)(10)","140.79kcal","맑은된장국(05)(06)","55.2kcal","","","3027.37kcal"
"2021-10-22","호박볶음(09)","59.28kcal","쭈꾸미볶음(05)(06)","147.41kcal","팝콘형치킨너겟(06)","770.22kcal","","","3027.37kcal"
"2021-10-22","돼지고기감자조림(05)(06)(10)","359.6kcal","깻잎조림(05)(06)","43.57kcal","두부찜(05)(06)","124.36kcal","","","3027.37kcal"
"2021-10-22","배추김치","25.8kcal","무나물","40.97kcal","배추김치","25.8kcal","","","3027.37kcal"
"2021-10-22","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3027.37kcal"
"2021-10-23","불고기버거(01)(06)(10)(12)","835.63kcal","밥1","363kcal","밥1","363kcal","","","2854.43kcal"
"2021-10-23","야채샐러드(01)","78.44kcal","버섯된장찌개(05)(06)(16)","104.41kcal","사골곰탕","174.9kcal","","","2854.43kcal"
"2021-10-23","사이다","97.5kcal","콩나물볶음(05)","53.92kcal","돼지고기김치볶음(05)(06)(10)","295.58kcal","","","2854.43kcal"
"2021-10-23","우유(백색우유(200ML,연간))(02)","122kcal","닭순살야채샐러드(01)(15)","145.49kcal","오징어젓무침(17)","24.66kcal","","","2854.43kcal"
"2021-10-23","바나나","76.8kcal","배추김치","25.8kcal","배추김치","25.8kcal","","","2854.43kcal"
"2021-10-23","사인머스켓","67.5kcal","","","","","","","2854.43kcal"
"2021-10-24","잡곡밥","387.79kcal","잡곡밥","387.79kcal","하와이안볶음밥(01)(05)(06)(10)","539.54kcal","","","2497.76kcal"
"2021-10-24","계란국(01)(05)","73.14kcal","닭곰탕(15)","214.25kcal","감자짜글이(05)(06)(10)","140.79kcal","","","2497.76kcal"
"2021-10-24","제육볶음(05)(06)(10)","377.83kcal","감자채볶음(10)","97.55kcal","오이무침(06)","30.74kcal","","","2497.76kcal"
"2021-10-24","모듬야채(05)(06)","28.11kcal","오징어젓무침(17)","24.66kcal","백김치","15.12kcal","","","2497.76kcal"
"2021-10-24","깍두기(임가공)","28.65kcal","초코우유(02)","126kcal","","","","","2497.76kcal"
"2021-10-24","","","배추김치","25.8kcal","","","","","2497.76kcal"
"2021-10-25","밥1","363kcal","잡곡밥","387.79kcal","밥1","363kcal","","","2599.80kcal"
"2021-10-25","열무된장국(05)(06)","55.14kcal","무두부조개탕(05)(18)","58.05kcal","쇠고기무국(05)(16)","57.43kcal","","","2599.80kcal"
"2021-10-25","돼지불고기(05)(06)(10)","356.21kcal","닭갈비(05)(06)(15)","251.85kcal","치킨가스(완제품)","248.64kcal","","","2599.80kcal"
"2021-10-25","감자조림(05)(06)","58.27kcal","오이풋고추된장무침(05)(06)","39.71kcal","비빔당면(05)(06)","158.46kcal","","","2599.80kcal"
"2021-10-25","배추김치","25.8kcal","배추김치","25.8kcal","깍두기(임가공)","28.65kcal","","","2599.80kcal"
"2021-10-25","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2599.80kcal"
"2021-10-26","밥1","363kcal","해물스파게티(06)(12)(17)(18)","781.66kcal","밥1","363kcal","","","3589.02kcal"
"2021-10-26","김치국(05)","28.59kcal","밥1","363kcal","꽃게탕(05)(06)(08)","75.69kcal","","","3589.02kcal"
"2021-10-26","제육볶음(05)(06)(10)","377.83kcal","돈가스(06)(10)","589.76kcal","닭간장소스찜(05)(06)(15)","253kcal","","","3589.02kcal"
"2021-10-26","스크램블에그(01)(12)","142.26kcal","단무지무침(05)(06)","23.75kcal","꽈리고추양념무침(05)(06)","21.26kcal","","","3589.02kcal"
"2021-10-26","오이양파무침(05)(06)","29.77kcal","깍두기(임가공)","28.65kcal","배추김치","25.8kcal","","","3589.02kcal"
"2021-10-26","","","우유(백색우유(200ML,연간))(02)","122kcal","","","","","3589.02kcal"
"2021-10-27","닭고기덮밥(05)(06)(15)","580.55kcal","카레밥(06)(10)","642.79kcal","햄치즈버거(개선)(01)(02)(06)(10)(12)","1205.95kcal","","","3125.94kcal"
"2021-10-27","쇠고기미역국(05)(16)","42.44kcal","생선묵찌개(05)(06)(09)","73.69kcal","우유(백색우유(200ML,연간))(02)","244kcal","","","3125.94kcal"
"2021-10-27","마파두부(05)(06)(10)","163.29kcal","모둠버섯볶음","39.63kcal","","","","","3125.94kcal"
"2021-10-27","배추김치","25.8kcal","배추김치","25.8kcal","","","","","3125.94kcal"
"2021-09-26","돼지고기부추볶음(05)(06)(10)","298.31kcal","오징어채볶음(01)(06)(17)","115.6kcal","상추겉절이(05)(06)","27.22kcal","","","2796.87kcal"
"2021-09-26","마파두부(05)(06)(10)","165.72kcal","백김치","15.12kcal","가공우유(바나나)(02)","167kcal","","","2796.87kcal"
"2021-09-26","배추김치(7~9월)","11.25kcal","","","배추김치(7~9월)","11.25kcal","","","2796.87kcal"
"2021-09-26","우유(백색우유(200ML,연간))(02)","122kcal","","","가공우유(바나나)(02)","167kcal","","","2796.87kcal"
"2021-09-26","","","","","감귤 주스(180㎖/병)","180kcal","","","2796.87kcal"
"2021-09-27","간장계란밥(01)(05)(06)(15)","574.4kcal","밥1","363kcal","검은콩밥","383.65kcal","","","2875.18kcal"
"2021-09-27","김치국(05)","28.59kcal","육개장(05)(06)","69.23kcal","무국(05)","21.94kcal","","","2875.18kcal"
"2021-09-27","부추된장무침(05)(06)","32kcal","고구마맛탕(05)(06)","501.96kcal","닭갈비(05)(06)(15)","228.85kcal","","","2875.18kcal"
"2021-09-27","오이양파장아찌(05)(06)","20.99kcal","햄버거스테이크","55.25kcal","생선묵조림(05)(06)","139.46kcal","","","2875.18kcal"
"2021-09-27","","","열무김치","12.8kcal","배추김치(7~9월)","11.25kcal","","","2875.18kcal"
"2021-09-27","","","","","김치왕뚜껑,110g,용기라면(다수공급자계약,영내자증식,팔도)","431.81kcal","","","2875.18kcal"
"2021-09-28","돼지고기김치볶음밥(05)(06)(10)","679.56kcal","쫄면(01)(05)(06)","805.55kcal","하와이안볶음밥(05)(06)(09)","421.98kcal","","","3652.63kcal"
"2021-09-28","두부김치(05)(10)","236.27kcal","돈가스(06)(10)","589.76kcal","닭고기미역국(05)(15)","71.91kcal","","","3652.63kcal"
"2021-09-28","스크램블에그(01)(12)","128.24kcal","감자샐러드(01)","116.19kcal","비엔나소시지케찹볶음(10)(12)","333.1kcal","","","3652.63kcal"
"2021-09-28","배추김치(7~9월)","11.25kcal","배추김치(7~9월)","11.25kcal","깻잎조림(05)(06)","43.57kcal","","","3652.63kcal"
"2021-09-28","우유(백색우유(200ML,연간))(02)","122kcal","식혜","82kcal","","","","","3652.63kcal"
"2021-09-29","밥1","363kcal","밥1","363kcal","잡곡밥","387.79kcal","","","3001.14kcal"
"2021-09-29","감자짜글이(05)(06)(10)","140.89kcal","닭볶음탕(05)(06)(15)","259.25kcal","콩나물국(05)","18.07kcal","","","3001.14kcal"
"2021-09-29","쭈꾸미볶음(05)(06)","154.31kcal","궁중떡볶이(05)(06)(16)","378.65kcal","들깨순볶음(05)","25.06kcal","","","3001.14kcal"
"2021-09-29","애호박나물(05)","130.58kcal","참돔간장조림(05)(06)","297.02kcal","돈육표고장조림(05)(06)(10)","264.22kcal","","","3001.14kcal"
"2021-09-29","배추김치(7~9월)","11.25kcal","갓김치","16kcal","배추김치(7~9월)","11.25kcal","","","3001.14kcal"
"2021-09-29","","","이온음료","58.8kcal","우유(백색우유(200ML,연간))(02)","122kcal","","","3001.14kcal"
"2021-09-30","밥1","363kcal","밥1","363kcal","밥1","363kcal","","","3574.88kcal"
"2021-09-30","패주콩나물국(05)(06)(09)","75.22kcal","된장찌개(05)(06)(18)","80.76kcal","해물짬뽕찌개(05)(06)(09)(17)","126.09kcal","","","3574.88kcal"
"2021-09-30","쇠고기당면찌개(05)(09)(16)","134.16kcal","삼겹살구이(10)","1088.57kcal","탕수육(05)(06)(10)(12)","529.87kcal","","","3574.88kcal"
"2021-09-30","두부조림(05)(06)","143.75kcal","모듬쌈(05)(06)","36.53kcal","꽈리고추양념무침(05)(06)","22.34kcal","","","3574.88kcal"
"2021-09-30","오이양파장아찌(05)(06)","20.99kcal","갓김치","16kcal","열무김치","12.8kcal","","","3574.88kcal"
"2021-09-30","우유(백색우유(200ML,연간))(02)","122kcal","바나나","76.8kcal","","","","","3574.88kcal"
"2021-10-01","돼지고기김치덮밥(05)(06)(10)","779.85kcal","밥1","363kcal","밥1","363kcal","","","2827.82kcal"
"2021-10-01","버섯된장찌개(05)(06)(16)","104.41kcal","된장찌개(05)(06)(18)","80.7kcal","무두부조개탕(05)(18)","58.05kcal","","","2827.82kcal"
"2021-10-01","스크램블에그(01)(12)","142.26kcal","꽈리고추멸치볶음(05)(06)","67.64kcal","감자채볶음(10)","97.55kcal","","","2827.82kcal"
"2021-10-01","배추김치","25.8kcal","오리불고기(05)(06)","328.53kcal","닭고기매운조림(05)(06)(15)","240.58kcal","","","2827.82kcal"
"2021-10-01","우유(백색우유(200ML,연간))(02)","122kcal","깍두기(임가공)","28.65kcal","배추김치","25.8kcal","","","2827.82kcal"
"2021-10-02","불고기샐러드(05)(06)","111.86kcal","밥1","363kcal","밥1","363kcal","","","3139.99kcal"
"2021-10-02","핫도그(01)(06)(10)(12)","926.07kcal","감자양파찌개(05)(06)","82.18kcal","콩나물무채국(05)","23.86kcal","","","3139.99kcal"
"2021-10-02","양배추샐러드(01)","54.81kcal","돼지불고기(05)(06)(10)","356.21kcal","닭갈비(05)(06)(15)","251.85kcal","","","3139.99kcal"
"2021-10-02","컵과일(사과)","49kcal","배추김치","25.8kcal","두부조림(05)(06)","143.75kcal","","","3139.99kcal"
"2021-10-02","우유(백색우유(200ML,연간))(02)","244kcal","","","배추김치","25.8kcal","","","3139.99kcal"
"2021-10-02","메론(봄, 가을)","118.8kcal","","","","","","","3139.99kcal"
"2021-10-03","밥1","363kcal","찹쌀밥","373.41kcal","밥1","363kcal","","","2450.79kcal"
"2021-10-03","김치국(05)","28.59kcal","어묵탕(05)(06)","58.49kcal","닭곰탕(15)","214.25kcal","","","2450.79kcal"
"2021-10-03","쇠고기당면찌개(05)(09)(16)","152.43kcal","오삼불고기(05)(06)(10)(17)","375.5kcal","감자채볶음(10)","97.55kcal","","","2450.79kcal"
"2021-10-03","깻잎조림(05)(06)","43.57kcal","양배추쌈(05)(06)","39.64kcal","스크램블에그(01)(12)","142.26kcal","","","2450.79kcal"
"2021-10-03","깍두기(임가공)","28.65kcal","딸기우유(02)","116kcal","깍두기(임가공)","28.65kcal","","","2450.79kcal"
"2021-10-03","","","배추김치","25.8kcal","","","","","2450.79kcal"
"2021-10-04","잡곡밥","387.79kcal","햄야채볶음밥(01)(05)(06)(10)","501.97kcal","잡곡밥","387.79kcal","","","2260.39kcal"
"2021-10-04","미역국(05)","9.04kcal","패주콩나물국(05)(06)(09)","80.52kcal","맑은된장국(05)(06)","55.2kcal","","","2260.39kcal"
"2021-10-04","호박볶음(09)","59.28kcal","마파두부(05)(06)(10)","163.29kcal","느타리버섯볶음(16)","120.88kcal","","","2260.39kcal"
"2021-10-04","돈육굴소스양배추볶음(10)","268.99kcal","배추김치","25.8kcal","부추겉절이(05)(06)","26.24kcal","","","2260.39kcal"
"2021-10-04","배추김치","25.8kcal","","","배추김치","25.8kcal","","","2260.39kcal"
"2021-10-04","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2260.39kcal"
"2021-10-05","밥1","363kcal","밥1","363kcal","황태채무국(01)","44.1kcal","","","3037.73kcal"
"2021-10-05","생선묵찌개(05)(06)(09)","73.69kcal","쇠고기육개장(01)(05)(06)(16)","108.45kcal","청양풍닭볶음(05)(06)(15)","624.95kcal","","","3037.73kcal"
"2021-10-05","오징어볶음(05)(06)(17)","141.43kcal","돈가스(06)(10)","589.76kcal","두부조림(05)(06)","143.75kcal","","","3037.73kcal"
"2021-10-05","돼지고기감자조림(05)(06)(10)","359.6kcal","단무지무침(05)(06)","23.75kcal","배추김치","25.8kcal","","","3037.73kcal"
"2021-10-05","배추김치","25.8kcal","깍두기(임가공)","28.65kcal","","","","","3037.73kcal"
"2021-10-05","","","우유(백색우유(200ML,연간))(02)","122kcal","","","","","3037.73kcal"
"2021-10-06","찹쌀밥","373.41kcal","잡곡밥","387.79kcal","새우버거(01)(06)(09)(12)","677.2kcal","","","2498.02kcal"
"2021-10-06","콩나물국(05)","23.37kcal","감자양파찌개(05)(06)","82.18kcal","우유(백색우유(200ML,연간))(02)","244kcal","","","2498.02kcal"
"2021-10-06","버섯불고기찜(06)(10)","298.77kcal","들깨순볶음(05)","25.06kcal","","","","","2498.02kcal"
"2021-10-06","시금치무침(05)(06)","22.84kcal","닭간장소스찜(05)(06)(15)","253kcal","","","","","2498.02kcal"
"2021-10-06","배추김치","25.8kcal","배추김치","25.8kcal","","","","","2498.02kcal"
"2021-10-06","","","이온음료","58.8kcal","","","","","2498.02kcal"
"2021-10-07","밥1","363kcal","검은콩밥","383.65kcal","치킨마요덮밥(01)(05)(06)(15)","1055.65kcal","","","3189.49kcal"
"2021-10-07","들깨미역국(05)","15.36kcal","계란국(01)(05)","73.14kcal","쇠고기버섯전골(05)(16)","128.2kcal","","","3189.49kcal"
"2021-10-07","비엔나소시지케찹볶음(10)(12)","333.1kcal","콩나물불고기(05)(06)(10)","242.6kcal","야채샐러드(01)","78.44kcal","","","3189.49kcal"
"2021-10-07","고등어순살조림(05)(06)(07)","167kcal","게맛살야채볶음(05)(06)(12)","98.79kcal","배추김치","25.8kcal","","","3189.49kcal"
"2021-10-07","배추김치","25.8kcal","배추김치","25.8kcal","사과(후지)","51.156kcal","","","3189.49kcal"
"2021-10-07","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3189.49kcal"
"2021-10-08","찹쌀밥","373.41kcal","밥1","363kcal","제육컵밥(05)(06)(10)","701.28kcal","","","2936.92kcal"
"2021-10-08","감자국(05)","34.59kcal","콩나물무채국(05)","23.86kcal","돼지고기당면찌개(05)(09)(10)","176.06kcal","","","2936.92kcal"
"2021-10-08","돼지고기부추볶음(05)(06)(10)","298.19kcal","닭강정(01)(05)(06)(15)","634kcal","오이무침(06)","30.74kcal","","","2936.92kcal"
"2021-10-08","죽순야채무침(05)(06)","39.82kcal","두부양념장(05)(06)","61.15kcal","배추김치","25.8kcal","","","2936.92kcal"
"2021-10-08","배추김치","25.8kcal","상추겉절이(05)(06)","27.22kcal","","","","","2936.92kcal"
"2021-10-08","","","우유(백색우유(200ML,연간))(02)","122kcal","","","","","2936.92kcal"
"2021-10-09","불고기버거(01)(06)(10)(12)","835.63kcal","새우볶음밥(01)(05)(06)(09)(17)","506.64kcal","밥1","363kcal","","","3189.94kcal"
"2021-10-09","가든샐러드(01)","78.34kcal","닭고기육개장(05)(06)(15)","109.24kcal","꼬리곰탕","554.45kcal","","","3189.94kcal"
"2021-10-09","우유(백색우유(200ML,연간))(02)","244kcal","배추김치","25.8kcal","돼지고기김치볶음(05)(06)(10)","295.58kcal","","","3189.94kcal"
"2021-10-09","컵과일(배)","50kcal","","","오징어젓무침(17)","24.66kcal","","","3189.94kcal"
"2021-10-09","바나나","76.8kcal","","","배추김치","25.8kcal","","","3189.94kcal"
"2021-10-10","밥1","363kcal","닭고기덮밥(05)(06)(15)","580.55kcal","밥1","363kcal","","","2845.29kcal"
"2021-10-10","떡국(01)(05)(06)(10)","511.34kcal","맑은된장국(05)(06)","55.2kcal","감자국(05)","34.59kcal","","","2845.29kcal"
"2021-10-10","미트볼케찹조림(01)(05)(06)(10)(12)","231.27kcal","계란찜(01)(09)","72.94kcal","돼지고기깻잎볶음(05)(06)(10)","192.56kcal","","","2845.29kcal"
"2021-10-10","콩나물무침(05)","30.3kcal","바나나우유(02)","167kcal","마파두부(05)(06)(10)","163.29kcal","","","2845.29kcal"
"2021-10-10","깍두기(임가공)","28.65kcal","배추김치","25.8kcal","배추김치","25.8kcal","","","2845.29kcal"
"2021-10-11","밥1","363kcal","검은콩밥","383.65kcal","패주콩나물국(05)(06)(09)","80.52kcal","","","3187.87kcal"
"2021-10-11","황태채국(01)","86.15kcal","닭고기미역국(05)(15)","74.43kcal","모둠버섯볶음","39.63kcal","","","3187.87kcal"
"2021-10-11","비엔나소시지케찹볶음(10)(12)","333.1kcal","느타리버섯볶음(16)","120.88kcal","굴패주해산물야채볶음(05)(06)(09)(10)","811.14kcal","","","3187.87kcal"
"2021-10-11","두부조림(05)(06)","143.75kcal","고구마맛탕(05)(06)","498.21kcal","깍두기(임가공)","28.65kcal","","","3187.87kcal"
"2021-10-11","배추김치","25.8kcal","배추김치","25.8kcal","사과(후지)","51.156kcal","","","3187.87kcal"
"2021-10-11","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3187.87kcal"
"2021-09-11","컵과일(사과)","49kcal","배추김치(7~9월)","11.25kcal","깍두기(완제품)(09)","15.2kcal","","","2935.49kcal"
"2021-09-11","바나나","76.8kcal","","","","","","","2935.49kcal"
"2021-09-11","떠먹는토핑형발효휴(02)","130.56kcal","","","","","","","2935.49kcal"
"2021-09-12","밥1","363kcal","콩나물국(05)","18.07kcal","밥1","363kcal","","","3067.94kcal"
"2021-09-12","어묵탕(05)(06)","73.31kcal","굴패주해산물야채볶음(05)(06)(09)(10)","717.59kcal","버섯된장찌개(05)(06)(16)","83.69kcal","","","3067.94kcal"
"2021-09-12","닭고기매운조림(05)(06)(15)","246.94kcal","오이풋고추된장무침(05)(06)","41.42kcal","돼지불고기(05)(06)(10)","356.26kcal","","","3067.94kcal"
"2021-09-12","두부조림(05)(06)","143.75kcal","배추김치(7~9월)","11.25kcal","삼치순살조림(05)(06)","91.61kcal","","","3067.94kcal"
"2021-09-12","배추김치(7~9월)","11.25kcal","감귤 주스(180㎖/병)","180kcal","가공우유(딸기)(02)","116kcal","","","3067.94kcal"
"2021-09-12","우유(백색우유(200ML,연간))(02)","122kcal","","","열무김치","12.8kcal","","","3067.94kcal"
"2021-09-12","","","","","가공우유(딸기)(02)","116kcal","","","3067.94kcal"
"2021-09-13","밥1","363kcal","밥1","363kcal","삼겹살덮밥(10)","282.23kcal","","","2689.78kcal"
"2021-09-13","미역국(05)","9.04kcal","참치김치찌개(05)","178.57kcal","된장찌개(05)(06)(18)","80.76kcal","","","2689.78kcal"
"2021-09-13","햄슬라이스야채볶음(05)(06)(10)","144.16kcal","치킨너겟(01)(05)(06)(15)","686.1kcal","갑오징어야채볶음(06)(17)","110.52kcal","","","2689.78kcal"
"2021-09-13","계란말이(01)","60.53kcal","감자조림(05)(06)","58.27kcal","백김치","15.12kcal","","","2689.78kcal"
"2021-09-13","배추김치(7~9월)","11.25kcal","오이부추무침(06)","25.23kcal","감귤 주스(180㎖/병)","180kcal","","","2689.78kcal"
"2021-09-13","","","","","우유(백색우유(200ML,연간))(02)","122kcal","","","2689.78kcal"
"2021-09-14","닭고기덮밥(05)(06)(15)","548.35kcal","해물야채볶음밥","450.16kcal","잡곡밥","387.79kcal","","","3344.93kcal"
"2021-09-14","팽이버섯계란국(01)(05)","63.15kcal","쇠고기버섯전골(05)(16)","131.18kcal","육개장(05)(06)","69.23kcal","","","3344.93kcal"
"2021-09-14","멸치고추장볶음(05)(06)","132.73kcal","생선가스(01)(06)","633.11kcal","콩나물볶음(05)","58.77kcal","","","3344.93kcal"
"2021-09-14","열무김치","12.8kcal","깍두기(완제품)(09)","15.2kcal","돼지갈비찜(05)(06)(10)","453.26kcal","","","3344.93kcal"
"2021-09-14","","","우유(백색우유(200ML,연간))(02)","122kcal","깍두기(완제품)(09)","15.2kcal","","","3344.93kcal"
