날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"2021-09-07","모듬어묵조림(05)(06)","107.09kcal","모듬쌈(05)(06)","39.55kcal","","","","","3063.55kcal"
"2021-09-07","배추김치(7~9월)","9.75kcal","배추김치(7~9월)","9.75kcal","","","","","3063.55kcal"
"2021-09-07","라면(즉석 컵)(06)","365kcal","포도,신선형(포도(811월))","47.61kcal","","","","","3063.55kcal"
"2021-09-07","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3063.55kcal"
"2021-09-08","베이컨김치볶음밥(05)(06)","472.32kcal","흑미밥","379.88kcal","잡곡밥","366.81kcal","","","3074.25kcal"
"2021-09-08","맛김","0kcal","김치찌개(기타)(05)(06)(10)","105.51kcal","돈파육(05)(06)(10)","570.18kcal","","","3074.25kcal"
"2021-09-08","스크램블에그(01)(05)(06)(12)","120.42kcal","야채튀김(06)","261.51kcal","미나리콩나물무침(05)","31.76kcal","","","3074.25kcal"
"2021-09-08","야채샐러드(01)(05)(06)(12)","46.59kcal","궁중닭찜(05)(06)(15)","270.29kcal","배추쌈(05)(06)","47.23kcal","","","3074.25kcal"
"2021-09-08","우유(백색우유(200ML,연간))(02)","122kcal","아이스크림 콘,완제품(02)","270kcal","배추김치(7~9월)","9.75kcal","","","3074.25kcal"
"2021-09-09","밥1","363kcal","쇠고기덮밥(01)(05)(06)(16)","748.01kcal","닭고기부추밥(06)(15)","672.67kcal","","","3204.82kcal"
"2021-09-09","닭곰탕(15)","128.82kcal","중화식돈까스(05)(06)(10)","617.64kcal","팽이버섯두부국(01)(05)","54.32kcal","","","3204.82kcal"
"2021-09-09","감자채볶음(16)","97.71kcal","매쉬포테이토","57.66kcal","단호박튀김(06)","225.83kcal","","","3204.82kcal"
"2021-09-09","오징어젓무침(17)","35.05kcal","열무김치","12.16kcal","배추김치(7~9월)","9.75kcal","","","3204.82kcal"
"2021-09-09","임시3(02)","167kcal","","","","","","","3204.82kcal"
"2021-09-09","깍두기(완제품)(09)","15.2kcal","","","","","","","3204.82kcal"
"2021-09-10","밥1","363kcal","잡곡밥","366.81kcal","제육덮밥(05)(06)(10)","876.75kcal","","","3233.75kcal"
"2021-09-10","쇠고기감자국(05)(16)","43.34kcal","김치찌개(05)(06)(10)","129.74kcal","배추된장국(05)(16)","44.64kcal","","","3233.75kcal"
"2021-09-10","돼지고기콩나물볶음(05)(06)(10)","327.3kcal","데리야끼갈릭치킨(05)(06)(15)","462.77kcal","계란후라이(01)","97.91kcal","","","3233.75kcal"
"2021-09-10","두부양념장(05)(06)","104.13kcal","맛김","0kcal","배추김치(7~9월)","9.75kcal","","","3233.75kcal"
"2021-09-10","배추김치(7~9월)","9.75kcal","감자어묵조림(05)(06)","86.11kcal","","","","","3233.75kcal"
"2021-09-10","감귤 주스(180㎖/병)","180kcal","배추김치(7~9월)","9.75kcal","","","","","3233.75kcal"
"2021-09-10","","","우유(백색우유(200ML,연간))(02)","122kcal","","","","","3233.75kcal"
"2021-09-11","햄치즈버거(01)(02)(06)(10)(12)","1174.8kcal","새우볶음밥(09)","444.47kcal","밥","381.15kcal","","","3505.62kcal"
"2021-09-11","스크램블에그(01)(05)(06)(12)","120.42kcal","생선가스(01)(06)","385.3kcal","호박된장찌개(05)(06)(16)","79.31kcal","","","3505.62kcal"
"2021-09-11","음료수,탄산,콜라","117.5kcal","쫄면야채무침(05)(06)","65.46kcal","꽈리고추멸치볶음","105.31kcal","","","3505.62kcal"
"2021-09-11","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(7~9월)","9.75kcal","닭고기매운조림(05)(06)(15)","323.4kcal","","","3505.62kcal"
"2021-09-11","","","사인머스켓","45kcal","배추김치(7~9월)","9.75kcal","","","3505.62kcal"
"2021-09-11","","","","","우유(백색우유(200ML,연간))(02)","122kcal","","","3505.62kcal"
"2021-09-12","밥1","363kcal","밥","381.15kcal","밥","381.15kcal","","","2944.77kcal"
"2021-09-12","쇠고기미역국(05)(16)","35.08kcal","햄소시지찌개(01)(05)(06)(10)","245.45kcal","닭볶음탕(06)(15)","289.39kcal","","","2944.77kcal"
"2021-09-12","돼지고기김치볶음(06)(10)","225.19kcal","오징어볶음(05)(06)(17)","229.99kcal","쇠고기버섯볶음(05)(06)(16)","146.38kcal","","","2944.77kcal"
"2021-09-12","맛김","0kcal","계란찜(01)","101.59kcal","황태채무침","92.53kcal","","","2944.77kcal"
"2021-09-12","감자조림(05)(06)","129.96kcal","배추김치(7~9월)","9.75kcal","열무김치","12.16kcal","","","2944.77kcal"
"2021-09-12","우유(백색우유(200ML,연간))(02)","122kcal","","","감귤 주스(180㎖/병)","180kcal","","","2944.77kcal"
"2021-09-13","밥1","363kcal","검은콩밥","361.61kcal","밥","381.15kcal","","","3524.31kcal"
"2021-09-13","꼬리곰탕","548.44kcal","아귀탕(05)(06)","72.52kcal","닭고기육개장(01)(05)(15)","169.67kcal","","","3524.31kcal"
"2021-09-13","스크램블에그(01)(05)(06)(12)","120.42kcal","마파두부(05)(06)","259.84kcal","꽈리고추멸치볶음","105.31kcal","","","3524.31kcal"
"2021-09-13","오징어채무침(06)(17)","83.28kcal","치킨너겟(01)(06)(15)","543.28kcal","모듬어묵조림(05)(06)","107.09kcal","","","3524.31kcal"
"2021-09-13","깍두기(완제품)(09)","15.2kcal","배추김치(7~9월)","9.75kcal","배추김치(7~9월)","9.75kcal","","","3524.31kcal"
"2021-09-13","우유(백색우유(200ML,연간))(02)","122kcal","아이스크림 샌드위치(02)","252kcal","","","","","3524.31kcal"
"2021-09-14","밥1","363kcal","쫄면(01)(05)(06)","868.38kcal","달걀케첩볶음밥(01)(12)","524.35kcal","","","3137.64kcal"
"2021-09-14","조갯살미역국(05)(18)","31.52kcal","콩나물국(05)(09)","13.98kcal","쫀득치킨꿔바로우후르츠소스(05)(06)(15)","374.17kcal","","","3137.64kcal"
"2021-09-14","햄슬라이스야채볶음(05)(06)(10)","180.14kcal","만두튀김(01)(05)(06)(10)","428.77kcal","야채샐러드(01)(05)(06)(12)","46.59kcal","","","3137.64kcal"
"2021-09-14","순두부양념장(05)(06)","70.8kcal","무초절이","34.67kcal","열무김치","12.16kcal","","","3137.64kcal"
"2021-09-14","배추김치(7~9월)","9.75kcal","배추김치(7~9월)","9.75kcal","","","","","3137.64kcal"
"2021-09-14","우유(백색우유(200ML,연간))(02)","122kcal","거봉포도","47.61kcal","","","","","3137.64kcal"
"2021-09-15","쇠고기야채죽","377.42kcal","흑미밥","379.88kcal","잡곡밥","366.81kcal","","","3085.42kcal"
"2021-09-15","맛김","0kcal","잡채(05)(06)(16)","159.07kcal","제육볶음(05)(06)(10)","518.76kcal","","","3085.42kcal"
"2021-09-15","오징어젓무침(17)","35.05kcal","삼치순살튀김(05)(06)","233.96kcal","단호박튀김(06)","225.83kcal","","","3085.42kcal"
"2021-09-15","배추김치(7~9월)","9.75kcal","닭고기김치찜(06)(15)","258.1kcal","양배추쌈(05)(06)","69.04kcal","","","3085.42kcal"
"2021-09-15","감귤 주스(180㎖/병)","180kcal","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(7~9월)","9.75kcal","","","3085.42kcal"
"2021-09-15","","","","","두유(3사교)","140kcal","","","3085.42kcal"
"2021-09-16","불고기버거(01)(06)(10)(12)","793.88kcal","비빔밥(05)(06)","607.41kcal","흑미밥","379.88kcal","","","3202.34kcal"
"2021-09-16","우유(백색우유(200ML,연간))(02)","122kcal","배추된장국(05)(16)","44.64kcal","닭볶음탕(06)(15)","289.39kcal","","","3202.34kcal"
"2021-09-16","","","깐풍기(05)(06)(15)","383.79kcal","오징어볶음(05)(06)(17)","229.99kcal","","","3202.34kcal"
"2021-09-16","","","열무김치","12.16kcal","베이컨청경채볶음(10)","184.26kcal","","","3202.34kcal"
"2021-09-16","","","방울토마토(비생산기)(12)","17.82kcal","백김치","15.12kcal","","","3202.34kcal"
"2021-09-16","","","우유(백색우유(200ML,연간))(02)","122kcal","","","","","3202.34kcal"
"2021-09-17","밥1","363kcal","참치야채비빔밥(05)(06)","475.75kcal","잡곡밥","366.81kcal","","","3064.41kcal"
"2021-09-17","가스오부시어묵탕(05)(06)","62.74kcal","감자수제비국(01)(05)(06)","66.68kcal","콩나물국(05)(09)","13.98kcal","","","3064.41kcal"
"2021-09-17","두부김치(05)(10)","275.12kcal","단호박샐러드(01)","89.04kcal","꽈리고추멸치볶음","105.31kcal","","","3064.41kcal"
"2021-09-17","오징어채무침(06)(17)","83.28kcal","열무김치","12.16kcal","파닭(파채닭튀김)(05)(06)(15)","455.37kcal","","","3064.41kcal"
"2021-08-19","감자채볶음(16)","106.01kcal","청양마요치킨(01)(06)(15)","494.19kcal","상추쌈(05)(06)","53.33kcal","","","3188.64kcal"
"2021-08-19","오징어젓무침(17)","28.65kcal","열무김치","11.2kcal","미나리콩나물무침(05)","30.63kcal","","","3188.64kcal"
"2021-08-19","깍두기(완제품)(09)","15.2kcal","음료수,탄산,콜라","117.5kcal","배추김치(7~9월)","10.5kcal","","","3188.64kcal"
"2021-08-19","우유(백색우유(200ML,연간))(02)","122kcal","","","멜론(여름)","90kcal","","","3188.64kcal"
"2021-08-20","밥1","355.74kcal","밥","381.15kcal","쇠고기덮밥(01)(05)(06)(16)","603.05kcal","","","2794.15kcal"
"2021-08-20","쇠고기당면국(05)(16)","44.54kcal","호박된장찌개(05)(06)(16)","78.8kcal","파채돈가스(05)(06)(10)","475.8kcal","","","2794.15kcal"
"2021-08-20","베이컨청경채볶음(10)","106.4kcal","오리불고기(05)(06)","293.06kcal","매쉬포테이토","53.89kcal","","","2794.15kcal"
"2021-08-20","맛김","0kcal","양배추쌈(05)(06)","70.98kcal","깍두기(완제품)(09)","15.2kcal","","","2794.15kcal"
"2021-08-20","모듬어묵조림(05)(06)","97.1kcal","배추김치(7~9월)","10.5kcal","","","","","2794.15kcal"
"2021-08-20","배추김치(7~9월)","10.5kcal","복숭아(천도)(11)","75.44kcal","","","","","2794.15kcal"
"2021-08-20","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2794.15kcal"
"2021-08-21","햄치즈버거(01)(02)(06)(10)(12)","1166.38kcal","밥","381.15kcal","밥","381.15kcal","","","2958.30kcal"
"2021-08-21","우유(백색우유(200ML,연간))(02)","122kcal","쇠고기버섯볶음(05)(06)(16)","106.51kcal","쇠고기육개장(01)(05)(06)(16)","78.97kcal","","","2958.30kcal"
"2021-08-21","","","닭갈비(05)(06)(15)","270.07kcal","돈육굴소스양배추볶음(10)","157.73kcal","","","2958.30kcal"
"2021-08-21","","","쫄면야채무침(05)(06)","68.35kcal","콩나물매운무침(05)","37.29kcal","","","2958.30kcal"
"2021-08-21","","","열무김치","11.2kcal","배추김치(7~9월)","10.5kcal","","","2958.30kcal"
"2021-08-21","","","사인머스켓","45kcal","","","","","2958.30kcal"
"2021-08-21","","","우유(백색우유(200ML,연간))(02)","122kcal","","","","","2958.30kcal"
"2021-08-22","쇠고기야채죽","398.34kcal","밥","381.15kcal","닭고기부추밥(06)(15)","656.62kcal","","","3198.14kcal"
"2021-08-22","맛김","0kcal","배추된장국(05)(16)","52.21kcal","콩나물국(05)(09)","12.86kcal","","","3198.14kcal"
"2021-08-22","오징어젓무침(17)","28.65kcal","제육볶음(05)(06)(10)","515.84kcal","찹쌀탕수육(05)(06)(10)(12)","373.73kcal","","","3198.14kcal"
"2021-08-22","배추김치(7~9월)","10.5kcal","두부조림(05)(06)","188.54kcal","깍두기(완제품)(09)","15.2kcal","","","3198.14kcal"
"2021-08-22","감귤 주스(180㎖/병)","180kcal","배추김치(7~9월)","10.5kcal","우유(백색우유(200ML,연간))(02)","122kcal","","","3198.14kcal"
"2021-08-22","","","아이스크림 샌드위치(02)","252kcal","","","","","3198.14kcal"
"2021-08-23","간장계란밥(01)(05)(06)","471.25kcal","흑미밥","379.88kcal","쇠고기볶음밥(05)(06)(16)","501.31kcal","","","2587.10kcal"
"2021-08-23","쇠고기당면국(05)(16)","44.54kcal","짬뽕찌개(09)(17)","84.35kcal","맛김","0kcal","","","2587.10kcal"
"2021-08-23","맛김","0kcal","야채튀김(06)","237.71kcal","계란후라이(01)","97.91kcal","","","2587.10kcal"
"2021-08-23","마요오징어실채무침(01)(05)(06)(17)","87.27kcal","닭고기매운조림(05)(06)(15)","324.05kcal","게맛살마요무침","64.29kcal","","","2587.10kcal"
