날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"2021-09-08","돼지고기김치볶음(05)(06)(10)","310.83kcal","닭간장소스찜(05)(06)(15)","254.14kcal","오이양파장아찌(05)(06)","23.98kcal","","","2933.63kcal"
"2021-09-08","맛김","0kcal","두부조림(05)(06)","159.7kcal","단호박샐러드","1.66kcal","","","2933.63kcal"
"2021-09-08","오징어채무침(01)(05)(06)(17)","93.09kcal","배추김치(7~9월)","9kcal","배추김치(7~9월)","9kcal","","","2933.63kcal"
"2021-09-08","열무김치","11.84kcal","","","생수(500ML,후식)","0kcal","","","2933.63kcal"
"2021-09-08","우유(백색우유(200ML,연간))(02)","122kcal","","","컵과일(사과, 거봉)","55.78kcal","","","2933.63kcal"
"2021-09-09","밥","363kcal","찹쌀밥","377.36kcal","새우버거(01)(06)(09)(12)","1165.65kcal","","","3507.73kcal"
"2021-09-09","황태채콩나물국(05)","35.27kcal","삼계탕(15)","813kcal","우유(백색우유(200ML,연간))(02)","122kcal","","","3507.73kcal"
"2021-09-09","마파두부(05)(06)","228.81kcal","오이풋고추된장무침(05)","24.29kcal","탄산음료","117.5kcal","","","3507.73kcal"
"2021-09-09","맛김","0kcal","열무김치","11.84kcal","","","","","3507.73kcal"
"2021-09-09","스크램블(01)","118.01kcal","","","","","","","3507.73kcal"
"2021-09-09","배추김치(7~9월)","9kcal","","","","","","","3507.73kcal"
"2021-09-09","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3507.73kcal"
"2021-09-10","밥","363kcal","잡곡밥","359.79kcal","밥","363kcal","","","2964.58kcal"
"2021-09-10","쇠고기미역국(05)(16)","32.49kcal","순두부해물찌개(05)(17)","73.77kcal","오징어채볶음(01)(05)(06)(17)","79.81kcal","","","2964.58kcal"
"2021-09-10","감자채볶음(05)(06)","87.49kcal","돈파육(05)(06)(10)","389.63kcal","닭바베큐소스조림(05)(06)(12)(15)","242.2kcal","","","2964.58kcal"
"2021-09-10","비엔나소시지구이(10)(12)","230.7kcal","배추겉절이(05)(06)(09)","29.17kcal","후루츠양배추샐러드(01)","13.41kcal","","","2964.58kcal"
"2021-09-10","배추김치(7~9월)","9kcal","백김치","15.12kcal","배추김치(7~9월)","9kcal","","","2964.58kcal"
"2021-09-10","우유(백색우유(200ML,연간))(02)","122kcal","아이스크림, 떠먹는형","180kcal","라면(즉석 컵)(06)","365kcal","","","2964.58kcal"
"2021-09-11","햄치즈버거(01)(02)(06)(10)(12)","839.7kcal","후리카케밥","363kcal","낙지불고기덮밥(05)(06)(16)","537.62kcal","","","2745.24kcal"
"2021-09-11","계란후라이(01)","130.96kcal","피망잡채(05)(06)(10)","178.93kcal","계란국(01)(05)","35.76kcal","","","2745.24kcal"
"2021-09-11","우유(백색우유(200ML,연간))(02)","244kcal","떡볶이(05)(06)","348.31kcal","오이부추무침(05)(06)","22.96kcal","","","2745.24kcal"
"2021-09-11","","","배추김치(7~9월)","9kcal","배추김치(7~9월)","9kcal","","","2745.24kcal"
"2021-09-11","","","레몬에이드","26kcal","","","","","2745.24kcal"
"2021-09-12","밥","363kcal","찹쌀밥","377.36kcal","잡곡밥","359.79kcal","","","2778.32kcal"
"2021-09-12","김치찌개(05)(10)","111.6kcal","짬뽕찌개(05)(09)(10)(17)","103.98kcal","쇠고기무국(05)(16)","33.75kcal","","","2778.32kcal"
"2021-09-12","비엔나소시지야채볶음(05)(06)(10)(12)","243.09kcal","버섯호박볶음(05)(06)(09)(10)","148.01kcal","닭고기매운조림(05)(06)(15)","276.9kcal","","","2778.32kcal"
"2021-09-12","계란찜(01)(09)","73.24kcal","순두부양념장(05)(06)","80.85kcal","오이무침(06)","34.61kcal","","","2778.32kcal"
"2021-09-12","맛김","0kcal","배추김치(7~9월)","9kcal","배추김치(7~9월)","9kcal","","","2778.32kcal"
"2021-09-12","열무김치","11.84kcal","아이스샌드","252kcal","주스,사과(190ml/팩)","46kcal","","","2778.32kcal"
"2021-09-12","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2778.32kcal"
"2021-09-12","주스,망고코넛(340ml/캔)","122.3kcal","","","","","","","2778.32kcal"
"2021-09-13","간장계란밥(01)(05)(06)","444.24kcal","영양밥부추양념장(05)(06)(18)","423.44kcal","흑미밥","374.25kcal","","","2846.34kcal"
"2021-09-13","어묵콩나물국(05)(06)","45.18kcal","돼지고기감자버섯찌개(05)(06)(10)","146.93kcal","닭고기육개장(05)(15)","91.72kcal","","","2846.34kcal"
"2021-09-13","멸치볶음(01)(05)(06)","71.32kcal","황태채무침","88.49kcal","생선가스(01)(06)","577.85kcal","","","2846.34kcal"
"2021-09-13","감자매운조림(05)(06)","95.15kcal","단호박샐러드","1.66kcal","야채샐러드(01)(05)(06)(12)","35.27kcal","","","2846.34kcal"
"2021-09-13","배추김치(7~9월)","9kcal","배추김치(7~9월)","9kcal","열무김치","11.84kcal","","","2846.34kcal"
"2021-09-13","우유(백색우유(200ML,연간))(02)","122kcal","건빵(참깨맛)","249kcal","컵과일(배)","50kcal","","","2846.34kcal"
"2021-09-14","밥","363kcal","쫄면(01)(05)(06)","795.97kcal","열무비빔밥(05)(06)","557.34kcal","","","3270.01kcal"
"2021-09-14","쇠고기감자국(05)(16)","44.46kcal","콩나물국(05)","22.19kcal","순두부국(05)(18)","48.72kcal","","","3270.01kcal"
"2021-09-14","돼지고기김치볶음(05)(06)(10)","310.83kcal","만두튀김(01)(05)(06)(10)","472.97kcal","오징어튀김(01)(05)(06)","151.51kcal","","","3270.01kcal"
"2021-09-14","맛김","0kcal","단무지무침(05)(06)","13.52kcal","계란후라이(01)","130.96kcal","","","3270.01kcal"
"2021-09-14","두부조림(05)(06)","159.7kcal","유산균 발효 음료(02)","56kcal","배추김치(7~9월)","9kcal","","","3270.01kcal"
"2021-09-14","열무김치","11.84kcal","","","","","","","3270.01kcal"
"2021-09-14","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3270.01kcal"
"2021-09-15","밥","363kcal","밥","363kcal","현미밥","383.51kcal","","","2824.86kcal"
"2021-09-15","배추두부국(05)","55.59kcal","닭곰탕(15)","164.11kcal","김치찌개(05)(10)","111.6kcal","","","2824.86kcal"
"2021-09-15","소시지김치볶음(05)(06)(10)","178.37kcal","궁중떡볶이(05)(06)(16)","292.81kcal","야채튀김(06)(12)","403.53kcal","","","2824.86kcal"
"2021-09-15","오이무침(06)","34.61kcal","버섯감자채볶음(05)(06)","58.22kcal","코다리콩나물찜(05)(09)(17)","154.33kcal","","","2824.86kcal"
"2021-09-15","열무김치","11.84kcal","배추김치(7~9월)","9kcal","열무김치","11.84kcal","","","2824.86kcal"
"2021-09-15","우유(백색우유(200ML,연간))(02)","122kcal","배 주스(238㎖/캔)","40kcal","사인머스켓","67.5kcal","","","2824.86kcal"
"2021-09-15","","","","","생수(500ML,후식)","0kcal","","","2824.86kcal"
"2021-09-16","햄치즈버거(01)(02)(06)(10)(12)","839.7kcal","흑미밥","374.25kcal","잡곡밥","359.79kcal","","","3605.15kcal"
"2021-09-16","계란후라이(01)","130.96kcal","쇠고기무국(05)(16)","33.75kcal","생선묵김치찌개(05)(06)","72.34kcal","","","3605.15kcal"
"2021-09-16","우유(백색우유(200ML,연간))(02)","244kcal","광어튀김(05)(06)","435.52kcal","파닭(파채닭튀김)(06)(12)(15)","868.72kcal","","","3605.15kcal"
"2021-09-16","","","깻잎찜(05)(06)","22.54kcal","코올슬로샐러드(01)","22.74kcal","","","3605.15kcal"
"2021-09-16","","","배추김치(7~9월)","9kcal","열무김치","11.84kcal","","","3605.15kcal"
"2021-09-16","","","아이스크림, 떠먹는형","180kcal","","","","","3605.15kcal"
"2021-09-17","밥","363kcal","찹쌀밥","377.36kcal","밥","363kcal","","","2890.35kcal"
"2021-09-17","참치미역국(05)","10.44kcal","미소된장국(05)","22.23kcal","감자양파찌개(05)(06)","64.1kcal","","","2890.35kcal"
"2021-08-19","","","팥빙수","180kcal","","","","","3076.62kcal"
"2021-08-20","밥","363kcal","흑미밥","374.25kcal","치킨마요덮밥(01)(05)(06)(15)","963.71kcal","","","2709.13kcal"
"2021-08-20","순두부찌개(01)(05)(10)(18)","112.06kcal","감자짜글이(05)(06)(10)","125.71kcal","어묵콩나물국(05)(06)","58.36kcal","","","2709.13kcal"
"2021-08-20","비엔나소시지케찹볶음(05)(06)(10)(12)","240.63kcal","오징어채볶음(01)(05)(06)(17)","86.89kcal","야채샐러드(01)(05)(06)(12)","37.43kcal","","","2709.13kcal"
"2021-08-20","단무지무침(05)(06)","13.54kcal","삼치순살조림(05)(06)","120.05kcal","깍두기(완제품)(09)","15.2kcal","","","2709.13kcal"
"2021-08-20","배추김치(7~9월)","8.75kcal","배추김치(7~9월)","8.75kcal","","","","","2709.13kcal"
"2021-08-20","우유(백색우유(200ML,연간))(02)","122kcal","이온음료","58.8kcal","","","","","2709.13kcal"
"2021-08-21","핫도그빵(01)(06)(10)(12)","915.09kcal","밥","363kcal","잡곡밥","378.73kcal","","","2953.69kcal"
"2021-08-21","삶은계란(01)","70.18kcal","오징어찌개(05)(06)(17)","75.86kcal","쇠고기육개장(01)(05)(16)","106.28kcal","","","2953.69kcal"
"2021-08-21","가공우유(초코맛)(02)","126kcal","마파두부(05)(06)(10)","240.91kcal","멸치볶음(01)(05)(06)","76.58kcal","","","2953.69kcal"
"2021-08-21","우유(백색우유(200ML,연간))(02)","122kcal","감자조림(05)(06)","87.93kcal","닭간장소스찜(05)(06)(15)","256.13kcal","","","2953.69kcal"
"2021-08-21","","","배추김치(7~9월)","8.75kcal","배추김치(7~9월)","8.75kcal","","","2953.69kcal"
"2021-08-21","","","탄산음료","117.5kcal","","","","","2953.69kcal"
"2021-08-22","밥","363kcal","현미밥","383.51kcal","밥","363kcal","","","3107.68kcal"
"2021-08-22","버섯쇠고기찌개(05)(16)","61.45kcal","배추두부국(05)","55.59kcal","꼬리곰탕(16)","301.74kcal","","","3107.68kcal"
"2021-08-22","베이컨청경채볶음","44.31kcal","피망잡채(05)(06)(10)","181.46kcal","오징어볶음(05)(06)(17)","146.7kcal","","","3107.68kcal"
"2021-08-22","스크램블에그(01)","154.28kcal","감자어묵조림(05)(06)","96.66kcal","미나리콩나물무침(05)(06)","55.23kcal","","","3107.68kcal"
"2021-08-22","배추김치(7~9월)","8.75kcal","열무김치","12.8kcal","깍두기(완제품)(09)","15.2kcal","","","3107.68kcal"
"2021-08-22","우유(백색우유(200ML,연간))(02)","122kcal","스트링치즈","742kcal","","","","","3107.68kcal"
"2021-08-23","찹쌀밥","380.95kcal","잡곡밥","378.73kcal","밥","363kcal","","","3098.36kcal"
"2021-08-23","황태채미역국(05)","16.14kcal","감자양파찌개(05)(06)","64.1kcal","우렁쇠고기된장찌개(05)(06)(16)","101.9kcal","","","3098.36kcal"
"2021-08-23","돼지고기김치볶음(05)(06)(10)","360.79kcal","생선가스(01)(06)","526.02kcal","낙지새우볶음(05)(06)(09)(10)","456.19kcal","","","3098.36kcal"
"2021-08-23","오징어채볶음(01)(05)(06)(17)","86.89kcal","닭순살샐러드(01)(15)","124.2kcal","오이무침(06)","37.14kcal","","","3098.36kcal"
"2021-08-23","깍두기(완제품)(09)","15.2kcal","배추김치(7~9월)","8.75kcal","배추김치(7~9월)","8.75kcal","","","3098.36kcal"
"2021-08-23","우유(백색우유(200ML,연간))(02)","122kcal","","","거봉포도","47.61kcal","","","3098.36kcal"
"2021-08-23","","","","","생수(500ML,후식)","0kcal","","","3098.36kcal"
"2021-08-24","밥","363kcal","현미밥","383.51kcal","밥","363kcal","","","3634.04kcal"
"2021-08-24","오징어콩나물국(05)(17)","55.22kcal","순두부국(05)(18)","48.5kcal","생선묵김치찌개(05)(06)","74.76kcal","","","3634.04kcal"
"2021-08-24","소시지김치볶음(05)(06)(10)","175.87kcal","돼지고기청경채볶음(05)(06)(10)","398.7kcal","닭고기튀김양념(05)(06)(12)(15)","1164.87kcal","","","3634.04kcal"
"2021-08-24","맛김","0kcal","부추겉절이(05)(06)","22.35kcal","후루츠양배추샐러드(01)","13.41kcal","","","3634.04kcal"
"2021-08-24","두부조림(05)(06)","150.9kcal","열무김치","12.8kcal","오이소박이","20.35kcal","","","3634.04kcal"
"2021-08-24","열무김치","12.8kcal","","","아이스샌드","252kcal","","","3634.04kcal"
"2021-08-24","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3634.04kcal"
"2021-08-25","밥","363kcal","잡곡밥","378.73kcal","흑미밥","374.25kcal","","","3367.36kcal"
"2021-08-25","닭고기미역국(05)(15)","58.71kcal","꽃게탕(05)(06)","74.71kcal","호박된장찌개(05)(06)","78.91kcal","","","3367.36kcal"
"2021-08-25","부추표고버섯볶음(05)(06)(16)","67.85kcal","치킨텐더(01)(06)(15)","569.64kcal","삼겹살구이(05)(06)(10)","977.95kcal","","","3367.36kcal"
"2021-08-25","계란찜(01)(09)","73.24kcal","감자매운조림(05)(06)","95.33kcal","모듬야채(쌈장)(05)(06)","102.74kcal","","","3367.36kcal"
"2021-08-25","배추김치(7~9월)","8.75kcal","열무김치","12.8kcal","배추김치(7~9월)","8.75kcal","","","3367.36kcal"
"2021-08-25","우유(백색우유(200ML,연간))(02)","122kcal","","","떠먹는 토핑형 발효유","","","","3367.36kcal"
"2021-08-26","밥","363kcal","현미밥","383.51kcal","찹쌀밥","380.95kcal","","","2824.32kcal"
"2021-08-26","쇠고기감자국(05)(16)","50.73kcal","짬뽕찌개(05)(09)(10)(17)","97.58kcal","닭곰탕(15)","176.4kcal","","","2824.32kcal"
"2021-08-26","맛김","0kcal","돈까스(증)(06)(10)","676.85kcal","햄감자볶음(05)(06)(10)","105.43kcal","","","2824.32kcal"
"2021-08-26","스크램블에그(01)","154.28kcal","오이무침(06)","37.14kcal","방어순살조림(05)(06)","123.74kcal","","","2824.32kcal"
"2021-08-26","오징어채무침(01)(05)(06)(17)","93.09kcal","단호박샐러드","3.32kcal","열무김치","12.8kcal","","","2824.32kcal"
"2021-08-26","배추김치(7~9월)","8.75kcal","배추김치(7~9월)","8.75kcal","","","","","2824.32kcal"
"2021-08-26","우유(백색우유(200ML,연간))(02)","122kcal","레몬에이드","26kcal","","","","","2824.32kcal"
"2021-08-27","밥","363kcal","전투식량 1형1식단","1300kcal","밥","363kcal","","","3726.06kcal"
"2021-08-27","중화식계란탕(01)(05)","69.53kcal","쇠고기무국(05)(16)","40.03kcal","버섯된장찌개(05)(06)","82.28kcal","","","3726.06kcal"
"2021-08-27","참치김치볶음","136.26kcal","야채튀김(06)(12)","302.31kcal","돼지고기콩나물볶음(05)(06)(10)","464.77kcal","","","3726.06kcal"
"2021-08-27","비엔나소시지구이(10)(12)","188.23kcal","열무김치","12.8kcal","맛김","0kcal","","","3726.06kcal"
"2021-08-27","백김치","15.12kcal","아이스크림 팩형(02)","234kcal","오이양파장아찌(05)(06)","23.98kcal","","","3726.06kcal"
"2021-08-27","우유(백색우유(200ML,연간))(02)","122kcal","","","배추김치(7~9월)","8.75kcal","","","3726.06kcal"
"2021-08-28","햄치즈버거(01)(02)(06)(10)(12)","841.7kcal","흑미밥","374.25kcal","잡곡밥","378.73kcal","","","3063.00kcal"
"2021-08-28","가공우유(바나나맛)(02)","167kcal","꼬리곰탕(16)","301.74kcal","두부맑은국(01)(05)","38.81kcal","","","3063.00kcal"
"2021-08-28","우유(백색우유(200ML,연간))(02)","122kcal","돼지고기김치볶음(05)(06)(10)","360.79kcal","닭갈비(05)(06)(15)","279.56kcal","","","3063.00kcal"
"2021-08-28","","","오이부추무침(05)(06)","26.15kcal","배추겉절이(05)(06)(09)","29.17kcal","","","3063.00kcal"
"2021-08-28","","","열무김치","12.8kcal","열무김치","12.8kcal","","","3063.00kcal"
"2021-08-28","","","탄산음료","117.5kcal","","","","","3063.00kcal"
"2021-08-29","쇠고기버섯죽(05)(06)","415.29kcal","밥","363kcal","현미밥","383.51kcal","","","2843.36kcal"
"2021-08-29","감자매운조림(05)(06)","95.33kcal","김치찌개(05)(10)","129.68kcal","미소된장국(05)","22.23kcal","","","2843.36kcal"
"2021-08-29","오징어젓무침(17)","45.07kcal","계란찜(01)(09)","73.24kcal","쇠고기불고기(05)(06)(16)","399.95kcal","","","2843.36kcal"
"2021-08-29","배추김치(7~9월)","8.75kcal","닭고기매운조림(05)(06)(15)","278.15kcal","콩나물매운무침(05)(06)","50.61kcal","","","2843.36kcal"
"2021-08-29","우유(백색우유(200ML,연간))(02)","122kcal","열무김치","12.8kcal","배추김치(7~9월)","8.75kcal","","","2843.36kcal"
"2021-08-29","","","아이스 망고바","126kcal","건빵(참깨맛)","249kcal","","","2843.36kcal"
"2021-08-29","","","","","주스,카프리썬 사과(200ml,파우치)","60kcal","","","2843.36kcal"
"2021-08-30","밥","363kcal","흑미밥","374.25kcal","고추참치김치덮밥(06)","571.34kcal","","","2710.59kcal"
"2021-08-30","배추쇠고기국(05)(16)","36.28kcal","돼지고기감자버섯찌개(05)(06)(10)","149.68kcal","생선묵국(05)(06)","55.74kcal","","","2710.59kcal"
"2021-08-30","버섯호박볶음(05)(06)(09)(10)","132.28kcal","바다장어튀김(05)(06)","586.63kcal","감자채볶음(05)(06)","60.2kcal","","","2710.59kcal"
"2021-08-30","맛김","0kcal","비빔당면(05)(06)","98.5kcal","열무김치","12.8kcal","","","2710.59kcal"
"2021-08-30","오징어실채무침(01)(06)(17)","78.73kcal","배추김치(7~9월)","8.75kcal","포도,신선형(포도(811월))","47.61kcal","","","2710.59kcal"
"2021-08-30","열무김치","12.8kcal","주스,자연은납작복숭아,340mL","","생수(500ML,후식)","0kcal","","","2710.59kcal"
"2021-08-30","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2710.59kcal"
"2021-08-31","밥","363kcal","비빔냉면(01)(03)(06)(16)","1002.26kcal","잡곡밥","378.73kcal","","","3135.43kcal"
"2021-08-31","감자양파찌개(05)(06)","64.1kcal","찹쌀탕수육(05)(06)(10)(12)","484.77kcal","호박고추장찌개(05)(06)(09)(10)","147.71kcal","","","3135.43kcal"
"2021-08-31","오징어볶음(05)(06)(17)","146.7kcal","배추김치(7~9월)","8.75kcal","쇠고기느타리버섯잡채(05)(06)(16)","169.07kcal","","","3135.43kcal"
"2021-08-31","순살햄계란찜(01)(10)","94.5kcal","멜론(여름)","54kcal","순두부양념장(05)(06)","70.74kcal","","","3135.43kcal"
"2021-08-31","배추김치(7~9월)","8.75kcal","","","오이소박이","20.35kcal","","","3135.43kcal"
"2021-08-31","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3135.43kcal"
"2021-09-01","밥","363kcal","흑미밥","374.25kcal","밥","363kcal","","","3249.54kcal"
"2021-09-01","쇠고기미역국(05)(16)","32.49kcal","미소된장국(05)","22.23kcal","햄소시지찌개(05)(10)","142.14kcal","","","3249.54kcal"
"2021-09-01","두부김치(05)(06)(10)","174.81kcal","오리불고기(05)(06)","331kcal","닭고기튀김양념(05)(06)(15)","901.51kcal","","","3249.54kcal"
"2021-09-01","계란찜(01)(09)","73.24kcal","모듬야채(쌈장)(05)(06)","84.74kcal","토마토비네그렛샐러드(05)(06)(12)","44.45kcal","","","3249.54kcal"
"2021-09-01","열무김치","11.84kcal","배추김치(7~9월)","9kcal","열무김치","11.84kcal","","","3249.54kcal"
"2021-09-01","우유(백색우유(200ML,연간))(02)","122kcal","","","에너지바","188kcal","","","3249.54kcal"
"2021-09-01","","","","","생수(500ML,후식)","0kcal","","","3249.54kcal"
"2021-09-02","찹쌀밥","377.36kcal","잡곡밥","359.79kcal","밥","363kcal","","","3246.91kcal"
"2021-09-02","감자양파찌개(05)(06)","64.1kcal","김치찌개(05)(10)","111.6kcal","순두부해물찌개(05)(17)","73.77kcal","","","3246.91kcal"
"2021-09-02","비엔나소시지케찹볶음(05)(06)(10)(12)","238.86kcal","삼치순살탕수(05)(06)(12)","348.33kcal","돼지고기수육(05)(09)(10)","677kcal","","","3246.91kcal"
"2021-09-02","스크램블에그(01)","157.43kcal","쇠고기두부찜(05)(06)(16)","139.3kcal","상추쌈(05)(06)","82.62kcal","","","3246.91kcal"
"2021-09-02","배추김치(7~9월)","9kcal","열무김치","11.84kcal","콩나물매운무침(05)(06)","47.91kcal","","","3246.91kcal"
"2021-09-02","우유(백색우유(200ML,연간))(02)","122kcal","멜론(여름)","54kcal","배추김치(7~9월)","9kcal","","","3246.91kcal"
"2021-08-05","","","","","백김치","15.12kcal","","","2950.90kcal"
"2021-08-06","밥","363kcal","찹쌀밥","380.95kcal","불닭덮밥(01)(05)(06)(15)","678.01kcal","","","2700.27kcal"
"2021-08-06","두부맑은국(01)(05)","38.81kcal","햄소시지찌개(05)(10)","123.9kcal","중화식계란탕(01)(05)","69.53kcal","","","2700.27kcal"
"2021-08-06","돈육새송이야채볶음(05)(06)(10)","202.01kcal","콩나물쇠고기볶음(05)(06)(16)","102.94kcal","매쉬포테이토","58.17kcal","","","2700.27kcal"
"2021-08-06","김자반","21.5kcal","계란찜(01)(09)","73.24kcal","배추김치(7~9월)","8.75kcal","","","2700.27kcal"
"2021-08-06","감자조림(05)(06)","87.93kcal","깍두기(완제품)(09)","15.2kcal","복숭아(천도)(11)","56.58kcal","","","2700.27kcal"
"2021-08-06","배추김치(7~9월)","8.75kcal","배 주스(238㎖/캔)","40kcal","건빵(야채맛)","249kcal","","","2700.27kcal"
"2021-08-06","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2700.27kcal"
"2021-08-07","불고기버거(01)(06)(10)(12)","806.9kcal","햄김치볶음밥(05)(06)(10)","503.99kcal","흑미밥","374.25kcal","","","2394.95kcal"
"2021-08-07","삶은계란(01)","70.18kcal","짬뽕국(일품용)(05)(17)","50.44kcal","닭고기육개장(05)(15)","77.41kcal","","","2394.95kcal"
"2021-08-07","우유(백색우유(200ML,연간))(02)","244kcal","후루츠양배추샐러드(01)","13.41kcal","부추표고버섯볶음(05)(06)(16)","67.85kcal","","","2394.95kcal"
"2021-08-07","","","깍두기(완제품)(09)","15.2kcal","맛김","0kcal","","","2394.95kcal"
"2021-08-07","","","탄산음료","117.5kcal","오징어젓무침(17)","45.07kcal","","","2394.95kcal"
"2021-08-07","","","","","배추김치(7~9월)","8.75kcal","","","2394.95kcal"
"2021-08-07","","","","","주스,자연은샤인머스캣,340mL","","","","2394.95kcal"
"2021-08-08","밥","363kcal","잡곡밥","378.73kcal","밥","363kcal","","","2719.88kcal"
"2021-08-08","계란국(01)(05)","38.64kcal","배추두부국(05)","55.59kcal","햄소시지찌개(05)(10)","123.9kcal","","","2719.88kcal"
"2021-08-08","오징어채볶음(01)(05)(06)(17)","86.89kcal","돼지불고기(05)(06)(10)","710.45kcal","호박쇠고기볶음(05)(06)(16)","91.54kcal","","","2719.88kcal"
"2021-08-08","닭고기야채조림(05)(06)(15)","157.32kcal","오이무침(06)","37.14kcal","청양고추멸치볶음(05)(06)","68.98kcal","","","2719.88kcal"
