날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"2021-07-21","감자국(05)","35.79kcal","건새우아욱된장국(05)","34.95kcal","삼계탕(15)","602.25kcal","","","3149.00kcal"
"2021-07-21","비엔나소시지야채볶음(10)(12)","326.72kcal","콩나물닭볶음(05)(06)(15)","215.96kcal","풋고추된장무침(05)(06)","28.05kcal","","","3149.00kcal"
"2021-07-21","마파두부(05)(06)(10)","200.97kcal","오징어채간장볶음(06)(12)(17)","125.83kcal","오징어젓무침(17)","44.55kcal","","","3149.00kcal"
"2021-07-21","배추김치(7~9월)","11.25kcal","총각김치","16.4kcal","총각김치","16.4kcal","","","3149.00kcal"
"2021-07-21","아이스크림 팩형(02)","234kcal","","","","","","","3149.00kcal"
"2021-07-21","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3149.00kcal"
"2021-07-22","밥","363kcal","밥","363kcal","잡곡밥","408.15kcal","","","3273.28kcal"
"2021-07-22","쇠고기무국(05)(16)","43.52kcal","배추된장국(05)","41.12kcal","부대찌개(05)(06)(10)","204.11kcal","","","3273.28kcal"
"2021-07-22","간장찜닭(05)(06)(15)","142.08kcal","야채삼겹살볶음(05)(06)(10)","558.44kcal","감자채볶음(05)(06)","69.43kcal","","","3273.28kcal"
"2021-07-22","계란두부찜(05)(06)","79.8kcal","모듬쌈(05)(06)","59.21kcal","생선가스(01)(06)","692.06kcal","","","3273.28kcal"
"2021-07-22","배추김치(7~9월)","11.25kcal","배추김치(7~9월)","11.25kcal","오이소박이","20.35kcal","","","3273.28kcal"
"2021-07-22","주스,청포도(190ml/팩)","84.51kcal","","","","","","","3273.28kcal"
"2021-07-22","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3273.28kcal"
"2021-07-23","밥","363kcal","밥","363kcal","현미밥","399.3kcal","","","2653.61kcal"
"2021-07-23","닭고기미역국(05)(15)","32.6kcal","순두부찌개(01)(05)(09)(17)(18)","105.52kcal","된장국(일품용)(05)(16)","57.6kcal","","","2653.61kcal"
"2021-07-23","맛김","0kcal","쇠고기장조림(05)(06)(16)","143.16kcal","갑오징어야채볶음(05)(06)(17)","183.11kcal","","","2653.61kcal"
"2021-07-23","무조림(05)(06)(10)","169.73kcal","무콩나물무침(05)","30.53kcal","돼지고기고추장볶음(05)(06)(10)","357.25kcal","","","2653.61kcal"
"2021-07-23","오이무침(06)","17.91kcal","배추김치(7~9월)","11.25kcal","총각김치","16.4kcal","","","2653.61kcal"
"2021-07-23","배추김치(7~9월)","11.25kcal","","","","","","","2653.61kcal"
"2021-07-23","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2653.61kcal"
"2021-07-23","아이스크림 콘,완제품(02)","270kcal","","","","","","","2653.61kcal"
"2021-07-24","밥","363kcal","핫도그빵(01)(06)(10)(12)","724kcal","밥","363kcal","","","2906.37kcal"
"2021-07-24","콩나물무채국(05)","27.26kcal","야채샐러드","20.08kcal","두부된장찌개(05)(06)","58.32kcal","","","2906.37kcal"
"2021-07-24","달콤돼지고기볶음(05)(06)(10)","273.06kcal","시리얼(증)","314.4kcal","돼지고기김치볶음(05)(06)(10)","318.1kcal","","","2906.37kcal"
"2021-07-24","닭간장소스찜(05)(06)(15)","136.24kcal","","","상추겉절이(05)(06)","24.41kcal","","","2906.37kcal"
"2021-07-24","배추김치(7~9월)","11.25kcal","","","배추김치(7~9월)","11.25kcal","","","2906.37kcal"
"2021-07-24","","","","","두유, 고칼슘(05)","140kcal","","","2906.37kcal"
"2021-07-24","","","","","우유(백색우유(200ML,연간))(02)","122kcal","","","2906.37kcal"
"2021-07-25","밥","363kcal","오징어덮밥(05)(06)(17)","558.68kcal","밥","363kcal","","","2477.34kcal"
"2021-07-25","감자호박국(05)","35.51kcal","호박된장찌개(05)(06)","59.31kcal","쇠고기육개장(01)(05)(06)(16)","97.03kcal","","","2477.34kcal"
"2021-07-25","새송이버섯야채볶음(05)(06)(10)","189.12kcal","양파계란볶음(01)(10)","103.41kcal","애호박나물(09)(10)","161.1kcal","","","2477.34kcal"
"2021-07-25","닭고기양배추볶음(05)(06)(15)","160.32kcal","총각김치","16.4kcal","골뱅이야채조림(05)(06)","160.81kcal","","","2477.34kcal"
"2021-07-25","배추김치(7~9월)","11.25kcal","","","총각김치","16.4kcal","","","2477.34kcal"
"2021-07-25","주스,카프리썬 사과(200ml,파우치)","60kcal","","","","","","","2477.34kcal"
"2021-07-25","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2477.34kcal"
"2021-07-26","밥","363kcal","밥","363kcal","잡곡밥","408.15kcal","","","2831.01kcal"
"2021-07-26","생선묵국(05)(06)","74.7kcal","닭볶음탕(06)(15)","273.7kcal","순두부찌개(01)(05)(09)(17)(18)","105.52kcal","","","2831.01kcal"
"2021-07-26","비엔나소시지야채볶음(10)(12)","326.72kcal","멸치볶음","92.59kcal","훈제삼겹살간장조림(05)(06)(10)","297.05kcal","","","2831.01kcal"
"2021-07-26","마파두부(05)(06)(10)","200.97kcal","콩나물무침(05)(06)","32.99kcal","오이무침(06)","17.91kcal","","","2831.01kcal"
"2021-07-26","맛김","0kcal","깍두기(임가공)","19.43kcal","깍두기(임가공)","19.43kcal","","","2831.01kcal"
"2021-07-26","배추김치(7~9월)","11.25kcal","","","우유(백색우유(200ML,연간))(02)","122kcal","","","2831.01kcal"
"2021-07-26","","","","","복숭아(백도)(11)","102.6kcal","","","2831.01kcal"
"2021-07-27","밥","363kcal","밥","363kcal","현미밥","399.3kcal","","","3233.58kcal"
"2021-07-27","쇠고기미역국(05)(16)","41.48kcal","꼬리곰탕(05)(09)","585.82kcal","닭고기육개장(01)(05)(06)(15)","90.12kcal","","","3233.58kcal"
"2021-07-27","닭순살피망볶음(05)(06)(15)","146.68kcal","오징어젓무침(17)","44.55kcal","가지볶음(05)(06)(10)","161.54kcal","","","3233.58kcal"
"2021-07-27","무조림(05)(06)(10)","169.73kcal","풋고추된장무침(05)(06)","28.05kcal","코다리강정(05)(06)(12)","488.2kcal","","","3233.58kcal"
"2021-07-27","배추김치(7~9월)","11.25kcal","깍두기(임가공)","19.43kcal","깍두기(임가공)","19.43kcal","","","3233.58kcal"
"2021-07-27","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3233.58kcal"
"2021-07-27","팥빙수","180kcal","","","","","","","3233.58kcal"
"2021-07-28","밥","363kcal","밥","363kcal","수수밥","364.15kcal","","","2794.73kcal"
"2021-07-28","콩나물무채국(05)","27.26kcal","감자양파찌개(05)(06)","75.13kcal","계란국(01)","52.74kcal","","","2794.73kcal"
"2021-07-28","소시지야채볶음(05)(06)(10)","232.33kcal","오징어볶음(05)(06)(17)","205.65kcal","돈가스(06)(10)","590.05kcal","","","2794.73kcal"
"2021-07-28","감자조림(05)(06)","144.72kcal","계란찜(01)(09)","96.84kcal","양배추샐러드(01)(12)","60.95kcal","","","2794.73kcal"
"2021-07-28","배추김치(7~9월)","11.25kcal","깍두기(임가공)","19.43kcal","깍두기(임가공)","19.43kcal","","","2794.73kcal"
"2021-07-28","자두(후무사)","46.8kcal","","","","","","","2794.73kcal"
"2021-07-28","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2794.73kcal"
"2021-07-29","밥","363kcal","밥","363kcal","잡곡밥","408.15kcal","","","2957.26kcal"
"2021-07-29","감자국(05)","35.79kcal","광어매운탕(05)(06)","139.73kcal","김치찌개(05)(06)(10)","73.83kcal","","","2957.26kcal"
"2021-07-29","돼지고기부추볶음(10)","320.13kcal","애호박나물(09)(10)","161.1kcal","감자채볶음(05)(06)","69.43kcal","","","2957.26kcal"
"2021-07-29","오이무침(06)","17.91kcal","쇠고기장조림(05)(06)(16)","143.16kcal","조기튀김(06)","608kcal","","","2957.26kcal"
"2021-07-29","배추김치(7~9월)","11.25kcal","오이소박이","20.35kcal","깍두기(임가공)","19.43kcal","","","2957.26kcal"
"2021-07-29","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2957.26kcal"
"2021-07-29","주스,복숭아(190ml/팩)","81kcal","","","","","","","2957.26kcal"
"2021-07-30","밥","363kcal","밥","363kcal","햄치즈버거(01)(02)(06)(10)(12)","901.3kcal","","","3486.71kcal"
"2021-07-30","두부김치국(05)","24.96kcal","배추된장국(05)","41.12kcal","감자튀김(12)","403.71kcal","","","3486.71kcal"
"2021-07-30","생선묵볶음(05)(06)","117.96kcal","무조림(05)(06)(10)","169.73kcal","삶은계란(01)","70.08kcal","","","3486.71kcal"
"2021-07-30","닭고기양배추볶음(05)(06)(15)","160.32kcal","훈제삼겹살간장조림(05)(06)(10)","297.05kcal","혼합시리얼(휴일)","153.2kcal","","","3486.71kcal"
"2021-07-30","맛김","0kcal","깍두기(임가공)","19.43kcal","","","","","3486.71kcal"
"2021-07-30","배추김치(7~9월)","11.25kcal","","","","","","","3486.71kcal"
"2021-07-30","우유(백색우유(200ML,연간))(02)","244kcal","","","","","","","3486.71kcal"
"2021-07-30","감귤 주스(340㎖/ 페트)","44kcal","","","","","","","3486.71kcal"
"2021-07-30","복숭아(백도)(11)","102.6kcal","","","","","","","3486.71kcal"
"2021-07-31","밥","363kcal","불고기버거(01)(06)(10)(12)","643.2kcal","밥","363kcal","","","2806.17kcal"
"2021-07-31","콩나물무채국(05)","27.26kcal","삶은계란(01)","70.08kcal","순두부찌개(01)(05)(09)(17)(18)","105.52kcal","","","2806.17kcal"
"2021-07-31","돼지고기청경채볶음(10)","273.54kcal","시리얼(증)","314.4kcal","닭순살피망볶음(05)(06)(15)","146.68kcal","","","2806.17kcal"
"2021-07-04","쇠고기미역국(05)(16)","41.48kcal","닭곰탕(15)","203.61kcal","배추된장국(05)","41.12kcal","","","2338.18kcal"
"2021-07-04","두부구이(05)(06)","157.95kcal","계란찜(01)(09)","96.84kcal","모듬야채(05)(06)(16)","71.02kcal","","","2338.18kcal"
"2021-07-04","오이무침(06)","17.91kcal","풋고추된장무침(05)(06)","28.05kcal","배추김치(7~9월)","11.25kcal","","","2338.18kcal"
"2021-07-04","배추김치(7~9월)","11.25kcal","총각김치","16.4kcal","","","","","2338.18kcal"
"2021-07-04","유산균 발효유(3사교)","84.5kcal","","","","","","","2338.18kcal"
"2021-07-04","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2338.18kcal"
"2021-07-05","밥","363kcal","밥","363kcal","잡곡밥","408.15kcal","","","3220.37kcal"
"2021-07-05","순두부백탕(05)(09)(17)","77.3kcal","건새우아욱된장국(05)","34.95kcal","두부김치국(05)","24.96kcal","","","3220.37kcal"
"2021-07-05","마파감자(05)(06)(10)","162.83kcal","오삼불고기(05)(06)(10)(17)","474.29kcal","가지볶음(05)(06)(10)","161.54kcal","","","3220.37kcal"
"2021-07-05","새송이버섯야채볶음(05)(06)(10)","189.12kcal","콩나물무침(05)(06)","32.99kcal","닭고기튀김양념(06)(15)","707.34kcal","","","3220.37kcal"
"2021-07-05","맛김","0kcal","배추김치(7~9월)","11.25kcal","총각김치","16.4kcal","","","3220.37kcal"
"2021-07-05","배추김치(7~9월)","11.25kcal","","","주스,카프리썬 오렌지(200ml,파우치)","60kcal","","","3220.37kcal"
"2021-07-05","","","","","우유(백색우유(200ML,연간))(02)","122kcal","","","3220.37kcal"
"2021-07-06","밥","363kcal","밥","363kcal","현미밥","399.3kcal","","","3402.76kcal"
"2021-07-06","감자국(05)","35.79kcal","두부된장찌개(05)(06)","58.32kcal","홍합탕(05)(06)(09)(17)(18)","96.36kcal","","","3402.76kcal"
"2021-07-06","쇠고기야채볶음(05)(06)(09)(16)","126.39kcal","야채삼겹살볶음(05)(06)(10)","558.44kcal","탕수육(05)(06)(10)(12)","597.47kcal","","","3402.76kcal"
"2021-07-06","오리훈제부추무침(01)","107.71kcal","모듬쌈(05)(06)","59.21kcal","단무지무침","17.78kcal","","","3402.76kcal"
"2021-07-06","배추김치(7~9월)","11.25kcal","배추김치(7~9월)","11.25kcal","총각김치","16.4kcal","","","3402.76kcal"
"2021-07-06","주스,과채","","","","","","","","3402.76kcal"
"2021-07-06","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3402.76kcal"
"2021-07-06","참깨라면,110g(오뚜기,용기라면,다수공급자계약,영내자증식)","459.09kcal","","","","","","","3402.76kcal"
"2021-07-07","밥","363kcal","밥","363kcal","쇠고기덮밥(05)(06)(16)","492.42kcal","","","2956.05kcal"
"2021-07-07","생선묵국(05)(06)","74.7kcal","꼬리곰탕(05)(09)","585.82kcal","버섯강정(06)(12)","613.6kcal","","","2956.05kcal"
"2021-07-07","닭순살야채조림(05)(06)(15)","129.11kcal","오징어젓무침(17)","44.55kcal","오이무침(06)","17.91kcal","","","2956.05kcal"
"2021-07-07","상추치커리무침(05)(06)","21.44kcal","채소스틱(모듬 선택)(05)(06)","30.8kcal","배추김치(7~9월)","11.25kcal","","","2956.05kcal"
"2021-07-07","배추김치(7~9월)","11.25kcal","총각김치","16.4kcal","","","","","2956.05kcal"
"2021-07-07","이온음료","58.8kcal","","","","","","","2956.05kcal"
"2021-07-07","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2956.05kcal"
"2021-07-08","밥","363kcal","밥","363kcal","흑미밥","400.5kcal","","","3012.07kcal"
"2021-07-08","쇠고기무국(05)(16)","43.52kcal","닭볶음탕(06)(15)","273.7kcal","감자호박국(05)","35.51kcal","","","3012.07kcal"
"2021-07-08","돼지고기부추볶음(10)","320.13kcal","오징어채볶음(01)(05)(06)(17)","131kcal","돈가스(06)(10)","590.05kcal","","","3012.07kcal"
"2021-07-08","계란두부찜(05)(06)","79.8kcal","멸치볶음","92.59kcal","양배추샐러드(01)(12)","60.95kcal","","","3012.07kcal"
"2021-07-08","배추김치(7~9월)","11.25kcal","오이소박이","20.35kcal","총각김치","16.4kcal","","","3012.07kcal"
"2021-07-08","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3012.07kcal"
"2021-07-08","수박","88.32kcal","","","","","","","3012.07kcal"
"2021-07-09","밥","363kcal","밥","363kcal","새우버거(01)(06)(09)(12)","851.43kcal","","","2883.56kcal"
"2021-07-09","닭고기미역국(05)(15)","32.6kcal","된장국(일품용)(05)(16)","57.6kcal","삶은계란(01)","70.08kcal","","","2883.56kcal"
"2021-07-09","돼지고기청경채볶음(10)","273.54kcal","쇠고기불고기(05)(06)(16)","151.99kcal","시리얼","0kcal","","","2883.56kcal"
"2021-07-09","맛김","0kcal","애호박나물(09)(10)","161.1kcal","","","","","2883.56kcal"
"2021-07-09","감자조림(05)(06)","144.72kcal","배추김치(7~9월)","11.25kcal","","","","","2883.56kcal"
"2021-07-09","배추김치(7~9월)","11.25kcal","","","","","","","2883.56kcal"
"2021-07-09","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2883.56kcal"
"2021-07-09","아이스크림 콘,완제품(02)","270kcal","","","","","","","2883.56kcal"
"2021-07-10","밥","363kcal","핫도그빵(01)(06)(10)(12)","724kcal","밥","363kcal","","","2591.00kcal"
"2021-07-10","콩나물무채국(05)","27.26kcal","시리얼(브런치)","161.2kcal","계란국(01)","52.74kcal","","","2591.00kcal"
"2021-07-10","새송이버섯야채볶음(05)(06)(10)","189.12kcal","야채샐러드","20.08kcal","고등어감자조림(05)(06)(07)","175.8kcal","","","2591.00kcal"
"2021-07-10","닭간장소스찜(05)(06)(15)","136.24kcal","","","오이무침(06)","17.91kcal","","","2591.00kcal"
"2021-07-10","배추김치(7~9월)","11.25kcal","","","총각김치","16.4kcal","","","2591.00kcal"
"2021-07-10","","","","","우유(백색우유(200ML,연간))(02)","122kcal","","","2591.00kcal"
"2021-07-10","","","","","가공우유(바나나)(02)","167kcal","","","2591.00kcal"
"2021-07-10","","","","","감귤 주스(340㎖/ 페트)","44kcal","","","2591.00kcal"
"2021-07-11","밥","363kcal","비빔밥(05)(06)(16)","513.44kcal","밥","363kcal","","","2539.10kcal"
"2021-07-11","순두부백탕(05)(09)(17)","77.3kcal","닭고기육개장(01)(05)(06)(15)","90.12kcal","건새우아욱된장국(05)","34.95kcal","","","2539.10kcal"
"2021-07-11","돼지고기김치볶음(기타)(05)(06)(10)","326.58kcal","삶은계란(01)","70.08kcal","돼지고기청경채볶음(10)","273.54kcal","","","2539.10kcal"
"2021-07-11","닭고기양배추볶음(05)(06)(15)","160.32kcal","배추김치(7~9월)","11.25kcal","모듬야채(05)(06)(16)","71.02kcal","","","2539.10kcal"
"2021-07-11","배추김치(7~9월)","11.25kcal","","","배추김치(7~9월)","11.25kcal","","","2539.10kcal"
"2021-07-11","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2539.10kcal"
"2021-07-11","배 주스(238㎖/캔)","40kcal","","","","","","","2539.10kcal"
"2021-07-12","밥","363kcal","밥","363kcal","찹쌀밥","407.88kcal","","","3255.54kcal"
"2021-07-12","쇠고기무국(05)(16)","43.52kcal","배추된장국(05)","41.12kcal","삼계탕(15)","602.25kcal","","","3255.54kcal"
"2021-07-12","비엔나소시지야채볶음(10)(12)","326.72kcal","오징어채볶음(01)(05)(06)(17)","131kcal","오징어젓무침(17)","44.55kcal","","","3255.54kcal"
"2021-07-12","맛김","0kcal","돼지불고기(05)(06)(10)","364.83kcal","풋고추된장무침(05)(06)","28.05kcal","","","3255.54kcal"
"2021-07-12","감자조림(05)(06)","144.72kcal","배추김치(7~9월)","11.25kcal","총각김치","16.4kcal","","","3255.54kcal"
"2021-07-12","배추김치(7~9월)","11.25kcal","","","우유(백색우유(200ML,연간))(02)","122kcal","","","3255.54kcal"
"2021-07-12","","","","","아이스크림 팩형(02)","234kcal","","","3255.54kcal"
"2021-07-13","밥","363kcal","밥","363kcal","흑미밥","400.5kcal","","","2981.60kcal"
"2021-07-13","닭고기미역국(05)(15)","32.6kcal","버섯쇠고기찌개(05)(06)(16)","67.68kcal","부대찌개(05)(06)(10)","204.11kcal","","","2981.60kcal"
"2021-07-13","마파두부(05)(06)(10)","200.97kcal","돼지고기콩나물볶음(05)(06)(10)","352.89kcal","감자채볶음(05)(06)","69.43kcal","","","2981.60kcal"
"2021-07-13","오리훈제부추무침(01)","107.71kcal","간장찜닭(05)(06)(15)","142.08kcal","참돔튀김(05)(06)","433.56kcal","","","2981.60kcal"
"2021-07-13","배추김치(7~9월)","11.25kcal","배추김치(7~9월)","11.25kcal","배추김치(7~9월)","11.25kcal","","","2981.60kcal"
"2021-07-13","진라면매운맛,110g용기라면(다수공급자계약,영내자증식,오뚜기)","","","","","","","","2981.60kcal"
"2021-07-13","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2981.60kcal"
"2021-07-13","수박","88.32kcal","","","","","","","2981.60kcal"
"2021-07-14","밥","363kcal","밥","363kcal","수수밥","364.15kcal","","","3369.65kcal"
"2021-07-14","생선묵국(05)(06)","74.7kcal","호박된장찌개(05)(06)","59.31kcal","쇠고기육개장(01)(05)(06)(16)","97.03kcal","","","3369.65kcal"
"2021-07-14","새송이버섯야채볶음(05)(06)(10)","189.12kcal","멸치고추장볶음(06)","83.54kcal","데리야끼갈릭치킨(01)(05)(06)(15)","663.86kcal","","","3369.65kcal"
"2021-07-14","쇠고기장조림(05)(06)(16)","143.16kcal","맛김","0kcal","무조림(05)(06)(10)","169.73kcal","","","3369.65kcal"
"2021-07-14","배추김치(7~9월)","11.25kcal","돼지갈비찜(05)(06)(10)","368.15kcal","배추김치(7~9월)","11.25kcal","","","3369.65kcal"
"2021-07-14","아이스크림, 떠먹는형","270kcal","총각김치","16.4kcal","","","","","3369.65kcal"
"2021-07-14","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3369.65kcal"
"2021-07-15","밥","363kcal","밥","363kcal","밥","363kcal","","","2857.98kcal"
"2021-07-15","두부김치국(05)","24.96kcal","계란국(01)","52.74kcal","감자양파찌개(05)(06)","75.13kcal","","","2857.98kcal"
"2021-07-15","돼지고기부추볶음(10)","320.13kcal","대왕오징어제육볶음(05)(06)(10)","269.91kcal","바다장어순살강정","174.61kcal","","","2857.98kcal"
"2021-07-15","상추치커리무침(05)(06)","21.44kcal","게맛살야채튀김(05)(06)","550.31kcal","무콩나물무침(05)","30.53kcal","","","2857.98kcal"
"2021-07-15","배추김치(7~9월)","11.25kcal","배추김치(7~9월)","11.25kcal","총각김치","16.4kcal","","","2857.98kcal"
"2021-07-15","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2857.98kcal"
"2021-07-15","수박","88.32kcal","","","","","","","2857.98kcal"
"2021-07-16","밥","363kcal","밥","363kcal","햄치즈버거(01)(02)(06)(10)(12)","901.3kcal","","","3667.39kcal"
"2021-07-16","쇠고기무국(05)(16)","43.52kcal","건새우아욱된장국(05)","34.95kcal","감자튀김(12)","403.71kcal","","","3667.39kcal"
"2021-07-16","가지볶음(05)(06)(10)","161.54kcal","돼지고기고추장볶음(05)(06)(10)","357.25kcal","삶은계란(01)","70.08kcal","","","3667.39kcal"
"2021-07-16","맛김","0kcal","애호박나물(09)(10)","161.1kcal","혼합시리얼(휴일)","153.2kcal","","","3667.39kcal"
"2021-07-16","닭간장소스찜(05)(06)(15)","136.24kcal","배추김치(7~9월)","11.25kcal","","","","","3667.39kcal"
"2021-07-16","배추김치(7~9월)","11.25kcal","","","","","","","3667.39kcal"
"2021-07-16","아이스크림 샌드위치(02)","252kcal","","","","","","","3667.39kcal"
"2021-07-16","우유(백색우유(200ML,연간))(02)","244kcal","","","","","","","3667.39kcal"
"2021-07-17","밥","363kcal","고추참치덮밥","569.49kcal","잡채밥(05)(06)(10)","510.9kcal","","","2533.53kcal"
"2021-07-17","배추된장국(05)","41.12kcal","순두부백탕(05)(09)(17)","77.3kcal","쇠고기육개장(01)(05)(06)(16)","97.03kcal","","","2533.53kcal"
"2021-07-17","돼지고기김치볶음(기타)(05)(06)(10)","326.58kcal","무조림(05)(06)(10)","169.73kcal","오이무침(06)","17.91kcal","","","2533.53kcal"
"2021-07-17","감자조림(05)(06)","144.72kcal","배추김치(7~9월)","11.25kcal","배추김치(7~9월)","11.25kcal","","","2533.53kcal"
"2021-07-17","배추김치(7~9월)","11.25kcal","","","주스,카프리썬 오렌지(200ml,파우치)","60kcal","","","2533.53kcal"
"2021-06-20","생선묵볶음(05)(06)","113.04kcal","상추겉절이(05)(06)","22.77kcal","가지볶음(05)(06)","40.43kcal","","","2384.96kcal"
"2021-06-20","달콤돼지고기볶음(05)(06)(10)","227.78kcal","배추김치(5~6월)","16.06kcal","고등어감자조림(05)(06)(07)","175.8kcal","","","2384.96kcal"
"2021-06-20","배추김치(5~6월)","16.06kcal","","","배추김치(5~6월)","16.06kcal","","","2384.96kcal"
"2021-06-20","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2384.96kcal"
"2021-06-20","주스,과채","","","","","","","","2384.96kcal"
"2021-06-21","밥","363kcal","밥","363kcal","잡곡밥","415.29kcal","","","3408.42kcal"
"2021-06-21","콩나물무채국(05)","27.26kcal","미더덕된장찌개(05)(09)","67.26kcal","닭고기육개장(01)(05)(06)(15)","100.53kcal","","","3408.42kcal"
"2021-06-21","닭고기양배추볶음(05)(06)(15)","93.92kcal","야채삼겹살볶음(05)(06)(10)","587.07kcal","감자채볶음(05)(06)","68.23kcal","","","3408.42kcal"
"2021-06-21","비엔나소시지케찹볶음(10)(12)","358.36kcal","양파피클(05)(06)","28.51kcal","생선가스(01)(06)","688.64kcal","","","3408.42kcal"
"2021-06-21","배추김치(5~6월)","16.06kcal","배추김치(5~6월)","16.06kcal","총각김치","16.4kcal","","","3408.42kcal"
"2021-06-21","","","","","주스,카프리썬 사과(200ml,파우치)","60kcal","","","3408.42kcal"
"2021-06-21","","","","","방울토마토, 3-11(육사)","16.83kcal","","","3408.42kcal"
"2021-06-21","","","","","우유(백색우유(200ML,연간))(02)","122kcal","","","3408.42kcal"
"2021-06-22","밥","363kcal","밥","363kcal","검은콩밥","404.3kcal","","","2999.60kcal"
"2021-06-22","쇠고기무국(05)(16)","43.01kcal","건새우아욱된장국(05)","35.85kcal","광어매운탕(05)(06)","124.08kcal","","","2999.60kcal"
"2021-06-22","돼지고기청경채볶음(10)","228.37kcal","낙지볶음(05)(06)","162.09kcal","치킨너겟(01)(06)(15)","678.1kcal","","","2999.60kcal"
"2021-06-22","생선묵볶음(05)(06)","113.04kcal","양파계란볶음(01)(10)","102.16kcal","단무지무침","17.78kcal","","","2999.60kcal"
"2021-06-22","총각김치","16.4kcal","맛김","5.25kcal","파김치","21.24kcal","","","2999.60kcal"
"2021-06-22","주스,청포도(190ml/팩)","84.51kcal","배추김치(5~6월)","16.06kcal","","","","","2999.60kcal"
"2021-06-22","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2999.60kcal"
"2021-06-22","수박","99.36kcal","","","","","","","2999.60kcal"
"2021-06-22","용기면,쌀국수,얼큰한맛,92g(다수공급자)","","","","","","","","2999.60kcal"
"2021-06-23","밥","363kcal","비빔밥(05)(06)(16)","509.34kcal","밥","363kcal","","","3075.95kcal"
"2021-06-23","미역국(05)","11.66kcal","콩나물국(05)","12.17kcal","쇠고기육개장(01)(05)(06)(16)","97.24kcal","","","3075.95kcal"
"2021-06-23","훈제삼겹살간장조림(05)(06)(10)","295.15kcal","삶은계란(01)","70.08kcal","멸치볶음","88.03kcal","","","3075.95kcal"
"2021-06-23","무생채","26.27kcal","배추김치(5~6월)","16.06kcal","미트볼튀김(01)(05)(06)(10)","734.37kcal","","","3075.95kcal"
"2021-06-23","총각김치","16.4kcal","","","오이소박이","20.35kcal","","","3075.95kcal"
"2021-06-23","아이스크림 콘,완제품(02)","270kcal","","","","","","","3075.95kcal"
"2021-06-23","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3075.95kcal"
"2021-06-23","감귤 주스(340㎖/ 페트)","44kcal","","","","","","","3075.95kcal"
"2021-06-23","방울토마토, 3-11(육사)","16.83kcal","","","","","","","3075.95kcal"
"2021-06-24","밥","363kcal","밥","363kcal","잡채밥(05)(06)(10)","545.69kcal","","","2320.73kcal"
"2021-06-24","생선묵국(05)(06)","74.78kcal","부대찌개(05)(06)(10)","221.33kcal","두부김치국(05)","24.58kcal","","","2320.73kcal"
"2021-06-24","닭간장소스찜(05)(06)(15)","150.88kcal","갑오징어야채볶음(05)(06)(17)","180.34kcal","부추겉절이","23.22kcal","","","2320.73kcal"
"2021-06-24","상추겉절이(05)(06)","22.77kcal","애호박나물(09)","37.58kcal","총각김치","16.4kcal","","","2320.73kcal"
"2021-06-24","총각김치","16.4kcal","김자반","43kcal","","","","","2320.73kcal"
"2021-06-24","수박","99.36kcal","총각김치","16.4kcal","","","","","2320.73kcal"
"2021-06-24","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2320.73kcal"
"2021-06-25","밥","363kcal","밥","363kcal","닭볶음탕(06)(15)","261.9kcal","","","2896.79kcal"
"2021-06-25","감자국(05)","34.54kcal","두부된장찌개(05)(06)","58.9kcal","버섯강정(06)(12)","545.7kcal","","","2896.79kcal"
"2021-06-25","비엔나소시지야채볶음(10)(12)","326.72kcal","쇠고기불고기(05)(06)(16)","150.93kcal","무생채","26.27kcal","","","2896.79kcal"
"2021-06-25","돼지고기김치볶음(기타)(05)(06)(10)","281.95kcal","모듬야채(05)(06)","56.69kcal","배추김치(5~6월)","16.06kcal","","","2896.79kcal"
"2021-06-25","총각김치","16.4kcal","총각김치","16.4kcal","","","","","2896.79kcal"
"2021-06-25","탄산음료","117.5kcal","","","","","","","2896.79kcal"
"2021-06-25","방울토마토, 3-11(육사)","16.83kcal","","","","","","","2896.79kcal"
"2021-06-25","우유(백색우유(200ML,연간))(02)","244kcal","","","","","","","2896.79kcal"
"2021-06-26","밥","363kcal","불고기버거(01)(06)(10)(12)","641.95kcal","밥","363kcal","","","2582.45kcal"
